Frequency;Raw_data
2519.53125;-109.932615
2534.179688;-110.383179
2548.828125;-110.127561
2563.476563;-110.418777
2578.125;-111.317339
2592.773438;-111.103068
2607.421875;-110.935845
2622.070313;-111.434173
2636.71875;-111.240534
2651.367188;-110.53751
2666.015625;-110.469226
2680.664063;-110.316899
2695.3125;-110.223732
2709.960938;-110.730408
2724.609375;-110.664344
2739.257813;-110.115056
2753.90625;-110.224204
2768.554688;-111.369707
2783.203125;-111.640541
2797.851563;-111.19811
2812.5;-111.527579
2827.148438;-111.699612
2841.796875;-111.70979
2856.445313;-111.588484
2871.09375;-111.501753
2885.742188;-111.395023
2900.390625;-111.290165
2915.039063;-111.198833
2929.6875;-111.120329
2944.335938;-111.052487
2958.984375;-110.990192
2973.632813;-110.930732
2988.28125;-110.87228
3000;-111.051788
3027.34375;-111.231296
3076.171875;-112.192061
3125;-112.103184
3173.828125;-110.88311
3222.65625;-110.750367
3271.484375;-111.488808
3320.3125;-111.75688
3369.140625;-111.543037
3417.96875;-111.766984
3466.796875;-112.283651
3515.625;-111.928282
3564.453125;-111.337011
3613.28125;-111.392406
3662.109375;-111.97259
3710.9375;-111.726717
3759.765625;-110.681275
3808.59375;-110.378058
3857.421875;-111.000679
3906.25;-111.856836
3955.078125;-112.676381
4003.90625;-112.678544
4052.734375;-112.018364
4101.5625;-111.293658
4150.390625;-111.338986
4199.21875;-112.15372
4248.046875;-112.779898
4296.875;-112.843638
4345.703125;-112.344096
4394.53125;-112.128873
4443.359375;-112.492324
4492.1875;-112.579234
4541.015625;-112.424837
4589.84375;-112.35919
4638.671875;-112.323469
4687.5;-112.743157
4736.328125;-112.945603
4785.15625;-112.864659
4833.984375;-112.710169
4882.8125;-112.651961
4931.640625;-112.45095
4980.46875;-111.569452
5029.296875;-111.406062
5078.125;-111.873518
5126.953125;-112.325279
5175.78125;-112.75404
5224.609375;-112.264935
5273.4375;-111.840648
5322.265625;-111.671512
5371.09375;-111.712956
5419.921875;-111.91252
5468.75;-112.629455
5517.578125;-113.188046
5566.40625;-112.825842
5615.234375;-112.503487
5664.0625;-112.472613
5712.890625;-113.072076
5761.71875;-113.621804
5810.546875;-112.854252
5859.375;-112.667775
5908.203125;-112.980945
5957.03125;-112.525562
6005.859375;-112.165016
6054.6875;-112.327329
6103.515625;-112.345046
6152.34375;-112.116037
6201.171875;-112.301968
6250;-112.57084
6298.828125;-112.917168
6347.65625;-113.552096
6396.484375;-113.383264
6445.3125;-112.822218
6494.140625;-112.988573
6542.96875;-113.441686
6591.796875;-113.386312
6640.625;-113.057362
6689.453125;-112.797552
6738.28125;-113.024763
6787.109375;-113.011052
6835.9375;-112.823311
6884.765625;-113.174427
6933.59375;-113.400811
6982.421875;-112.961017
7031.25;-112.160155
7080.078125;-111.744026
7128.90625;-112.151671
7177.734375;-112.557436
7226.5625;-112.391676
7275.390625;-112.149279
7324.21875;-112.332958
7373.046875;-113.429918
7421.875;-113.728981
7470.703125;-112.968085
7519.53125;-112.313986
7568.359375;-112.119872
7617.1875;-112.644334
7666.015625;-113.182215
7714.84375;-113.449223
7763.671875;-113.333126
7812.5;-112.938369
7861.328125;-112.74554
7910.15625;-112.786342
7958.984375;-113.122969
8007.8125;-112.913451
8056.640625;-112.570401
8105.46875;-112.903148
8154.296875;-113.277849
8203.125;-113.476056
8251.953125;-112.878574
8300.78125;-112.713562
8349.609375;-112.908518
8398.4375;-112.992156
8447.265625;-113.195796
8496.09375;-113.223291
8544.921875;-113.234334
8593.75;-113.162593
8642.578125;-112.736709
8691.40625;-112.855916
8740.234375;-113.822387
8789.0625;-114.154025
8837.890625;-113.836773
8886.71875;-113.391986
8935.546875;-112.645924
8984.375;-112.537698
9033.203125;-112.896876
9082.03125;-112.764897
9130.859375;-112.439342
9179.6875;-112.440883
9228.515625;-113.043538
9277.34375;-113.067879
9326.171875;-112.665959
9375;-112.694411
9423.828125;-113.001735
9472.65625;-112.891876
9521.484375;-112.513712
9570.3125;-112.384206
9619.140625;-112.425237
9667.96875;-112.521112
9716.796875;-112.654955
9765.625;-112.812973
9814.453125;-112.957216
9863.28125;-113.058207
9912.109375;-113.109998
9960.9375;-113.124271
10000;-113.373259
10107.42188;-113.622247
10253.90625;-112.984312
10400.39063;-112.945627
10546.875;-113.550062
10693.35938;-113.889957
10839.84375;-113.809689
10986.32813;-113.801009
11132.8125;-113.946901
11279.29688;-113.354958
11425.78125;-112.916929
11572.26563;-112.937136
11718.75;-112.849969
11865.23438;-113.112754
12011.71875;-113.334237
12158.20313;-113.459503
12304.6875;-113.123526
12451.17188;-112.568385
12597.65625;-112.512916
12744.14063;-113.012111
12890.625;-113.112486
13037.10938;-112.501411
13183.59375;-112.213784
13330.07813;-111.910574
13476.5625;-111.869828
13623.04688;-112.193208
13769.53125;-112.657572
13916.01563;-113.199893
14062.5;-113.114902
14208.98438;-113.203981
14355.46875;-113.339062
14501.95313;-113.352994
14648.4375;-113.768778
14794.92188;-113.538555
14941.40625;-113.459188
15087.89063;-113.5152
15234.375;-112.990027
15380.85938;-112.31535
15527.34375;-112.186627
15673.82813;-112.290879
15820.3125;-112.437669
15966.79688;-112.137394
16113.28125;-112.017913
16259.76563;-112.634252
16406.25;-113.175549
16552.73438;-113.430459
16699.21875;-113.070415
16845.70313;-113.255792
16992.1875;-113.64825
17138.67188;-113.238326
17285.15625;-113.049542
17431.64063;-113.178233
17578.125;-113.180415
17724.60938;-113.104219
17871.09375;-113.19926
18017.57813;-112.802176
18164.0625;-112.17975
18310.54688;-112.445304
18457.03125;-113.028551
18603.51563;-112.787053
18750;-112.653305
18896.48438;-113.088676
19042.96875;-113.652788
19189.45313;-114.014124
19335.9375;-113.679876
19482.42188;-113.222392
19628.90625;-113.136739
19775.39063;-113.028342
19921.875;-112.672956
20068.35938;-112.709206
20214.84375;-112.752741
20361.32813;-112.472437
20507.8125;-112.46313
20654.29688;-112.452372
20800.78125;-112.781812
20947.26563;-113.286231
21093.75;-113.262442
21240.23438;-113.060825
21386.71875;-113.080337
21533.20313;-112.905992
21679.6875;-112.485997
21826.17188;-111.862313
21972.65625;-111.174466
22119.14063;-111.230806
22265.625;-111.635302
22412.10938;-111.610729
22558.59375;-111.731283
22705.07813;-112.10149
22851.5625;-112.605766
22998.04688;-112.562449
23144.53125;-112.412977
23291.01563;-112.90177
23437.5;-113.681654
23583.98438;-113.624227
23730.46875;-112.499061
23876.95313;-112.1227
24023.4375;-112.23309
24169.92188;-111.721733
24316.40625;-111.897181
24462.89063;-112.572364
24609.375;-112.155639
24755.85938;-111.510546
24902.34375;-111.4739
25048.82813;-111.825792
25195.3125;-112.181055
25341.79688;-112.368769
25488.28125;-112.47618
25634.76563;-112.483561
25781.25;-112.826051
25927.73438;-112.864481
26074.21875;-112.56329
26220.70313;-112.431639
26367.1875;-112.543129
26513.67188;-112.793092
26660.15625;-112.609003
26806.64063;-111.840645
26953.125;-111.373692
27099.60938;-111.554975
27246.09375;-111.953099
27392.57813;-112.025277
27539.0625;-111.868675
27685.54688;-111.903619
27832.03125;-112.309787
27978.51563;-111.999351
28125;-111.623421
28271.48438;-111.95559
28417.96875;-112.055791
28564.45313;-112.27243
28710.9375;-112.444291
28857.42188;-112.573719
29003.90625;-112.680853
29150.39063;-112.74581
29296.875;-112.76744
29443.35938;-112.754665
29589.84375;-112.723103
29736.32813;-112.689691
29882.8125;-112.665787
30000;-112.547223
30273.4375;-112.428659
30761.71875;-112.818904
31250;-113.16001
31738.28125;-112.666377
32226.5625;-112.525675
32714.84375;-112.778101
33203.125;-112.845833
33691.40625;-112.664996
34179.6875;-112.537141
34667.96875;-112.881012
35156.25;-113.282483
35644.53125;-113.215455
36132.8125;-114.198194
36621.09375;-114.784631
37109.375;-114.898012
37597.65625;-115.129763
38085.9375;-115.135883
38574.21875;-115.345963
39062.5;-115.54391
39550.78125;-114.802573
40039.0625;-114.417664
40527.34375;-114.911815
41015.625;-115.471536
41503.90625;-115.621106
41992.1875;-115.665786
42480.46875;-115.376067
42968.75;-115.177356
43457.03125;-115.67327
43945.3125;-116.065301
44433.59375;-116.225003
44921.875;-116.219584
45410.15625;-116.383907
45898.4375;-117.068183
46386.71875;-117.663733
46875;-117.728415
47363.28125;-117.772665
47851.5625;-117.911788
48339.84375;-118.403793
48828.125;-118.53743
49316.40625;-117.706179
49804.6875;-117.263419
50292.96875;-117.265424
50781.25;-117.402418
51269.53125;-117.921392
51757.8125;-118.519705
52246.09375;-118.67997
52734.375;-118.590849
53222.65625;-118.397586
53710.9375;-118.883203
54199.21875;-119.025996
54687.5;-118.24853
55175.78125;-118.307192
55664.0625;-118.970869
56152.34375;-119.003235
56640.625;-119.068378
57128.90625;-119.282774
57617.1875;-119.07344
58105.46875;-119.251193
58593.75;-119.756093
59082.03125;-119.878736
59570.3125;-119.855542
60058.59375;-119.729003
60546.875;-119.645896
61035.15625;-119.83587
61523.4375;-119.951151
62011.71875;-119.566968
62500;-119.324283
62988.28125;-119.827789
63476.5625;-119.897925
63964.84375;-119.648242
64453.125;-120.258868
64941.40625;-120.489119
65429.6875;-119.814391
65917.96875;-119.591677
66406.25;-119.868087
66894.53125;-120.189402
67382.8125;-120.348946
67871.09375;-120.581393
68359.375;-120.809078
68847.65625;-120.613156
69335.9375;-120.548768
69824.21875;-120.361952
70312.5;-120.639713
70800.78125;-121.050172
71289.0625;-120.912511
71777.34375;-120.924859
72265.625;-121.032328
72753.90625;-121.641056
73242.1875;-121.989768
73730.46875;-121.778698
74218.75;-121.425716
74707.03125;-121.261628
75195.3125;-121.136508
75683.59375;-120.849856
76171.875;-120.903171
76660.15625;-121.910289
77148.4375;-122.853337
77636.71875;-122.496672
78125;-122.050032
78613.28125;-122.077598
79101.5625;-122.363378
79589.84375;-122.601272
80078.125;-122.092422
80566.40625;-121.829384
81054.6875;-122.262038
81542.96875;-122.578182
82031.25;-122.313096
82519.53125;-121.963899
83007.8125;-121.499424
83496.09375;-121.019432
83984.375;-121.207705
84472.65625;-121.588079
84960.9375;-121.879901
85449.21875;-122.484432
85937.5;-122.916403
86425.78125;-122.777744
86914.0625;-122.521785
87402.34375;-122.236292
87890.625;-122.213099
88378.90625;-122.210814
88867.1875;-122.855613
89355.46875;-123.194282
89843.75;-123.252311
90332.03125;-123.927081
90820.3125;-124.273661
91308.59375;-124.050474
91796.875;-123.840962
92285.15625;-123.70515
92773.4375;-123.370889
93261.71875;-123.141536
93750;-123.384274
94238.28125;-123.458829
94726.5625;-123.281004
95214.84375;-123.336824
95703.125;-123.297976
96191.40625;-123.219277
96679.6875;-123.204009
97167.96875;-123.202899
97656.25;-123.232629
98144.53125;-123.293681
98632.8125;-123.371032
99121.09375;-123.445169
99609.375;-123.502083
100000;-123.418298
101074.2188;-123.334513
102539.0625;-123.747179
104003.9063;-123.845573
105468.75;-123.576371
106933.5938;-123.54509
108398.4375;-123.687763
109863.2813;-124.246413
111328.125;-124.785255
112792.9688;-124.851881
114257.8125;-124.831057
115722.6563;-124.93847
117187.5;-124.518987
118652.3438;-124.036411
120117.1875;-124.239664
121582.0313;-124.718763
123046.875;-125.008388
124511.7188;-125.00561
125976.5625;-125.0339
127441.4063;-124.85413
128906.25;-124.760414
130371.0938;-125.362312
131835.9375;-125.722368
133300.7813;-125.059528
134765.625;-124.703016
136230.4688;-125.00605
137695.3125;-124.885581
139160.1563;-124.326968
140625;-124.525594
142089.8438;-125.274841
143554.6875;-125.735223
145019.5313;-125.325602
146484.375;-125.0016
147949.2188;-125.581538
149414.0625;-126.299896
150878.9063;-126.301967
152343.75;-126.266595
153808.5938;-125.894754
155273.4375;-125.502515
156738.2813;-125.505237
158203.125;-125.59818
159667.9688;-125.581606
161132.8125;-125.88394
162597.6563;-126.431164
164062.5;-126.920107
165527.3438;-126.51702
166992.1875;-125.452672
168457.0313;-125.067834
169921.875;-125.492151
171386.7188;-126.506399
172851.5625;-126.432491
174316.4063;-126.200002
175781.25;-125.963148
177246.0938;-125.662641
178710.9375;-126.061579
180175.7813;-124.528503
181640.625;-126.223723
183105.4688;-126.609855
184570.3125;-126.351855
186035.1563;-125.948003
187500;-125.994009
188964.8438;-126.054526
190429.6875;-126.011177
191894.5313;-126.301683
193359.375;-126.627255
194824.2188;-126.498001
196289.0625;-126.252323
197753.9063;-126.18973
199218.75;-126.263969
200683.5938;-126.284106
202148.4375;-126.319098
203613.2813;-126.750496
205078.125;-126.477295
206542.9688;-126.188891
208007.8125;-126.38006
209472.6563;-126.617351
210937.5;-126.727354
212402.3438;-126.750783
213867.1875;-126.835324
215332.0313;-126.662481
216796.875;-126.656627
218261.7188;-126.405517
219726.5625;-126.620297
221191.4063;-127.219011
222656.25;-127.268495
224121.0938;-126.852145
225585.9375;-127.072903
227050.7813;-127.381192
228515.625;-127.731933
229980.4688;-127.586459
231445.3125;-127.433056
232910.1563;-127.657855
234375;-127.502874
235839.8438;-127.49431
237304.6875;-127.163564
238769.5313;-126.569567
240234.375;-126.836388
241699.2188;-127.219585
243164.0625;-127.328176
244628.9063;-127.693857
246093.75;-127.76359
247558.5938;-127.787381
249023.4375;-128.27024
250488.2813;-128.24518
251953.125;-127.756179
253417.9688;-127.429665
254882.8125;-127.255891
256347.6563;-127.005907
257812.5;-127.059254
259277.3438;-127.503934
260742.1875;-127.505324
262207.0313;-127.10808
263671.875;-126.827714
265136.7188;-127.079009
266601.5625;-126.9641
268066.4063;-126.357524
269531.25;-126.554128
270996.0938;-126.905501
272460.9375;-126.924691
273925.7813;-126.940121
275390.625;-127.134311
276855.4688;-127.359921
278320.3125;-127.136074
279785.1563;-127.038312
281250;-127.362526
282714.8438;-127.084245
284179.6875;-127.017576
285644.5313;-127.101475
287109.375;-127.203207
288574.2188;-127.324099
290039.0625;-127.463852
291503.9063;-127.599718
292968.75;-127.713751
294433.5938;-127.795835
295898.4375;-127.848654
297363.2813;-127.881101
298828.125;-127.90293
300000;-127.64985
302734.375;-127.39677
307617.1875;-127.600458
312500;-127.342404
