sep=;
337,2873840332;-121,7639083862;
338,0648803711;-121,7839050293;
338,8441467285;-121,8039093018;
339,6251831055;-121,8239059448;
340,4082336426;-121,8439025879;
341,1929016113;-121,8639068604;
341,9793701172;-121,8839035034;
342,7678527832;-121,9039077759;
343,5579528809;-121,9239044189;
344,3498840332;-121,9439010620;
345,1438293457;-121,9639053345;
345,9393920898;-121,9839019775;
346,7368164063;-122,0038986206;
347,5360717773;-122,0238952637;
348,3373718262;-122,0438995361;
349,1402893066;-122,0638961792;
349,9450988770;-122,0973815918;
350,7519226074;-122,1331558228;
351,5604553223;-122,1689224243;
352,3708190918;-122,2046890259;
353,1832580566;-122,2308197021;
353,9973754883;-122,2519531250;
354,8133544922;-122,2730865479;
355,6314086914;-122,2942276001;
356,4511718750;-122,3281097412;
357,2728271484;-122,3745803833;
358,0963439941;-122,4210510254;
358,9219970703;-122,4675292969;
359,7493286133;-122,5095367432;
360,5785827637;-122,5444793701;
361,4099426270;-122,5794219971;
362,2430114746;-122,6143646240;
363,0780029297;-122,6565704346;
363,9151306152;-122,7150650024;
364,7539672852;-122,7735519409;
365,5947570801;-122,8320312500;
366,4374694824;-122,8872222900;
367,2823486328;-122,9334411621;
368,1289672852;-122,9796600342;
368,9775390625;-123,0258712769;
369,8282470703;-123,0713195801;
370,6807250977;-123,1146163940;
371,5351867676;-123,1579132080;
372,3917846680;-123,2012176514;
373,2501831055;-123,2436065674;
374,1105346680;-123,2838592529;
374,9729003906;-123,3241119385;
375,8374328613;-123,3643798828;
376,7037658691;-123,4210662842;
377,5721130371;-123,5057907104;
378,4426574707;-123,5905456543;
379,3149719238;-123,6752700806;
380,1893310547;-123,7417831421;
381,0658874512;-123,7881240845;
381,9442749023;-123,8344497681;
382,8247070313;-123,8807830811;
383,7073364258;-123,9109497070;
384,5918273926;-123,9309539795;
385,4783325195;-123,9509506226;
386,3668823242;-123,9709472656;
387,2576904297;-123,9909439087;
388,1503601074;-124,0109481812;
389,0450744629;-124,0309448242;
389,9420471191;-124,0509414673;
390,8409118652;-124,0709381104;
391,7418212891;-124,0909423828;
392,6450195313;-124,1109390259;
393,5501098633;-124,1309356689;
394,4572753906;-124,1509399414;
395,3665161133;-124,1709365845;
396,2780761719;-124,1909332275;
397,1915283203;-124,2109298706;
398,1070861816;-124,2309265137;
399,0249633789;-124,2509307861;
399,9447631836;-124,2709274292;
400,8666381836;-124,2909240723;
401,7908935547;-124,3109283447;
402,7170410156;-124,3309249878;
403,6453552246;-124,3559112549;
404,5759887695;-124,4101943970;
405,5085754395;-124,4644699097;
406,4432983398;-124,5187377930;
407,3801879883;-124,6572189331;
408,3194580078;-124,8762817383;
409,2606506348;-125,0952911377;
410,2040100098;-125,3142929077;
411,1498107910;-125,5601119995;
412,0975341797;-125,8086013794;
413,0474548340;-126,0570907593;
413,9997863770;-126,3153991699;
414,9540710449;-126,5932235718;
415,9105834961;-126,8710479736;
416,8692626953;-127,1488723755;
417,8304138184;-127,4669570923;
418,7935485840;-127,7958374023;
419,7588806152;-128,1247100830;
420,7266845703;-128,4721069336;
421,6965026855;-128,8690795898;
422,6685485840;-129,2660522461;
423,6430664063;-129,6631164551;
424,6195983887;-130,0741882324;
425,5983581543;-130,0741882324;
426,5796203613;-130,0741882324;
427,5629272461;-130,0741882324;
428,5484924316;-130,0741882324;
429,5363159180;-130,0741882324;
430,5266723633;-130,0741882324;
431,5190734863;-130,0741882324;
432,5137634277;-130,0741882324;
433,5109558105;-130,0741882324;
434,5102233887;-130,0741882324;
435,5118103027;-130,0741882324;
436,5159301758;-130,0741882324;
437,5221252441;-130,0741882324;
438,5306701660;-130,0741882324;
439,5415039063;-130,0741882324;
440,5549316406;-130,0741882324;
441,5704345703;-130,2084045410;
442,5882873535;-130,2994842529;
443,6087341309;-130,2994842529;
444,6312561035;-130,2994842529;
445,6561889648;-130,2994842529;
446,6836853027;-130,2994842529;
447,7133178711;-130,2994842529;
448,7453308105;-130,2994842529;
449,7799682617;-130,2994842529;
450,8167419434;-130,2994842529;
451,8559265137;-130,2994842529;
452,8974609375;-130,2994842529;
453,9416809082;-130,2994842529;
454,9880371094;-130,2994842529;
456,0368347168;-130,2994842529;
457,0882873535;-130,2994842529;
458,1419067383;-130,2994842529;
459,1979370117;-130,2994842529;
460,2566833496;-130,5279998779;
461,3175964355;-130,8506317139;
462,3809814453;-131,1904296875;
463,4468078613;-131,5302276611;
464,5153198242;-131,8701019287;
465,5860900879;-132,1632232666;
466,6592712402;-132,3690338135;
467,7352294922;-132,3690338135;
468,8133850098;-132,3690338135;
469,8940429688;-132,3690338135;
470,9774169922;-132,3690338135;
472,0630798340;-132,3690338135;
473,1512145996;-132,3690338135;
474,2421264648;-132,3690338135;
475,3352661133;-132,3690338135;
476,4309692383;-132,3690338135;
477,5291748047;-132,3690338135;
478,6301574707;-132,3690338135;
479,7334289551;-132,3690338135;
480,8392639160;-132,3690338135;
481,9479064941;-132,3690338135;
483,0588073730;-132,3690338135;
484,1723022461;-132,3690338135;
485,2886352539;-132,3690338135;
486,4072570801;-132,2106781006;
487,5284423828;-132,2106781006;
488,6522521973;-132,2106781006;
489,7788696289;-132,2106781006;
490,9078674316;-132,2106781006;
492,0394287109;-132,2106781006;
493,1738891602;-132,2106781006;
494,3106994629;-132,2106781006;
495,4501037598;-132,2106781006;
496,5924377441;-132,2106781006;
497,7371215820;-132,2106781006;
498,8844299316;-132,2106781006;
500,0343933105;-132,2106781006;
501,1872863770;-132,2106781006;
502,3425598145;-132,2106781006;
503,5004882813;-132,2106781006;
504,6613769531;-132,2106781006;
505,8246459961;-132,2106781006;
506,9906311035;-132,3072662354;
508,1595458984;-132,3997802734;
509,3309020996;-132,4042510986;
510,5049438477;-132,4384460449;
511,6819763184;-132,4726715088;
512,8614501953;-132,5354003906;
514,0436401367;-132,5621948242;
515,2285156250;-132,5981292725;
516,4164428711;-132,6267547607;
517,6068115234;-132,6538696289;
518,7999267578;-132,6759796143;
519,9960937500;-132,6980743408;
521,1947021484;-132,7246093750;
522,3961181641;-132,7503051758;
523,6005859375;-132,7721862793;
524,8074951172;-132,8022308350;
526,0172119141;-132,8322906494;
527,2297363281;-132,8559570313;
528,4453125000;-132,9616241455;
529,6633911133;-133,0253295898;
530,8843383789;-133,0571289063;
532,1083374023;-133,0889282227;
533,3348999023;-133,1270599365;
534,5642700195;-133,1668548584;
535,7967529297;-133,2063293457;
537,0317993164;-133,2369079590;
538,2697143555;-133,2674865723;
539,5107421875;-133,3011474609;
540,7543945313;-133,3421783447;
542,0008544922;-133,3831939697;
543,2501831055;-133,4148559570;
544,5027465820;-133,4395141602;
545,7578735352;-133,4641876221;
547,0158691406;-133,4892730713;
548,2770385742;-133,5144348145;
549,5408935547;-133,5386657715;
550,8076171875;-133,5386657715;
552,0775756836;-133,5386657715;
553,3501586914;-133,5386657715;
554,6256713867;-133,5386657715;
555,9041137695;-133,5386657715;
557,1857910156;-133,5386657715;
558,4701538086;-133,5386657715;
559,7575073242;-133,5386657715;
561,0480957031;-133,5586547852;
562,3413085938;-133,5786437988;
563,6375732422;-133,5986328125;
564,9370727539;-133,6186218262;
566,2393188477;-133,6386108398;
567,5445556641;-133,6467132568;
568,8530883789;-133,7830505371;
570,1643066406;-133,8357086182;
571,4785766602;-134,0246887207;
572,7958984375;-134,0559997559;
574,1165161133;-134,1439819336;
575,4399414063;-134,1969757080;
576,7663574219;-134,3600616455;
578,0961303711;-134,4062042236;
579,4287109375;-134,5140075684;
580,7643432617;-134,6131134033;
582,1033325195;-134,6131134033;
583,4451293945;-134,6131134033;
584,7900390625;-134,6131134033;
586,1380004883;-134,6131134033;
587,4894409180;-134,6131134033;
588,8436279297;-134,6131134033;
590,2009277344;-134,6131134033;
591,5617065430;-134,6131134033;
592,9253540039;-134,7122192383;
594,2920532227;-134,8087463379;
595,6622924805;-134,9039459229;
597,0353393555;-135,0199737549;
598,4114990234;-135,2310333252;
599,7912597656;-135,4421539307;
601,1738281250;-135,8188476563;
602,5595703125;-136,2601776123;
603,9484863281;-136,7944183350;
605,3409423828;-137,5769653320;
606,7363281250;-138,3593597412;
608,1348876953;-138,4784545898;
609,5369873047;-138,5435791016;
610,9420166016;-138,6086883545;
612,3502807617;-138,6097717285;
613,7621459961;-138,7840728760;
615,1769409180;-138,9426269531;
616,5949707031;-138,9978637695;
618,0162353516;-139,2544860840;
619,4411621094;-139,3236694336;
620,8690185547;-139,4286956787;
622,3001708984;-139,5024414063;
623,7349243164;-139,5892181396;
625,1726684570;-139,5892181396;
626,6137695313;-139,5892181396;
628,0584716797;-139,5892181396;
629,5062255859;-139,5892181396;
630,9572753906;-139,5892181396;
632,4120483398;-139,5892181396;
633,8697509766;-139,5892181396;
635,3308715820;-139,5024414063;
636,7953491211;-139,3236694336;
638,2636108398;-139,2544860840;
639,7348022461;-139,1077575684;
641,2094726563;-138,9978637695;
642,6878662109;-138,9978637695;
644,1693115234;-138,9978637695;
645,6541137695;-138,9978637695;
647,1427612305;-138,9978637695;
648,6344604492;-138,9978637695;
650,1296386719;-138,9978637695;
651,6282348633;-138,9978637695;
653,1306152344;-139,1077575684;
654,6361694336;-139,3236694336;
656,1451416016;-139,4578247070;
657,6579589844;-139,5892181396;
659,1738891602;-139,8192291260;
660,6933593750;-140,0437011719;
662,2166748047;-140,0804443359;
663,7431030273;-140,4142303467;
665,2730712891;-140,5907287598;
666,8065795898;-140,6265258789;
668,3439941406;-140,6265258789;
669,8845825195;-140,6265258789;
671,4287109375;-140,6265258789;
672,9767456055;-140,8524322510;
674,5280151367;-140,8524322510;
676,0828857422;-140,8524322510;
677,6416625977;-140,8524322510;
679,2036743164;-140,8524322510;
680,7692871094;-140,8524322510;
682,3388671875;-140,8524322510;
683,9116821289;-140,8524322510;
685,4881591797;-140,8524322510;
687,0682983398;-140,8524322510;
688,6524047852;-140,8524322510;
690,2398071289;-140,8524322510;
691,8308105469;-140,8524322510;
693,4259643555;-140,8524322510;
695,0243530273;-140,8524322510;
696,6264038086;-140,8524322510;
698,2325439453;-140,8610687256;
699,8420410156;-140,9039611816;
701,4552001953;-140,9039611816;
703,0721435547;-140,9039611816;
704,6931762695;-140,9039611816;
706,3175048828;-140,8610687256;
707,9456176758;-140,8524322510;
709,5778808594;-140,6113433838;
711,2135009766;-140,5975799561;
712,8529052734;-140,4549560547;
714,4964599609;-140,2501831055;
716,1434326172;-140,1130523682;
717,7941894531;-140,0716705322;
719,4491577148;-139,9825286865;
721,1075439453;-139,9763031006;
722,7697753906;-139,9717254639;
724,4357910156;-139,9580383301;
726,1060791016;-139,9580383301;
727,7797851563;-139,9580383301;
729,4573974609;-139,9580383301;
731,1392211914;-139,9580383301;
732,8245239258;-139,9580383301;
734,5137329102;-139,9717254639;
736,2072753906;-139,9717254639;
737,9042968750;-139,9717254639;
739,6052246094;-139,9717254639;
741,3100585938;-139,9717254639;
743,0192260742;-139,9717254639;
744,7319335938;-139,9580383301;
746,4486083984;-139,7941589355;
748,1696166992;-139,7941589355;
749,8942260742;-139,7941589355;
751,6227416992;-139,7941589355;
753,3557128906;-139,7941589355;
755,0922851563;-139,7941589355;
756,8328247070;-139,7941589355;
758,5777587891;-139,7941589355;
760,3263549805;-139,7941589355;
762,0789794922;-139,7941589355;
763,8356323242;-139,7941589355;
765,5967407227;-139,7941589355;
767,3614501953;-139,8597259521;
769,1303100586;-140,3083648682;
770,9036254883;-140,6465606689;
772,6806030273;-140,7133483887;
774,4616699219;-140,9548950195;
776,2473144531;-141,1035461426;
778,0366210938;-141,3423309326;
779,8300170898;-141,5477600098;
781,6276245117;-141,6233673096;
783,4297485352;-141,6741790771;
785,2355957031;-141,6761322021;
787,0455932617;-141,6878356934;
788,8602294922;-141,6878356934;
790,6786499023;-141,6878356934;
792,5012207031;-141,6761322021;
794,3284301758;-141,6741790771;
796,1593627930;-141,6741790771;
797,9945678711;-141,6741790771;
799,8344726563;-141,6741790771;
801,6781616211;-141,6741790771;
803,5260620117;-141,6741790771;
805,3782348633;-141,6741790771;
807,2351684570;-141,6741790771;
809,0958862305;-141,6741790771;
810,9609375000;-141,6741790771;
812,8306884766;-141,6741790771;
814,7042846680;-141,6741790771;
816,5822753906;-141,6741790771;
818,4649658203;-141,6741790771;
820,3516235352;-141,6741790771;
822,2425537109;-141,6741790771;
824,1378784180;-141,2048034668;
826,0380249023;-140,7058563232;
827,9421386719;-140,7058563232;
829,8505859375;-140,7058563232;
831,7639160156;-140,7058563232;
833,6812133789;-140,7058563232;
835,6029052734;-140,7058563232;
837,5294799805;-140,7058563232;
839,4600219727;-140,7058563232;
841,3950195313;-140,7058563232;
843,3349609375;-140,7058563232;
845,2789306641;-140,7058563232;
847,2273559570;-140,7058563232;
849,1802978516;-140,7058563232;
851,1381835938;-140,7058563232;
853,1000976563;-140,7058563232;
855,0665893555;-140,7058563232;
857,0380249023;-140,7058563232;
859,0135498047;-140,7058563232;
860,9936523438;-140,8961334229;
862,9787597656;-140,9634857178;
864,9680175781;-141,0104827881;
866,9617919922;-141,1127624512;
868,9602050781;-141,2718200684;
870,9636840820;-141,2765960693;
872,9713134766;-141,2765960693;
874,9835815430;-141,2765960693;
877,0009765625;-141,2765960693;
879,0225219727;-141,2765960693;
881,0487670898;-141,2765960693;
883,0800781250;-141,2765960693;
885,1156616211;-141,3512725830;
887,1559448242;-141,4580535889;
889,2008666992;-141,4621429443;
891,2510375977;-141,4962615967;
893,3054199219;-141,5344696045;
895,3645629883;-141,5978546143;
897,4289550781;-141,6283264160;
899,4975585938;-141,6283264160;
901,5709838867;-141,6283264160;
903,6496582031;-141,6283264160;
905,7326660156;-141,6283264160;
907,8204345703;-141,6283264160;
909,9135131836;-141,6283264160;
912,0109252930;-141,7215270996;
914,1131591797;-141,8309020996;
916,2202758789;-141,8343353271;
918,3327026367;-141,8355102539;
920,4495239258;-141,8355102539;
922,5712280273;-141,8355102539;
924,6983642578;-141,8355102539;
926,8298339844;-141,8343353271;
928,9662475586;-141,8309020996;
931,1080932617;-141,7215270996;
933,2543334961;-141,5978546143;
935,4055786133;-141,5978546143;
937,5617675781;-141,5978546143;
939,7233886719;-141,5978546143;
941,8895263672;-141,7215270996;
944,0606689453;-141,8309020996;
946,2373046875;-141,8437347412;
948,4184570313;-141,8469238281;
950,6046142578;-141,8625488281;
952,7963867188;-141,8702239990;
954,9926147461;-141,8879394531;
957,1939697266;-142,0385742188;
959,4008789063;-142,0774841309;
961,6123657227;-142,1143493652;
963,8289794922;-142,2279663086;
966,0506591797;-142,2908477783;
968,2780151367;-142,2957763672;
970,5099487305;-142,4794921875;
972,7470092773;-142,5919036865;
974,9898071289;-142,5978851318;
977,2372436523;-142,5978851318;
979,4898681641;-142,5978851318;
981,7481689453;-142,5978851318;
984,0111694336;-142,5978851318;
986,2794189453;-142,5978851318;
988,5528564453;-142,4794921875;
990,8320922852;-142,4266815186;
993,1160278320;-142,2957763672;
995,4052124023;-142,2957763672;
997,7002563477;-142,2957763672;
1000,0000000000;-142,2957763672;
1002,3050537109;-142,2957763672;
1004,6160278320;-142,2957763672;
1006,9317016602;-142,2957763672;
1009,2527465820;-142,2957763672;
1011,5797119141;-142,2957763672;
1013,9114990234;-142,2957763672;
1016,2485961914;-142,2957763672;
1018,5911254883;-142,2957763672;
1020,9396362305;-142,2957763672;
1023,2929687500;-142,2957763672;
1025,6517333984;-142,2957763672;
1028,0164794922;-142,2957763672;
1030,3861083984;-142,4266815186;
1032,7612304688;-142,4794921875;
1035,1424560547;-142,6093902588;
1037,5284423828;-142,6093902588;
1039,9200439453;-142,6093902588;
1042,3171386719;-142,6093902588;
1044,7203369141;-142,6093902588;
1047,1285400391;-142,6093902588;
1049,5422363281;-142,4266815186;
1051,9620361328;-142,4090728760;
1054,3868408203;-141,9767608643;
1056,8173828125;-141,9132232666;
1059,2539062500;-141,6582183838;
1061,6955566406;-141,5299377441;
1064,1429443359;-141,5299377441;
1066,5964355469;-141,5299377441;
1069,0549316406;-141,7181091309;
1071,5192871094;-141,9132232666;
1073,9891357422;-141,9767608643;
1076,4653320313;-142,0734252930;
1078,9466552734;-142,4090728760;
1081,4337158203;-142,5985565186;
1083,9271240234;-142,6093902588;
1086,4256591797;-142,9972991943;
1088,9299316406;-143,1541137695;
1091,4405517578;-143,3259887695;
1093,9564208984;-143,5796661377;
1096,4781494141;-143,6644134521;
1099,0056152344;-143,9221496582;
1101,5394287109;-144,2024688721;
1104,0786132813;-144,2024688721;
1106,6235351563;-144,2024688721;
1109,1750488281;-144,2024688721;
1111,7316894531;-144,1367645264;
1114,2943115234;-143,8043670654;
1116,8635253906;-143,6644134521;
1119,4379882813;-143,3259887695;
1122,0183105469;-143,1872253418;
1124,6052246094;-142,9972991943;
1127,1976318359;-142,6952972412;
1129,7958984375;-142,5985565186;
1132,4001464844;-142,4090728760;
1135,0109863281;-142,2445526123;
1137,6273193359;-142,0734252930;
1140,2496337891;-142,0734252930;
1142,8785400391;-142,0734252930;
1145,5129394531;-142,0734252930;
1148,1534423828;-142,2312622070;
1150,8006591797;-142,2445526123;
1153,4533691406;-142,5985565186;
1156,1121826172;-142,6952972412;
1158,7770996094;-143,1031494141;
1161,4487304688;-143,1872253418;
1164,1259765625;-143,3259887695;
1166,8093261719;-143,6910247803;
1169,4996337891;-143,6910247803;
1172,1954345703;-143,6910247803;
1174,8973388672;-143,6910247803;
1177,6062011719;-143,6910247803;
1180,3206787109;-143,6910247803;
1183,0413818359;-143,6910247803;
1185,7684326172;-143,6910247803;
1188,5023193359;-143,6910247803;
1191,2419433594;-143,6910247803;
1193,9877929688;-143,5510711670;
1196,7407226563;-143,3051910400;
1199,4992675781;-143,1872253418;
1202,2642822266;-143,1031494141;
1205,0361328125;-143,1031494141;
1207,8138427734;-143,1031494141;
1210,5980224609;-143,3051910400;
1213,3891601563;-143,3294219971;
1216,1861572266;-143,5510711670;
1218,9895019531;-143,6910247803;
1221,7993164063;-143,8415679932;
1224,6163330078;-143,9944458008;
1227,4392089844;-144,1931915283;
1230,2685546875;-144,2738952637;
1233,1051025391;-144,6388092041;
1235,9475097656;-144,8546752930;
1238,7963867188;-144,8769226074;
1241,6525878906;-145,2593536377;
1244,5146484375;-145,3374328613;
1247,3834228516;-145,3374328613;
1250,2586669922;-145,3374328613;
1253,1413574219;-145,3374328613;
1256,0299072266;-145,3374328613;
1258,9251708984;-145,3374328613;
1261,8277587891;-145,3374328613;
1264,7363281250;-145,3374328613;
1267,6516113281;-145,3374328613;
1270,5743408203;-145,3374328613;
1273,5031738281;-145,3374328613;
1276,4385986328;-145,3374328613;
1279,3815917969;-145,2593536377;
1282,3306884766;-145,1932983398;
1285,2866210938;-145,1932983398;
1288,2492675781;-145,1932983398;
1291,2194824219;-145,1932983398;
1294,1958007813;-145,1932983398;
1297,1790771484;-145,1932983398;
1300,1697998047;-145,1932983398;
1303,1667480469;-145,1932983398;
1306,1706542969;-145,1932983398;
1309,1822509766;-145,1932983398;
1312,1999511719;-145,1981658936;
1315,2247314453;-145,1981658936;
1318,2563476563;-145,1981658936;
1321,2957763672;-145,1932983398;
1324,3414306641;-145,0509796143;
1327,3941650391;-145,0109100342;
1330,4545898438;-144,8665466309;
1333,5214843750;-144,7241363525;
1336,5953369141;-144,6460571289;
1339,6770019531;-144,5487823486;
1342,7650146484;-144,4796752930;
1345,8602294922;-144,4735412598;
1348,9632568359;-144,0553741455;
1352,0727539063;-143,8243408203;
1355,1893310547;-143,7739257813;
1358,3131103516;-143,2438659668;
1361,4448242188;-143,0764160156;
1364,5831298828;-142,8821563721;
1367,7285156250;-142,6830291748;
1370,8820800781;-142,6824798584;
1374,0419921875;-142,6824798584;
1377,2092285156;-142,6824798584;
1380,3846435547;-142,6824798584;
1383,5665283203;-142,6824798584;
1386,7557373047;-142,6824798584;
1389,9522705078;-142,6824798584;
1393,1569824219;-142,6824798584;
1396,3682861328;-142,6824798584;
1399,5870361328;-142,8821563721;
1402,8139648438;-143,2438659668;
1406,0474853516;-143,2438659668;
1409,2885742188;-143,2438659668;
1412,5378417969;-142,9682006836;
1415,7938232422;-142,6824798584;
1419,0573730469;-142,6824798584;
1422,3292236328;-142,6824798584;
1425,6077880859;-142,6824798584;
1428,8939208984;-142,6824798584;
1432,1876220703;-142,6824798584;
1435,4896240234;-142,6824798584;
1438,7985839844;-142,9682006836;
1442,1151123047;-143,0864715576;
1445,4400634766;-143,8342285156;
1448,7718505859;-144,0623931885;
1452,1114501953;-144,2033538818;
1455,4594726563;-144,8427429199;
1458,8143310547;-144,9013977051;
1462,1770019531;-144,9458160400;
1465,5474853516;-145,1395263672;
1468,9265136719;-145,1600036621;
1472,3125000000;-145,1600036621;
1475,7061767578;-145,1600036621;
1479,1086425781;-145,1600036621;
1482,5180664063;-145,1600036621;
1485,9354248047;-145,1600036621;
1489,3614501953;-145,1600036621;
1492,7945556641;-145,1395263672;
1496,2354736328;-144,9458160400;
1499,6853027344;-144,9013977051;
1503,1420898438;-144,8720855713;
1506,6069335938;-144,8720855713;
1510,0798339844;-144,8720855713;
1513,5615234375;-144,8720855713;
1517,0502929688;-144,8720855713;
1520,5472412109;-144,9458160400;
1524,0531005859;-145,1333007813;
1527,5661621094;-145,1333007813;
1531,0872802734;-145,1333007813;
1534,6173095703;-145,1333007813;
1538,1547851563;-145,1333007813;
1541,7003173828;-145,1333007813;
1545,2540283203;-144,9752960205;
1548,8167724609;-144,9752960205;
1552,3869628906;-144,9752960205;
1555,9653320313;-144,9752960205;
1559,5527343750;-144,9752960205;
1563,1477050781;-144,9752960205;
1566,7508544922;-144,9752960205;
1570,3631591797;-144,9752960205;
1573,9829101563;-144,9752960205;
1577,6110839844;-145,1333007813;
1581,2475585938;-145,2108612061;
1584,8933105469;-145,2108612061;
1588,5466308594;-145,2108612061;
1592,2083740234;-145,2990417480;
1595,8793945313;-145,7010192871;
1599,5579833984;-145,7141113281;
1603,2451171875;-145,8919067383;
1606,9415283203;-146,0595397949;
1610,6457519531;-146,0901336670;
1614,3583984375;-146,1779022217;
1618,0804443359;-146,2416076660;
1621,8101806641;-146,3475036621;
