sep=;
Type;FSWP-50;
Version;3.00SP1;
Date;13.Sep 2023;
VSupply;OFF;
Mode;Voltage;
6918,3081054688;-153,0248107910;
6934,2592773438;-153,0248107910;
6950,2431640625;-153,0248107910;
6966,2641601563;-153,0248107910;
6982,3256835938;-153,0396728516;
6998,4204101563;-153,1308135986;
7014,5522460938;-153,2209777832;
7030,7211914063;-153,2534027100;
7046,9316406250;-153,2209777832;
7063,1752929688;-153,2190856934;
7079,4560546875;-153,1308135986;
7095,7788085938;-153,0396728516;
7112,1352539063;-153,0396728516;
7128,5292968750;-153,0396728516;
7144,9648437500;-153,1308135986;
7161,4345703125;-153,1528320313;
7177,9418945313;-153,2190856934;
7194,4916992188;-153,2209777832;
7211,0756835938;-153,2190856934;
7227,6972656250;-153,1528320313;
7244,3579101563;-153,1308135986;
7261,0605468750;-153,1308135986;
7277,7978515625;-153,1308135986;
7294,5737304688;-153,1308135986;
7311,3920898438;-153,1308135986;
7328,2456054688;-153,1308135986;
7345,1376953125;-153,1308135986;
7362,0727539063;-153,1528320313;
7379,0429687500;-153,1528320313;
7396,0522460938;-153,1528320313;
7413,1005859375;-153,1528320313;
7430,1923828125;-153,1646575928;
7447,3193359375;-153,2190856934;
7464,4858398438;-153,2209777832;
7481,6962890625;-153,4168395996;
7498,9418945313;-153,4837951660;
7516,2275390625;-153,5642089844;
7533,5571289063;-153,8418884277;
7550,9228515625;-153,8848419189;
7568,3281250000;-153,9544067383;
7585,7778320313;-154,0367126465;
7603,2636718750;-154,3142547607;
7620,7895507813;-154,4286499023;
7638,3559570313;-154,5980529785;
7655,9672851563;-154,6548156738;
7673,6147460938;-154,9660644531;
7691,3027343750;-154,9946899414;
7709,0361328125;-155,0649566650;
7726,8061523438;-155,2044830322;
7744,6166992188;-155,2044830322;
7762,4731445313;-155,0649566650;
7780,3662109375;-154,9946899414;
7798,3002929688;-154,9946899414;
7816,2758789063;-154,9946899414;
7834,2973632813;-154,9946899414;
7852,3559570313;-154,9946899414;
7870,4560546875;-154,9946899414;
7888,6025390625;-154,9660644531;
7906,7861328125;-154,6548156738;
7925,0122070313;-154,5980529785;
7943,2841796875;-154,5980529785;
7961,5937500000;-154,3875579834;
7979,9458007813;-154,3875579834;
7998,3447265625;-154,3875579834;
8016,7812500000;-154,3875579834;
8035,2607421875;-154,3875579834;
8053,7827148438;-154,6548156738;
8072,3515625000;-154,9371185303;
8090,9589843750;-154,9660644531;
8109,6088867188;-154,9660644531;
8128,3066406250;-154,9371185303;
8147,0429687500;-154,3875579834;
8165,8227539063;-154,0991058350;
8184,6499023438;-154,0991058350;
8203,5156250000;-154,0991058350;
8222,4257812500;-154,0991058350;
8241,3789062500;-154,0991058350;
8260,3808593750;-154,0991058350;
8279,4208984375;-154,0991058350;
8298,5058593750;-154,0991058350;
8317,6396484375;-154,0881500244;
8336,8115234375;-154,0814819336;
8356,0292968750;-154,0564727783;
8375,2949218750;-153,8000946045;
8394,6005859375;-153,8000946045;
8413,9501953125;-153,8000946045;
8433,3496093750;-154,0814819336;
8452,7890625000;-154,0881500244;
8472,2734375000;-154,0991058350;
8491,8027343750;-154,3875579834;
8511,3818359375;-154,4242401123;
8531,0009765625;-154,4493103027;
8550,6660156250;-154,4998474121;
8570,3798828125;-154,6500244141;
8590,1357421875;-154,9371185303;
8609,9365234375;-154,9371185303;
8629,7880859375;-154,9371185303;
8649,6796875000;-155,0185241699;
8669,6181640625;-155,1738281250;
8689,6025390625;-155,2505187988;
8709,6367187500;-155,2505187988;
8729,7128906250;-155,2505187988;
8749,8359375000;-155,1738281250;
8770,0097656250;-155,0185241699;
8790,2255859375;-155,0185241699;
8810,4873046875;-155,2505187988;
8830,8007812500;-155,2505187988;
8851,1562500000;-155,2505187988;
8871,5595703125;-155,2505187988;
8892,0087890625;-155,2505187988;
8912,5107421875;-155,2505187988;
8933,0546875000;-155,2505187988;
8953,6455078125;-155,2505187988;
8974,2890625000;-155,2505187988;
8994,9755859375;-155,2803955078;
9015,7099609375;-155,3882293701;
9036,4970703125;-155,4123077393;
9057,3261718750;-155,5045928955;
9078,2041015625;-155,5933380127;
9099,1347656250;-155,9471130371;
9120,1093750000;-156,0425567627;
9141,1318359375;-156,0425567627;
9162,2031250000;-156,1667480469;
9183,3271484375;-156,8931579590;
9204,4951171875;-156,9466705322;
9225,7128906250;-156,9466705322;
9246,9833984375;-156,8931579590;
9268,2988281250;-156,3597106934;
9289,6621093750;-156,1667480469;
9311,0810546875;-156,1667480469;
9332,5439453125;-156,1667480469;
9354,0556640625;-156,1667480469;
9375,6171875000;-156,1667480469;
9397,2343750000;-156,1667480469;
9418,8955078125;-156,1667480469;
9440,6064453125;-156,3597106934;
9462,3730468750;-156,8931579590;
9484,1845703125;-156,8931579590;
9506,0458984375;-156,8931579590;
9527,9638671875;-156,3597106934;
9549,9267578125;-156,3597106934;
9571,9394531250;-156,3597106934;
9594,0087890625;-156,3597106934;
9616,1240234375;-156,3597106934;
9638,2890625000;-156,3597106934;
9660,5068359375;-156,3597106934;
9682,7802734375;-155,9451293945;
9705,0996093750;-155,7268981934;
9727,4707031250;-155,6686248779;
9749,8984375000;-155,6686248779;
9772,3720703125;-155,6686248779;
9794,8984375000;-155,6686248779;
9817,4814453125;-155,6686248779;
9840,1113281250;-155,6686248779;
9862,7939453125;-155,6686248779;
9885,5283203125;-155,6686248779;
9908,3203125000;-155,6686248779;
9931,1601562500;-155,6686248779;
9954,0517578125;-155,6686248779;
9977,0019531250;-155,6686248779;
10000,0000000000;-155,6686248779;
10023,0507812500;-155,6686248779;
10046,1542968750;-155,7268981934;
10069,3115234375;-155,7268981934;
10092,5332031250;-155,7268981934;
10115,7968750000;-155,7268981934;
10139,1152343750;-155,7268981934;
10162,4863281250;-155,7268981934;
10185,9111328125;-155,7268981934;
10209,3906250000;-155,6686553955;
10232,9355468750;-155,5737609863;
10256,5234375000;-155,2275085449;
10280,1650390625;-155,2275085449;
10303,8613281250;-155,5737609863;
10327,6123046875;-155,6553497314;
10351,4189453125;-155,6686553955;
10375,2792968750;-156,0750885010;
10399,2060546875;-156,2606506348;
10423,1777343750;-156,2787780762;
10447,2031250000;-156,2787780762;
10471,2851562500;-156,3629302979;
10495,4218750000;-156,4174041748;
10519,6152343750;-156,4349365234;
10543,8632812500;-156,4454803467;
10568,1787109375;-156,5961914063;
10592,5400390625;-156,5961914063;
10616,9560546875;-156,5961914063;
10641,4287109375;-156,5961914063;
10665,9580078125;-156,5961914063;
10690,5439453125;-156,5961914063;
10715,1982421875;-156,5961914063;
10739,8974609375;-156,5961914063;
10764,6533203125;-156,5961914063;
10789,4667968750;-156,4990234375;
10814,3378906250;-156,4990234375;
10839,2656250000;-156,4990234375;
10864,2509765625;-156,4990234375;
10889,3056640625;-156,5961914063;
10914,4062500000;-156,6041412354;
10939,5644531250;-156,6043243408;
10964,7812500000;-156,6816406250;
10990,0556640625;-156,6816406250;
11015,3886718750;-156,6816406250;
11040,7919921875;-156,6816406250;
11066,2412109375;-156,6816406250;
11091,7500000000;-156,7349548340;
11117,3173828125;-156,7486724854;
11142,9433593750;-156,7987518311;
11168,6289062500;-156,9989776611;
11194,3730468750;-157,3425750732;
11220,1894531250;-157,3584899902;
11246,0527343750;-157,4059906006;
11271,9755859375;-157,5504608154;
11297,9580078125;-157,7876434326;
11324,0009765625;-157,8906555176;
11350,1035156250;-157,9619598389;
11376,2792968750;-157,9619598389;
11402,5019531250;-157,9619598389;
11428,7861328125;-157,8906555176;
11455,1298828125;-157,7876434326;
11481,5351562500;-157,5504608154;
11508,0000000000;-157,4317626953;
11534,5273437500;-157,4317626953;
11561,1279296875;-157,4317626953;
11587,7773437500;-157,4317626953;
11614,4873046875;-157,4317626953;
11641,2597656250;-157,5504608154;
11668,0937500000;-157,7876434326;
11694,9892578125;-157,8732604980;
11721,9472656250;-157,8906555176;
11748,9804687500;-157,9619598389;
11776,0625000000;-158,2380065918;
11803,2070312500;-158,2380065918;
11830,4140625000;-158,2380065918;
11857,6845703125;-158,2380065918;
11885,0166015625;-158,2380065918;
11912,4257812500;-158,2380065918;
11939,8847656250;-158,3530120850;
11967,4072265625;-158,3996734619;
11994,9931640625;-158,5604705811;
12022,6425781250;-158,8836822510;
12050,3554687500;-158,9261169434;
12078,1318359375;-158,8836822510;
12105,9863281250;-158,5604705811;
12133,8916015625;-158,4480285645;
12161,8613281250;-158,3996734619;
12189,8955078125;-158,3530120850;
12217,9931640625;-158,2380065918;
12246,1572265625;-158,1617736816;
12274,3984375000;-158,0823211670;
12302,6923828125;-158,0765380859;
12331,0507812500;-158,0765380859;
12359,4746093750;-158,0765380859;
12387,9638671875;-158,0823211670;
12416,5195312500;-158,1617736816;
12445,1396484375;-158,2380065918;
12473,8408203125;-158,3908538818;
12502,5937500000;-158,3908538818;
12531,4130859375;-158,2380065918;
12560,2988281250;-158,1617736816;
12589,2509765625;-158,0823211670;
12618,2705078125;-158,0765380859;
12647,3701171875;-158,0691528320;
12676,5234375000;-158,0559234619;
12705,7441406250;-157,9324645996;
12735,0312500000;-157,9324645996;
12764,3867187500;-157,9324645996;
12793,8095703125;-157,9404296875;
12823,2998046875;-157,9404296875;
12852,8730468750;-158,0285797119;
12882,4990234375;-158,0559234619;
12912,1943359375;-158,0649566650;
12941,9580078125;-158,0649566650;
12971,7900390625;-158,0649566650;
13001,6914062500;-158,0649566650;
13031,6611328125;-158,0649566650;
13061,7138671875;-158,0649566650;
13091,8222656250;-158,0649566650;
13122,0000000000;-158,0649566650;
13152,2470703125;-158,0649566650;
13182,5634765625;-158,0649566650;
13212,9501953125;-158,0559234619;
13243,4218750000;-158,0559234619;
13273,9492187500;-158,0649566650;
13304,5468750000;-158,0691528320;
13335,2138671875;-158,2403411865;
13365,9531250000;-158,2430267334;
13396,7626953125;-158,2610626221;
13427,6425781250;-158,2430267334;
13458,6093750000;-158,2403411865;
13489,6328125000;-158,1582489014;
13520,7265625000;-158,1582489014;
13551,8935546875;-158,2403411865;
13583,1308593750;-158,2430267334;
13614,4414062500;-158,2610626221;
13645,8388671875;-158,2727661133;
13677,2929687500;-158,5018615723;
13708,8203125000;-158,6025543213;
13740,4199218750;-158,6334228516;
13772,0927734375;-158,6334228516;
13803,8388671875;-158,6334228516;
13835,6572265625;-158,6334228516;
13867,5644531250;-158,6334228516;
13899,5302734375;-158,6334228516;
13931,5693359375;-158,6334228516;
13963,6826171875;-158,6025543213;
13995,8701171875;-158,6025543213;
14028,1318359375;-158,5815582275;
14060,4677734375;-158,5018615723;
14092,8935546875;-158,3941955566;
14125,3789062500;-158,3337707520;
14157,9384765625;-158,2727661133;
14190,5732421875;-158,2610626221;
14223,2841796875;-158,2403411865;
14256,0693359375;-158,2403411865;
14288,9462890625;-158,2403411865;
14321,8837890625;-158,2403411865;
14354,8964843750;-158,2251892090;
14387,9853515625;-158,1582489014;
14421,1503906250;-158,1582489014;
14454,3925781250;-158,1582489014;
14487,7109375000;-158,1582489014;
14521,1220703125;-158,1582489014;
14554,5947265625;-158,2251892090;
14588,1435546875;-158,3337707520;
14621,7705078125;-158,3941955566;
14655,4746093750;-158,3941955566;
14689,2568359375;-158,3941955566;
14723,1328125000;-158,3337707520;
14757,0703125000;-158,2251892090;
14791,0869140625;-158,1978607178;
14825,1806640625;-157,9107360840;
14859,3544921875;-157,8576660156;
14893,6054687500;-157,5146942139;
14927,9365234375;-157,4533843994;
14962,3632812500;-157,4533843994;
14996,8525390625;-157,5146942139;
15031,4208984375;-157,7796630859;
15066,0693359375;-157,8576660156;
15100,7978515625;-157,8576660156;
15135,6064453125;-157,8576660156;
15170,5117187500;-157,8576660156;
15205,4804687500;-157,8576660156;
15240,5302734375;-157,9107360840;
15275,6611328125;-158,1978607178;
15310,8730468750;-158,5648956299;
15346,1650390625;-158,7479705811;
15381,5390625000;-158,7779998779;
15417,0117187500;-158,7979125977;
15452,5488281250;-158,9034576416;
15488,1679687500;-158,9034576416;
15523,8691406250;-158,9034576416;
15559,6533203125;-158,9034576416;
15595,5195312500;-158,9034576416;
15631,4677734375;-158,9034576416;
15667,5166015625;-158,9034576416;
15703,6318359375;-158,9034576416;
15739,8300781250;-159,0705718994;
15776,1113281250;-159,1668548584;
15812,4765625000;-159,1668548584;
15848,9248046875;-159,1668548584;
15885,4755859375;-159,1668548584;
15922,0927734375;-159,1668548584;
15958,7939453125;-159,4143218994;
15995,5800781250;-159,9391784668;
16032,4511718750;-160,1655273438;
16069,4072265625;-160,2283630371;
16106,4482421875;-160,5940704346;
16143,5927734375;-160,5940704346;
16180,8046875000;-160,5940704346;
16218,1025390625;-160,5940704346;
16255,4863281250;-160,5940704346;
16292,9560546875;-160,5940704346;
16330,5126953125;-160,4766845703;
16368,1738281250;-160,2283630371;
16405,9042968750;-160,1655273438;
16443,7207031250;-159,9391784668;
16481,6250000000;-159,9326477051;
16519,6152343750;-159,4143218994;
16557,6953125000;-159,4143218994;
16595,8613281250;-159,4143218994;
16634,1347656250;-159,3249511719;
16672,4765625000;-159,1668548584;
16710,9082031250;-159,1668548584;
16749,4277343750;-159,1668548584;
16788,0371093750;-159,3249511719;
16826,7343750000;-159,4444274902;
16865,5390625000;-159,5013275146;
16904,4160156250;-159,5401611328;
16943,3808593750;-159,5401611328;
16982,4375000000;-159,5401611328;
17021,5820312500;-159,5401611328;
17060,8183593750;-159,5401611328;
17100,1445312500;-159,5013275146;
17139,5820312500;-159,4444274902;
17179,0898437500;-159,3249511719;
17218,6875000000;-159,1807403564;
17258,3789062500;-158,8400878906;
17298,1601562500;-158,7649688721;
17338,0332031250;-158,7335510254;
17378,0000000000;-158,6815032959;
17418,0761718750;-158,6531829834;
17458,2265625000;-158,6192169189;
17498,4687500000;-158,6192169189;
17538,8027343750;-158,6192169189;
17579,2324218750;-158,6192169189;
17619,7519531250;-158,6192169189;
17660,3867187500;-158,6192169189;
17701,0957031250;-158,6192169189;
17741,8984375000;-158,6110839844;
17782,7949218750;-158,6110839844;
17823,7851562500;-158,6110839844;
17864,8691406250;-158,6110839844;
17906,0488281250;-158,6192169189;
17947,3437500000;-158,6192169189;
17988,7148437500;-158,6110839844;
18030,1796875000;-158,5401000977;
18071,7402343750;-158,5369110107;
18113,3964843750;-158,5181732178;
18155,1484375000;-158,4080047607;
18197,0175781250;-158,4080047607;
18238,9628906250;-158,4080047607;
18281,0058593750;-158,4080047607;
18323,1445312500;-158,4080047607;
18365,3808593750;-158,4080047607;
18407,7148437500;-158,4080047607;
18450,1445312500;-158,4080047607;
18492,6953125000;-158,4080047607;
18535,3222656250;-158,4080047607;
18578,0468750000;-158,4080047607;
18620,8710937500;-158,4120178223;
18663,7929687500;-158,5181732178;
18706,8144531250;-158,6492614746;
18749,9355468750;-158,6492614746;
18793,1757812500;-158,6492614746;
18836,4941406250;-158,6492614746;
18879,9140625000;-158,6492614746;
18923,4335937500;-158,6492614746;
18967,0546875000;-158,4591369629;
19010,7734375000;-158,4120178223;
19054,6171875000;-158,1818389893;
19098,5390625000;-158,0618591309;
19142,5625000000;-158,0618591309;
19186,6875000000;-158,0618591309;
19230,9140625000;-158,0618591309;
19275,2421875000;-158,0618591309;
19319,6738281250;-158,1818389893;
19364,2285156250;-158,4120178223;
19408,8632812500;-158,2510833740;
19453,6015625000;-158,1818389893;
19498,4433593750;-158,1818389893;
19543,3886718750;-158,1818389893;
19588,4375000000;-158,1818389893;
19633,6132812500;-158,1818389893;
19678,8691406250;-158,2510833740;
19724,2304687500;-158,2510833740;
19769,6972656250;-157,9569549561;
19815,2675781250;-157,8940124512;
19860,9433593750;-157,4692382813;
19906,7226562500;-157,4692382813;
19952,6328125000;-157,4692382813;
19998,6250000000;-157,4692382813;
20044,7226562500;-157,4692382813;
20090,9277343750;-157,4692382813;
20137,2382812500;-157,4692382813;
20183,6562500000;-157,4692382813;
20230,2031250000;-157,4692382813;
20276,8339843750;-157,4692382813;
20323,5742187500;-157,3153686523;
20370,4218750000;-157,1935272217;
20417,3769531250;-157,1935272217;
20464,4394531250;-157,1935272217;
20511,6113281250;-157,3153686523;
20558,9160156250;-157,8940124512;
20606,3046875000;-157,9140777588;
20653,8046875000;-157,9569549561;
20701,4121093750;-158,2281494141;
20749,1308593750;-158,2510833740;
20796,9589843750;-158,2679290771;
20844,8984375000;-158,5620117188;
20892,9687500000;-158,5671844482;
20941,1289062500;-158,6185913086;
20989,4003906250;-158,8552856445;
21037,7812500000;-159,3838653564;
21086,2753906250;-160,0514678955;
21134,8808593750;-160,3725280762;
21183,6210937500;-161,0141601563;
21232,4511718750;-161,0141601563;
21281,3945312500;-161,0141601563;
21330,4492187500;-161,0141601563;
21379,6171875000;-161,0141601563;
21428,8984375000;-161,0141601563;
21478,2929687500;-161,0141601563;
21527,8261718750;-161,0141601563;
21577,4492187500;-161,0141601563;
21627,1875000000;-160,3725280762;
21677,0390625000;-160,1570587158;
21727,0058593750;-160,0514678955;
21777,0878906250;-160,0495910645;
21827,3105468750;-159,3838653564;
21877,6230468750;-159,2761688232;
21928,0527343750;-159,0809783936;
21978,5996093750;-159,2761688232;
22029,2617187500;-159,2761688232;
22080,0410156250;-159,2761688232;
22130,9355468750;-159,2761688232;
22181,9746093750;-159,2946319580;
22233,1054687500;-159,4456024170;
22284,3535156250;-159,3824310303;
22335,7207031250;-159,2946319580;
22387,2070312500;-159,2761688232;
22438,8105468750;-159,0809783936;
22490,5585937500;-159,0809783936;
22542,4003906250;-159,0809783936;
22594,3632812500;-159,0809783936;
22646,4433593750;-159,0809783936;
22698,6464843750;-159,0809783936;
22750,9667968750;-159,0809783936;
22803,4101562500;-159,0809783936;
22855,9980468750;-159,0809783936;
22908,6835937500;-159,0809783936;
22961,4902343750;-159,0809783936;
23014,4179687500;-159,0809783936;
23067,4667968750;-159,2761688232;
23120,6386718750;-159,2946319580;
23173,9335937500;-159,3824310303;
23227,3769531250;-159,4456024170;
23280,9179687500;-159,4456024170;
23334,5820312500;-159,3824310303;
23388,3710937500;-159,3824310303;
23442,2812500000;-159,3824310303;
23496,3183593750;-159,3824310303;
23550,5039062500;-159,3824310303;
23604,7910156250;-159,3824310303;
23659,2011718750;-159,3824310303;
23713,7363281250;-159,4456024170;
23768,3984375000;-159,5207366943;
23823,1875000000;-159,8153991699;
23878,1015625000;-159,8861846924;
23933,1679687500;-160,0396423340;
23988,3359375000;-160,0396423340;
24043,6308593750;-160,0396423340;
24099,0527343750;-160,0396423340;
24154,6035156250;-160,0396423340;
24210,2812500000;-160,0396423340;
24266,1132812500;-160,0396423340;
24322,0488281250;-160,0396423340;
24378,1132812500;-160,0790863037;
24434,3066406250;-159,8861846924;
24490,6289062500;-159,8861846924;
24547,0820312500;-159,8861846924;
24603,6640625000;-159,8861846924;
24660,4042968750;-159,8861846924;
24717,2480468750;-159,6082916260;
24774,2226562500;-159,5207366943;
24831,3300781250;-159,4870147705;
24888,5683593750;-159,4870147705;
24945,9375000000;-159,4870147705;
25003,4394531250;-159,4870147705;
25061,1015625000;-159,4870147705;
25118,8691406250;-159,3277130127;
25176,7714843750;-159,1115112305;
25234,8046875000;-159,1115112305;
25292,9726562500;-159,1115112305;
25351,2753906250;-159,1895904541;
25409,7402343750;-159,3277130127;
25468,3105468750;-159,4870147705;
25527,0175781250;-159,6082916260;
25585,8593750000;-160,0790863037;
25644,8359375000;-160,1747436523;
25703,9492187500;-160,1747436523;
25763,1972656250;-160,1747436523;
25822,6132812500;-160,1747436523;
25882,1347656250;-160,1747436523;
25941,7949218750;-160,1747436523;
26001,5937500000;-160,1747436523;
26061,5292968750;-160,1747436523;
26121,6015625000;-160,1747436523;
26181,8437500000;-160,1747436523;
26242,1953125000;-160,1747436523;
26302,6835937500;-160,1747436523;
26363,3144531250;-160,1747436523;
26424,0839843750;-160,2061309814;
26484,9921875000;-160,2996520996;
26546,0429687500;-160,9209594727;
26607,2617187500;-160,9209594727;
26668,5937500000;-160,9209594727;
26730,0664062500;-160,8276519775;
26791,6816406250;-160,8276519775;
26853,4375000000;-160,9209594727;
26915,3378906250;-160,9209594727;
26977,4082031250;-160,8962402344;
27039,5937500000;-160,8276519775;
27101,9218750000;-160,8182373047;
27164,3945312500;-160,3905487061;
27227,0097656250;-160,3905487061;
27289,7695312500;-160,8182373047;
27352,6738281250;-160,8182373047;
27415,7539062500;-160,8182373047;
27478,9492187500;-160,8182373047;
27542,2910156250;-160,8182373047;
27605,7773437500;-160,4054107666;
27669,4101562500;-160,4054107666;
27733,1914062500;-160,3905487061;
27797,1171875000;-160,2888336182;
27861,2226562500;-159,7451629639;
27925,4453125000;-159,4319915771;
27989,8144531250;-159,4319915771;
28054,3339843750;-159,4319915771;
28119,0000000000;-159,4319915771;
28183,8164062500;-159,7451629639;
28248,8144531250;-159,8771667480;
28313,9296875000;-160,1102294922;
28379,1953125000;-160,2888336182;
28444,6113281250;-160,3905487061;
28510,1777343750;-160,3905487061;
28575,8964843750;-160,3905487061;
28641,7656250000;-160,2888336182;
28707,8183593750;-160,2888336182;
28773,9921875000;-160,2888336182;
28840,3183593750;-160,2854614258;
28906,7968750000;-160,2854614258;
28973,4296875000;-160,2854614258;
29040,2148437500;-160,2854614258;
29107,1855468750;-160,2854614258;
29174,2812500000;-160,2854614258;
29241,5292968750;-160,2888336182;
29308,9335937500;-160,3905487061;
29376,4921875000;-160,4054107666;
29444,2070312500;-160,4144287109;
29512,0781250000;-160,4144287109;
29580,1386718750;-160,4054107666;
29648,3222656250;-160,4054107666;
29716,6640625000;-160,4054107666;
29785,1621093750;-160,4054107666;
29853,8203125000;-160,4054107666;
29922,6347656250;-160,2854614258;
29991,6406250000;-160,2341613770;
30060,7734375000;-160,2341613770;
30130,0664062500;-160,2341613770;
30199,5175781250;-160,2341613770;
30269,1308593750;-160,2854614258;
30338,9023437500;-160,2854614258;
30408,8359375000;-160,4144287109;
30478,9648437500;-160,4144287109;
30549,2207031250;-160,4144287109;
30619,6386718750;-160,3842620850;
30690,2187500000;-160,2854614258;
30760,9628906250;-160,2341613770;
30831,8691406250;-160,2328796387;
30902,9375000000;-160,2328796387;
30974,2050781250;-160,2328796387;
31045,6035156250;-160,1767883301;
31117,1660156250;-160,0701599121;
31188,8925781250;-159,8818206787;
31260,7851562500;-159,8797912598;
31332,8437500000;-159,8080139160;
31405,1035156250;-159,6340332031;
31477,4941406250;-159,6340332031;
31550,0507812500;-159,6340332031;
31622,7773437500;-159,6340332031;
31695,6699218750;-159,6340332031;
31768,7304687500;-159,6340332031;
31841,9589843750;-159,6340332031;
31915,3925781250;-159,6340332031;
31988,9589843750;-159,4210662842;
32062,6972656250;-159,3602142334;
32136,6035156250;-159,3602142334;
32210,6796875000;-159,3602142334;
32284,9277343750;-159,3602142334;
32359,3828125000;-159,3602142334;
32433,9726562500;-159,3602142334;
32508,7363281250;-159,3602142334;
32583,6718750000;-159,3184204102;
32658,7792968750;-159,3181915283;
32734,0585937500;-159,1763763428;
32809,5156250000;-159,1416320801;
32885,1796875000;-159,1416320801;
32960,9804687500;-159,1416320801;
33036,9570312500;-159,1416320801;
33113,1093750000;-159,1416320801;
33189,4375000000;-159,1416320801;
33265,9414062500;-159,1416320801;
33342,6250000000;-159,1416320801;
33419,5156250000;-159,1416320801;
33496,5507812500;-159,1763763428;
33573,7617187500;-159,3184204102;
33651,1523437500;-159,4396209717;
33728,7226562500;-159,7475738525;
33806,4687500000;-159,7520751953;
33884,4335937500;-159,9188385010;
33962,5390625000;-160,1092376709;
34040,8242187500;-160,3276214600;
34119,2890625000;-160,5153808594;
34197,9375000000;-160,5926666260;
34276,7656250000;-160,5926666260;
34355,7773437500;-160,5926666260;
34435,0078125000;-160,5926666260;
34514,3828125000;-161,2802124023;
34593,9414062500;-161,3625488281;
34673,6835937500;-161,3625488281;
34753,6054687500;-161,3625488281;
34833,7187500000;-161,3625488281;
34914,0507812500;-161,3625488281;
34994,5273437500;-161,3625488281;
35075,1953125000;-161,3625488281;
35156,0429687500;-161,3625488281;
35237,0820312500;-161,3625488281;
35318,3046875000;-161,3625488281;
35399,7148437500;-161,3625488281;
35481,3554687500;-161,3625488281;
35563,1406250000;-161,3625488281;
35645,1171875000;-161,3625488281;
35727,2812500000;-161,3625488281;
35809,6367187500;-161,3625488281;
35892,1796875000;-161,3625488281;
35974,9531250000;-161,4702758789;
36057,8789062500;-161,4702758789;
36140,9921875000;-161,4702758789;
36224,3007812500;-161,4702758789;
36307,8007812500;-161,4702758789;
36391,4921875000;-161,4702758789;
36475,3789062500;-161,4702758789;
36559,4960937500;-161,4702758789;
36643,7695312500;-161,4702758789;
36728,2343750000;-161,3625488281;
36812,8945312500;-161,3398437500;
36897,7539062500;-161,2012939453;
36982,8046875000;-161,1189727783;
37068,0507812500;-161,0872192383;
37153,5390625000;-161,0746612549;
37239,1796875000;-160,9985351563;
37325,0195312500;-160,9985351563;
37411,0546875000;-160,9985351563;
37497,2890625000;-160,9985351563;
37583,7226562500;-161,0746612549;
37670,3984375000;-161,0872192383;
37757,2304687500;-161,1189727783;
37844,2656250000;-161,2012939453;
37931,5000000000;-161,2427978516;
38018,9335937500;-161,3398437500;
38106,5703125000;-161,4072418213;
38194,4062500000;-161,4072418213;
38282,4921875000;-161,4072418213;
38370,7343750000;-161,4072418213;
38459,1796875000;-161,4072418213;
38547,8320312500;-161,4072418213;
38636,6875000000;-161,4072418213;
38725,7500000000;-161,4072418213;
38815,0585937500;-161,4072418213;
38904,5273437500;-161,4072418213;
38994,2070312500;-161,3398437500;
39084,0898437500;-161,2427978516;
39174,1835937500;-161,0872192383;
39264,4804687500;-160,9416961670;
39354,9882812500;-160,8320465088;
39445,7460937500;-160,7914733887;
39536,6718750000;-160,7347869873;
39627,8085937500;-160,7347869873;
39719,1523437500;-160,7347869873;
39810,7070312500;-160,7347869873;
39902,4765625000;-160,7347869873;
39994,4960937500;-160,6845092773;
40086,6875000000;-160,6845092773;
40179,0898437500;-160,6845092773;
40271,7070312500;-160,6845092773;
40364,5351562500;-160,6845092773;
40457,5781250000;-160,6641845703;
40550,8359375000;-160,4292144775;
40644,3515625000;-160,3066864014;
40738,0390625000;-160,2098846436;
40831,9453125000;-160,2098846436;
40926,0664062500;-160,2098846436;
41020,4023437500;-160,2098846436;
41114,9570312500;-160,2098846436;
41209,7304687500;-160,2098846436;
41304,7656250000;-160,2098846436;
41399,9765625000;-160,2098846436;
41495,4062500000;-160,0837097168;
41591,0585937500;-160,0400390625;
41686,9257812500;-159,9943695068;
41783,0195312500;-160,0837097168;
41879,3789062500;-160,2098846436;
41975,9140625000;-160,3066864014;
42072,6679687500;-160,6641845703;
42169,6484375000;-160,6641845703;
42266,8554687500;-160,6641845703;
42364,2812500000;-160,6823577881;
42461,9335937500;-160,6823577881;
42559,8593750000;-160,6823577881;
42657,9648437500;-160,6823577881;
42756,2929687500;-160,6823577881;
42854,8476562500;-160,6823577881;
42953,6328125000;-160,1147613525;
43052,6445312500;-160,0837097168;
43151,9296875000;-159,9943695068;
43251,3984375000;-159,8649749756;
43351,0976562500;-159,9943695068;
43451,0234375000;-160,0696411133;
43551,1796875000;-160,0696411133;
43651,5703125000;-160,0696411133;
43752,1914062500;-160,0696411133;
43853,0898437500;-160,0696411133;
43954,1757812500;-160,0696411133;
44055,4921875000;-160,0696411133;
44157,0429687500;-160,0837097168;
44258,8281250000;-160,0837097168;
44360,8476562500;-160,0837097168;
44463,1015625000;-160,0837097168;
44565,6406250000;-160,0837097168;
44668,3671875000;-160,0837097168;
44771,3320312500;-160,0837097168;
44874,5351562500;-160,0837097168;
44977,9726562500;-160,1147613525;
45081,6484375000;-160,4105529785;
45185,6171875000;-160,7102203369;
45289,7734375000;-160,7102203369;
45394,1679687500;-160,7102203369;
45498,8046875000;-160,4249114990;
45603,6835937500;-160,4249114990;
