sep=;
Type;FSWP-50;
Version;3.00SP1;
Date;13.Sep 2023;
VSupply;OFF;
Mode;Voltage;
449,7799682617;-127,4087142944;
450,8167419434;-127,4622955322;
451,8559265137;-127,6936264038;
452,8974609375;-127,9585952759;
453,9416809082;-128,2236480713;
454,9880371094;-128,6181335449;
456,0368347168;-129,1034851074;
457,0882873535;-129,5889587402;
458,1419067383;-130,1452331543;
459,1979370117;-130,8282623291;
460,2566833496;-131,5114746094;
461,3175964355;-132,2089996338;
462,3809814453;-132,9864044189;
463,4468078613;-133,7637939453;
464,5153198242;-134,5413513184;
465,5860900879;-135,3530273438;
466,6592712402;-136,1656494141;
467,7352294922;-136,9785003662;
468,8133850098;-138,0551910400;
469,8940429688;-139,1924743652;
470,9774169922;-140,3299865723;
472,0630798340;-140,8546600342;
473,1512145996;-141,0879974365;
474,2421264648;-141,3213958740;
475,3352661133;-141,1007843018;
476,4309692383;-140,5299682617;
477,5291748047;-139,9591522217;
478,6301574707;-139,5531158447;
479,7334289551;-139,3305816650;
480,8392639160;-139,1080627441;
481,9479064941;-138,6644592285;
483,0588073730;-137,8951873779;
484,1723022461;-137,1258697510;
485,2886352539;-136,3196105957;
486,4072570801;-135,4472198486;
487,5284423828;-134,5748291016;
488,6522521973;-133,7791137695;
489,7788696289;-133,1391296387;
490,9078674316;-132,4992523193;
492,0394287109;-131,9272918701;
493,1738891602;-131,4965820313;
494,3106994629;-131,0659942627;
495,4501037598;-130,6977844238;
496,5924377441;-130,4508819580;
497,7371215820;-130,2040405273;
498,8844299316;-130,0228271484;
500,0343933105;-129,9509124756;
501,1872863770;-129,8789825439;
502,3425598145;-129,8774719238;
503,5004882813;-129,9689941406;
504,6613769531;-130,0605316162;
505,8246459961;-130,2116088867;
506,9906311035;-130,4207763672;
508,1595458984;-130,6299896240;
509,3309020996;-130,8025054932;
510,5049438477;-130,9506988525;
511,6819763184;-131,0989532471;
512,8614501953;-130,9003601074;
514,0436401367;-130,5639495850;
515,2285156250;-130,2275543213;
516,4164428711;-129,4234771729;
517,6068115234;-128,5363311768;
518,7999267578;-127,6491394043;
519,9960937500;-126,6895523071;
521,1947021484;-125,7302246094;
522,3961181641;-124,8020782471;
523,6005859375;-124,0245056152;
524,8074951172;-123,2471542358;
526,0172119141;-122,5586318970;
527,2297363281;-122,0275192261;
528,4453125000;-121,4962844849;
529,6633911133;-121,1125717163;
530,8843383789;-120,8410110474;
532,1083374023;-120,5694046021;
533,3348999023;-120,5057907104;
534,5642700195;-120,4964981079;
535,7967529297;-120,4965438843;
537,0317993164;-120,7504348755;
538,2697143555;-121,0043258667;
539,5107421875;-121,3353881836;
540,7543945313;-121,8503189087;
542,0008544922;-122,3652191162;
543,2501831055;-123,0191879272;
544,5027465820;-123,7772216797;
545,7578735352;-124,5350570679;
547,0158691406;-125,4354476929;
548,2770385742;-126,3580169678;
549,5408935547;-127,2709197998;
550,8076171875;-128,1396484375;
552,0775756836;-129,0085906982;
553,3501586914;-129,7396545410;
554,6256713867;-130,3357849121;
555,9041137695;-130,9319000244;
557,1857910156;-131,3773651123;
558,4701538086;-131,7958526611;
559,7575073242;-132,2104492188;
561,0480957031;-132,6103363037;
562,3413085938;-133,0101318359;
563,6375732422;-133,4310913086;
564,9370727539;-133,8672180176;
566,2393188477;-134,3032531738;
567,5445556641;-134,7829132080;
568,8530883789;-135,2637329102;
570,1643066406;-135,7486572266;
571,4785766602;-136,2404174805;
572,7958984375;-136,7321777344;
574,1165161133;-137,1265106201;
575,4399414063;-137,4972534180;
576,7663574219;-137,7887268066;
578,0961303711;-137,8339843750;
579,4287109375;-137,8792572021;
580,7643432617;-137,6877288818;
582,1033325195;-137,3929138184;
583,4451293945;-137,0799407959;
584,7900390625;-136,6740875244;
586,1380004883;-136,2682495117;
587,4894409180;-135,9156951904;
588,8436279297;-135,5924377441;
590,2009277344;-135,2927246094;
591,5617065430;-135,1339874268;
592,9253540039;-134,9752655029;
594,2920532227;-134,9470977783;
595,6622924805;-134,9878540039;
597,0353393555;-135,0697326660;
598,4114990234;-135,3391876221;
599,7912597656;-135,6087188721;
601,1738281250;-136,0580596924;
602,5595703125;-136,5775909424;
603,9484863281;-137,1466827393;
605,3409423828;-137,8483276367;
606,7363281250;-138,5498199463;
608,1348876953;-139,1078491211;
609,5369873047;-139,6385955811;
610,9420166016;-140,0146484375;
612,3502807617;-140,1772460938;
613,7621459961;-140,3398284912;
615,1769409180;-140,4985351563;
616,5949707031;-140,6572265625;
618,0162353516;-140,8625183105;
619,4411621094;-141,0963134766;
620,8690185547;-141,2833709717;
622,3001708984;-141,3236694336;
623,7349243164;-141,3639831543;
625,1726684570;-141,0780487061;
626,6137695313;-140,7453765869;
628,0584716797;-140,3224487305;
629,5062255859;-139,8166503906;
630,9572753906;-139,3192749023;
632,4120483398;-138,8602142334;
633,8697509766;-138,4012908936;
635,3308715820;-138,0630340576;
636,7953491211;-137,7459564209;
638,2636108398;-137,5116729736;
639,7348022461;-137,3495941162;
641,2094726563;-137,2152099609;
642,6878662109;-137,1733093262;
644,1693115234;-137,1314086914;
645,6541137695;-137,1622314453;
647,1427612305;-137,1977844238;
648,6344604492;-137,2748870850;
650,1296386719;-137,3734741211;
651,6282348633;-137,4965820313;
653,1306152344;-137,6578826904;
654,6361694336;-137,8251342773;
656,1451416016;-138,0305938721;
657,6579589844;-138,2360992432;
659,1738891602;-138,4524841309;
660,6933593750;-138,6702270508;
662,2166748047;-138,8706359863;
663,7431030273;-139,0619506836;
665,2730712891;-139,2330169678;
666,8065795898;-139,3779144287;
668,3439941406;-139,5315856934;
669,8845825195;-139,7151641846;
671,4287109375;-139,9042358398;
672,9767456055;-140,2895812988;
674,5280151367;-140,6748504639;
676,0828857422;-141,2911987305;
677,6416625977;-141,9519195557;
679,2036743164;-142,5023040771;
680,7692871094;-142,9965515137;
682,3388671875;-143,1150054932;
683,9116821289;-142,8522644043;
685,4881591797;-142,5640716553;
687,0682983398;-142,2267150879;
688,6524047852;-141,9247894287;
690,2398071289;-141,7681274414;
691,8308105469;-141,6165618896;
693,4259643555;-141,5416259766;
695,0243530273;-141,4667205811;
696,6264038086;-141,4166259766;
698,2325439453;-141,3681488037;
699,8420410156;-141,3585205078;
701,4552001953;-141,3571319580;
703,0721435547;-141,3921966553;
704,6931762695;-141,4413299561;
706,3175048828;-141,5006256104;
707,9456176758;-141,5659637451;
709,5778808594;-141,6308441162;
711,2135009766;-141,6953125000;
712,8529052734;-141,7583923340;
714,4964599609;-141,8199462891;
716,1434326172;-141,8381652832;
717,7941894531;-141,7940673828;
719,4491577148;-141,6450653076;
721,1075439453;-141,3069000244;
722,7697753906;-140,8965301514;
724,4357910156;-140,3275451660;
726,1060791016;-139,7603912354;
727,7797851563;-139,1985626221;
729,4573974609;-138,6739807129;
731,1392211914;-138,2587280273;
732,8245239258;-137,8935241699;
734,5137329102;-137,6876220703;
736,2072753906;-137,5399780273;
737,9042968750;-137,5845489502;
739,6052246094;-137,6981353760;
741,3100585938;-138,0351715088;
743,0192260742;-138,4566345215;
744,7319335938;-139,1331939697;
746,4486083984;-139,8871917725;
748,1696166992;-140,8510742188;
749,8942260742;-141,6964263916;
751,6227416992;-142,2659149170;
753,3557128906;-142,5860137939;
755,0922851563;-142,4207611084;
756,8328247070;-142,3184509277;
758,5777587891;-142,3156127930;
760,3263549805;-142,4362945557;
762,0789794922;-142,7113189697;
763,8356323242;-142,9253387451;
765,5967407227;-143,0807495117;
767,3614501953;-143,1223144531;
769,1303100586;-143,0828552246;
770,9036254883;-143,1915740967;
772,6806030273;-143,3743591309;
774,4616699219;-143,8574981689;
776,2473144531;-144,4368743896;
778,0366210938;-144,9963836670;
779,8300170898;-145,5525970459;
781,6276245117;-145,4273376465;
783,4297485352;-145,2716064453;
785,2355957031;-145,0542602539;
787,0455932617;-144,8823394775;
788,8602294922;-144,8872375488;
790,6786499023;-144,8622894287;
792,5012207031;-144,7785034180;
794,3284301758;-144,5662231445;
796,1593627930;-144,2129821777;
797,9945678711;-143,8035430908;
799,8344726563;-143,3601989746;
801,6781616211;-142,9596099854;
803,5260620117;-142,5710449219;
805,3782348633;-142,3012542725;
807,2351684570;-142,0608673096;
809,0958862305;-141,9923400879;
810,9609375000;-141,9937591553;
812,8306884766;-142,1627655029;
814,7042846680;-142,4246826172;
816,5822753906;-142,7868041992;
818,4649658203;-143,1428985596;
820,3516235352;-143,4960021973;
822,2425537109;-143,5721435547;
824,1378784180;-143,5755920410;
826,0380249023;-143,2189941406;
827,9421386719;-142,8175506592;
829,8505859375;-142,3125762939;
831,7639160156;-141,8497619629;
833,6812133789;-141,4251251221;
835,6029052734;-141,1289520264;
837,5294799805;-140,8738861084;
839,4600219727;-140,8096618652;
841,3950195313;-140,7939758301;
843,3349609375;-140,9287567139;
845,2789306641;-141,1638793945;
847,2273559570;-141,5021514893;
849,1802978516;-141,9888763428;
851,1381835938;-142,5258483887;
853,1000976563;-143,1297149658;
855,0665893555;-143,5993194580;
857,0380249023;-143,7431488037;
859,0135498047;-143,4725646973;
860,9936523438;-142,8919372559;
862,9787597656;-142,1979217529;
864,9680175781;-141,5118560791;
866,9617919922;-140,9728088379;
868,9602050781;-140,5207977295;
870,9636840820;-140,1740722656;
872,9713134766;-139,9274597168;
874,9835815430;-139,7172546387;
877,0009765625;-139,5670471191;
879,0225219727;-139,4415893555;
881,0487670898;-139,3543395996;
883,0800781250;-139,3679046631;
885,1156616211;-139,4333801270;
887,1559448242;-139,7273712158;
889,2008666992;-140,1532440186;
891,2510375977;-140,7846069336;
893,3054199219;-141,7337493896;
895,3645629883;-142,8246612549;
897,4289550781;-144,2063903809;
899,4975585938;-145,1444244385;
901,5709838867;-145,5331573486;
903,6496582031;-145,1150665283;
905,7326660156;-144,5363616943;
907,8204345703;-144,0822906494;
909,9135131836;-143,7034759521;
912,0109252930;-143,3845214844;
914,1131591797;-143,0802459717;
916,2202758789;-142,7769165039;
918,3327026367;-142,4735870361;
920,4495239258;-142,2050628662;
922,5712280273;-141,9660034180;
924,6983642578;-141,8417053223;
926,8298339844;-141,8347778320;
928,9662475586;-141,9319458008;
931,1080932617;-142,3014831543;
933,2543334961;-142,7994079590;
935,4055786133;-143,4960021973;
937,5617675781;-144,3262786865;
939,7233886719;-145,0852050781;
941,8895263672;-145,4421997070;
944,0606689453;-145,2820587158;
946,2373046875;-144,8420104980;
948,4184570313;-144,4182739258;
950,6046142578;-144,1500854492;
952,7963867188;-144,0173950195;
954,9926147461;-144,1479949951;
957,1939697266;-144,4310302734;
959,4008789063;-144,9009552002;
961,6123657227;-145,7648315430;
963,8289794922;-146,6335754395;
966,0506591797;-147,4421081543;
968,2780151367;-147,1600646973;
970,5099487305;-146,5219116211;
972,7470092773;-145,5537109375;
974,9898071289;-144,6387329102;
977,2372436523;-143,7943725586;
979,4898681641;-143,0852203369;
981,7481689453;-142,5986175537;
984,0111694336;-142,2645111084;
986,2794189453;-142,1575469971;
988,5528564453;-142,3064880371;
990,8320922852;-142,5879364014;
993,1160278320;-143,0215148926;
995,4052124023;-143,4107971191;
997,7002563477;-143,6738433838;
1000,0000000000;-144,0015106201;
1002,3050537109;-143,7741546631;
1004,6160278320;-143,4411315918;
1006,9317016602;-143,1151580811;
1009,2527465820;-142,8174133301;
1011,5797119141;-142,5198822021;
1013,9114990234;-142,1916961670;
1016,2485961914;-141,8117370605;
1018,5911254883;-141,3802947998;
1020,9396362305;-140,9294586182;
1023,2929687500;-140,5203857422;
1025,6517333984;-140,2228088379;
1028,0164794922;-140,0911102295;
1030,3861083984;-140,1495361328;
1032,7612304688;-140,3882293701;
1035,1424560547;-140,7617340088;
1037,5284423828;-141,1846618652;
1039,9200439453;-141,5350952148;
1042,3171386719;-141,7204895020;
1044,7203369141;-141,7093048096;
1047,1285400391;-141,5255279541;
1049,5422363281;-141,2250366211;
1051,9620361328;-140,8768920898;
1054,3868408203;-140,5490112305;
1056,8173828125;-140,2949981689;
1059,2539062500;-140,1466217041;
1061,6955566406;-140,1110382080;
1064,1429443359;-140,1706695557;
1066,5964355469;-140,2853240967;
1069,0549316406;-140,4015655518;
1071,5192871094;-140,4763031006;
1073,9891357422;-140,5062561035;
1076,4653320313;-140,5381164551;
1078,9466552734;-140,6427764893;
1081,4337158203;-140,8715515137;
1083,9271240234;-141,2210083008;
1086,4256591797;-141,6166076660;
1088,9299316406;-141,9300689697;
1091,4405517578;-142,0398406982;
1093,9564208984;-141,9034729004;
1096,4781494141;-141,5906219482;
1099,0056152344;-141,2524108887;
1101,5394287109;-141,0401153564;
1104,0786132813;-141,0448303223;
1106,6235351563;-141,2281951904;
1109,1750488281;-141,6554107666;
1111,7316894531;-142,2178802490;
1114,2943115234;-142,8017883301;
1116,8635253906;-143,2884368896;
1119,4379882813;-143,5973052979;
1122,0183105469;-143,7132873535;
1124,6052246094;-143,6752471924;
1127,1976318359;-143,5380554199;
1129,7958984375;-143,3422546387;
1132,4001464844;-143,1083374023;
1135,0109863281;-142,8453674316;
1137,6273193359;-142,5606231689;
1140,2496337891;-142,2664642334;
1142,8785400391;-141,9851379395;
1145,5129394531;-141,7499389648;
1148,1534423828;-141,5999450684;
1150,8006591797;-141,6198120117;
1153,4533691406;-141,8919219971;
1156,1121826172;-142,1795654297;
1158,7770996094;-142,4597930908;
1161,4487304688;-142,6693572998;
1164,1259765625;-142,7974243164;
1166,8093261719;-142,8969879150;
1169,4996337891;-143,0603027344;
1172,1954345703;-143,3886871338;
1174,8973388672;-143,9782562256;
1177,6062011719;-144,9170684814;
1180,3206787109;-146,2649688721;
1183,0413818359;-147,9109191895;
1185,7684326172;-149,1672821045;
1188,5023193359;-149,4258117676;
1191,2419433594;-149,4584655762;
1193,9877929688;-149,6551513672;
1196,7407226563;-148,7033081055;
1199,4992675781;-147,4782867432;
1202,2642822266;-146,4544982910;
1205,0361328125;-145,7062988281;
1207,8138427734;-145,1198272705;
1210,5980224609;-144,5371551514;
1213,3891601563;-143,8912353516;
1216,1861572266;-143,2548980713;
1218,9895019531;-142,7382507324;
1221,7993164063;-142,3992614746;
1224,6163330078;-142,2176361084;
1227,4392089844;-142,2300109863;
1230,2685546875;-142,2582397461;
1233,1051025391;-142,2479248047;
1235,9475097656;-142,2105865479;
1238,7963867188;-142,2015686035;
1241,6525878906;-142,2863922119;
1244,5146484375;-142,4964599609;
1247,3834228516;-142,9048156738;
1250,2586669922;-143,0651245117;
1253,1413574219;-142,9056396484;
1256,0299072266;-142,6626281738;
1258,9251708984;-142,4151458740;
1261,8277587891;-142,1585540771;
1264,7363281250;-141,8581848145;
1267,6516113281;-141,3265228271;
1270,5743408203;-140,8329010010;
1273,5031738281;-140,5944671631;
1276,4385986328;-140,4551544189;
1279,3815917969;-140,4208068848;
1282,3306884766;-140,4909820557;
1285,2866210938;-140,6665039063;
1288,2492675781;-141,1605224609;
1291,2194824219;-141,9323730469;
1294,1958007813;-142,5992736816;
1297,1790771484;-143,2746429443;
1300,1697998047;-143,7779846191;
1303,1667480469;-143,8595428467;
1306,1706542969;-143,3922424316;
1309,1822509766;-142,9420013428;
1312,1999511719;-142,5259552002;
1315,2247314453;-142,2026062012;
1318,2563476563;-141,9938659668;
1321,2957763672;-141,8823547363;
1324,3414306641;-141,8893890381;
1327,3941650391;-141,9112701416;
1330,4545898438;-141,9306640625;
1333,5214843750;-141,9764251709;
1336,5953369141;-142,2060852051;
1339,6770019531;-142,6461029053;
1342,7650146484;-143,0072021484;
1345,8602294922;-143,2779998779;
1348,9632568359;-143,2116394043;
1352,0727539063;-142,6641845703;
1355,1893310547;-142,1518402100;
1358,3131103516;-141,7044525146;
1361,4448242188;-141,4300994873;
1364,5831298828;-141,5019531250;
1367,7285156250;-142,0669860840;
1370,8820800781;-142,6517028809;
1374,0419921875;-143,1819915771;
1377,2092285156;-143,4565277100;
1380,3846435547;-143,1664276123;
1383,5665283203;-142,7094421387;
1386,7557373047;-142,1997375488;
1389,9522705078;-141,6446380615;
1393,1569824219;-141,4747009277;
1396,3682861328;-141,6259613037;
1399,5870361328;-141,9234771729;
1402,8139648438;-142,4159698486;
1406,0474853516;-142,6517791748;
1409,2885742188;-142,4954528809;
1412,5378417969;-141,9040222168;
1415,7938232422;-141,2556304932;
1419,0573730469;-140,9376525879;
1422,3292236328;-140,7832183838;
1425,6077880859;-140,9274139404;
1428,8939208984;-141,4243927002;
1432,1876220703;-141,9102478027;
1435,4896240234;-142,6101379395;
1438,7985839844;-143,0906982422;
1442,1151123047;-143,2135467529;
1445,4400634766;-143,2232666016;
1448,7718505859;-143,2034301758;
1452,1114501953;-143,2501068115;
1455,4594726563;-143,3726043701;
1458,8143310547;-143,6470642090;
1462,1770019531;-143,8143005371;
1465,5474853516;-143,6872406006;
1468,9265136719;-143,1620788574;
1472,3125000000;-142,6207580566;
1475,7061767578;-142,4081115723;
1479,1086425781;-142,3636474609;
1482,5180664063;-142,4488220215;
1485,9354248047;-142,4679718018;
1489,3614501953;-142,4200897217;
1492,7945556641;-142,4626464844;
1496,2354736328;-142,8178863525;
1499,6853027344;-143,3943176270;
1503,1420898438;-143,7353973389;
1506,6069335938;-143,7491302490;
1510,0798339844;-143,2847747803;
1513,5615234375;-142,8638610840;
1517,0502929688;-142,3410034180;
1520,5472412109;-142,0156250000;
1524,0531005859;-141,9454040527;
1527,5661621094;-142,0694427490;
1531,0872802734;-142,4045104980;
1534,6173095703;-142,9271087646;
1538,1547851563;-143,5563354492;
1541,7003173828;-144,0312652588;
1545,2540283203;-144,8725891113;
1548,8167724609;-145,9440612793;
1552,3869628906;-147,2877807617;
1555,9653320313;-148,9105377197;
1559,5527343750;-150,0278625488;
1563,1477050781;-151,2679290771;
1566,7508544922;-151,7258148193;
1570,3631591797;-151,1238250732;
1573,9829101563;-149,5755004883;
1577,6110839844;-147,4431915283;
1581,2475585938;-145,7372589111;
1584,8933105469;-144,9340209961;
1588,5466308594;-144,3000946045;
1592,2083740234;-144,1943054199;
1595,8793945313;-144,6171875000;
1599,5579833984;-145,2930908203;
1603,2451171875;-145,7815704346;
1606,9415283203;-145,6778717041;
1610,6457519531;-144,9051513672;
1614,3583984375;-144,0638580322;
1618,0804443359;-143,6235961914;
1621,8101806641;-143,2860870361;
1625,5485839844;-143,2646942139;
1629,2956542969;-143,4658660889;
1633,0521240234;-143,6034545898;
1636,8165283203;-143,4354553223;
1640,5894775391;-143,0524291992;
1644,3720703125;-142,5385742188;
1648,1624755859;-142,0307312012;
1651,9615478516;-141,6304626465;
1655,7703857422;-141,3811950684;
1659,5870361328;-141,3253021240;
1663,4124755859;-141,4092864990;
1667,2468261719;-141,6571960449;
1671,0908203125;-142,0595550537;
1674,9427490234;-142,6660461426;
1678,8035888672;-143,4051361084;
1682,6743164063;-144,0537567139;
1686,5529785156;-144,3783569336;
1690,4406738281;-144,2031860352;
1694,3381347656;-143,8791961670;
1698,2437744141;-143,9077148438;
1702,1583251953;-144,1111907959;
1706,0828857422;-144,1387481689;
1710,0155029297;-143,8110809326;
1713,9571533203;-143,3820800781;
1717,9079589844;-143,0667724609;
1721,8687744141;-142,9621582031;
1725,8378906250;-143,1732330322;
1729,8160400391;-143,6463317871;
1733,8043212891;-144,3350830078;
1737,8009033203;-145,1348114014;
1741,8066406250;-145,3426208496;
1745,8225097656;-145,2276458740;
1749,8468017578;-145,0870208740;
1753,8803710938;-144,9953613281;
1757,9230957031;-144,7264862061;
1761,9761962891;-144,3055419922;
1766,0377197266;-143,6785430908;
1770,1085205078;-142,9788055420;
1774,1898193359;-142,3406219482;
1778,2794189453;-141,9051513672;
1782,3784179688;-141,9601287842;
1786,4879150391;-142,2392425537;
1790,6059570313;-142,4947662354;
1794,7333984375;-142,6268463135;
1798,8713378906;-142,7573242188;
1803,0179443359;-142,8759918213;
1807,1739501953;-142,9916687012;
1811,3397216797;-143,0969238281;
1815,5158691406;-143,2215118408;
1819,7008056641;-143,5659179688;
1823,8953857422;-144,3924713135;
1828,1005859375;-145,0529022217;
1832,3144531250;-145,0957794189;
1836,5380859375;-144,6665954590;
1840,7724609375;-144,2820281982;
1845,0155029297;-144,3114929199;
1849,2684326172;-144,7730712891;
1853,5311279297;-145,5643157959;
1857,8046875000;-146,7123107910;
1862,0870361328;-147,1889953613;
1866,3792724609;-146,8717193604;
1870,6824951172;-146,3614807129;
1874,9945068359;-145,9665527344;
1879,3165283203;-145,8818969727;
1883,6495361328;-145,8454895020;
1887,9914550781;-145,5443572998;
1892,3433837891;-145,0541687012;
1896,7064208984;-144,5294189453;
1901,0784912109;-144,1715698242;
1905,4605712891;-144,2795410156;
1909,8527832031;-144,4627380371;
1914,2562255859;-144,3832702637;
1918,6687011719;-143,7656860352;
1923,0914306641;-143,1436767578;
1927,5252685547;-143,0008544922;
1931,9683837891;-143,1758117676;
1936,4217529297;-143,5458221436;
1940,8863525391;-143,7728271484;
1945,3602294922;-143,8752899170;
1949,8444824219;-144,0225677490;
1954,3389892578;-144,2233123779;
1958,8449707031;-144,2719268799;
1963,3602294922;-144,2051391602;
1967,8858642578;-144,0737152100;
1972,4230957031;-143,8318786621;
1976,9696044922;-143,7343597412;
1981,5267333984;-144,1406555176;
1986,0953369141;-144,7275543213;
1990,6734619141;-145,0837554932;
1995,2620849609;-145,0669250488;
1999,8624267578;-145,3893585205;
2004,4722900391;-146,6725921631;
2009,0926513672;-148,1595611572;
2013,7237548828;-148,5313720703;
2018,3666992188;-147,0910491943;
2023,0191650391;-146,2613983154;
2027,6823730469;-146,4087066650;
2032,3574218750;-146,6975708008;
2037,0421142578;-146,4089202881;
2041,7376708984;-145,6212005615;
2046,4451904297;-144,6240692139;
2051,1623535156;-144,1383209229;
2055,8903808594;-144,1980743408;
2060,6293945313;-144,6575012207;
2065,3803710938;-145,2951660156;
2070,1413574219;-145,7097778320;
2074,9130859375;-146,0038909912;
2079,6970214844;-146,2389526367;
2084,4909667969;-146,2148284912;
2089,2958984375;-146,0473175049;
2094,1130371094;-145,9610443115;
2098,9399414063;-145,8719787598;
2103,7783203125;-145,4116821289;
2108,6276855469;-144,5957489014;
2113,4892578125;-143,8864288330;
2118,3610839844;-143,6092071533;
2123,2438964844;-143,6541595459;
2128,1394042969;-144,1443634033;
2133,0449218750;-145,0310668945;
2137,9616699219;-145,9272003174;
2142,8911132813;-146,2926788330;
2147,8305664063;-146,5659027100;
2152,7814941406;-147,8500366211;
2157,7448730469;-150,6751556396;
2162,7187500000;-152,7332916260;
2167,7038574219;-151,9644165039;
2172,7006835938;-150,3172302246;
2177,7099609375;-149,7556152344;
2182,7297363281;-150,4793701172;
2187,7612304688;-150,9243927002;
2192,8054199219;-149,0196075439;
2197,8598632813;-146,4741516113;
2202,9260253906;-144,9360961914;
2208,0051269531;-144,5616607666;
2213,0949707031;-145,0359191895;
2218,1962890625;-145,7618103027;
2223,3093261719;-146,0879821777;
2228,4353027344;-145,8934478760;
2233,5720214844;-145,4900512695;
2238,7207031250;-145,1577606201;
2243,8823242188;-145,1441192627;
2249,0546875000;-145,5700531006;
2254,2387695313;-146,0476684570;
2259,4362792969;-145,8735656738;
2264,6442871094;-145,2557373047;
2269,8645019531;-145,0997619629;
2275,0979003906;-145,8390045166;
2280,3422851563;-147,0345458984;
2285,5986328125;-147,4418182373;
2290,8671875000;-146,9492645264;
2296,1489257813;-146,2021026611;
2301,4416503906;-145,3700714111;
2306,7468261719;-144,6295471191;
2312,0651855469;-144,1473236084;
2317,3947753906;-144,1178283691;
2322,7365722656;-144,8365631104;
2328,0917968750;-146,5443725586;
2333,4582519531;-149,2364044189;
2338,8369140625;-150,8350372314;
2344,2282714844;-152,0121002197;
2349,6330566406;-151,4883575439;
2355,0490722656;-148,5530853271;
2360,4777832031;-147,6361083984;
2365,9201660156;-146,9160614014;
2371,3737792969;-146,0845794678;
2376,8398437500;-145,4673461914;
2382,3200683594;-145,0985717773;
2387,8112792969;-145,2004547119;
2393,3154296875;-146,0855712891;
2398,8334960938;-147,3188934326;
2404,3630371094;-148,4288482666;
2409,9052734375;-148,8831634521;
2415,4602050781;-148,8741302490;
2421,0292968750;-148,5058441162;
2426,6101074219;-148,3452758789;
2432,2036132813;-148,7352905273;
2437,8112792969;-148,3953094482;
2443,4306640625;-146,9770507813;
2449,0629882813;-145,5008087158;
2454,7094726563;-144,9653320313;
2460,3676757813;-145,1805267334;
2466,0390625000;-145,7258300781;
2471,7233886719;-146,4110870361;
2477,4223632813;-146,8898162842;
2483,1330566406;-147,2101745605;
2488,8566894531;-147,4455261230;
2494,5952148438;-147,3682098389;
2500,3454589844;-147,1067657471;
2506,1088867188;-147,2344360352;
2511,8869628906;-148,1557464600;
2517,6770019531;-149,6199035645;
2523,4804687500;-147,9027099609;
2529,2985839844;-146,7023315430;
2535,1289062500;-145,9606170654;
2540,9726562500;-145,5701446533;
2546,8295898438;-145,7339630127;
2552,7016601563;-146,3281860352;
2558,5859375000;-147,2656555176;
2564,4836425781;-148,3240203857;
2570,3962402344;-149,3228912354;
2576,3212890625;-150,4736633301;
2582,2597656250;-150,1564025879;
2588,2136230469;-148,3430938721;
2594,1796875000;-146,6625823975;
2600,1594238281;-146,2902374268;
2606,1528320313;-146,7102661133;
2612,1616210938;-147,1068115234;
2618,1828613281;-146,7089996338;
2624,2180175781;-146,1343231201;
2630,2685546875;-145,9341888428;
2636,3312988281;-145,9567565918;
2642,4084472656;-146,0825653076;
2648,5007324219;-146,4748687744;
2654,6057128906;-147,4353485107;
2660,7248535156;-148,4230651855;
2666,8593750000;-148,4312591553;
2673,0065917969;-147,7813720703;
2679,1682128906;-146,9949493408;
2685,3437500000;-146,6515960693;
2691,5351562500;-146,9790039063;
2697,7395019531;-147,3270416260;
2703,9577636719;-146,7343444824;
2710,1921386719;-145,8947601318;
2716,4394531250;-145,2749633789;
2722,7009277344;-145,0610351563;
2728,9785156250;-145,1542358398;
2735,2690429688;-145,3293304443;
2741,5739746094;-145,6459655762;
2747,8935546875;-146,4727478027;
2754,2290039063;-147,0450592041;
2760,5778808594;-146,9322814941;
2766,9411621094;-146,5227355957;
2773,3205566406;-146,1128387451;
2779,7133789063;-146,0051422119;
2786,1208496094;-145,9916992188;
2792,5444335938;-145,7404479980;
2798,9814453125;-145,5394592285;
2805,4333496094;-145,9827728271;
2811,9001464844;-147,0058898926;
2818,3833007813;-147,8091735840;
2824,8798828125;-148,2136840820;
2831,3913574219;-149,2335815430;
2837,9194335938;-150,3891143799;
2844,4611816406;-148,8652038574;
2851,0178222656;-147,1062774658;
2857,5910644531;-146,4785614014;
2864,1779785156;-146,7936248779;
2870,7802734375;-147,4247741699;
2877,3991699219;-147,8523712158;
2884,0317382813;-148,3138580322;
2890,6796875000;-148,5152740479;
2897,3427734375;-148,5346679688;
2904,0229492188;-148,9770812988;
2910,7170410156;-149,4611663818;
2917,4265136719;-148,6654968262;
2924,1528320313;-146,8313293457;
2930,8933105469;-145,8310241699;
2937,6491699219;-145,7608795166;
2944,4223632813;-146,3473205566;
2951,2094726563;-146,8770904541;
2958,0122070313;-147,8996582031;
2964,8305664063;-150,0803527832;
2971,6662597656;-150,8501129150;
2978,5163574219;-150,0256500244;
2985,3820800781;-148,8867797852;
2992,2651367188;-148,2925262451;
2999,1625976563;-148,8066558838;
3006,0756835938;-148,6904144287;
3013,0065917969;-148,3929901123;
3019,9519042969;-148,0843048096;
3026,9130859375;-147,8023834229;
3033,8920898438;-147,5745239258;
3040,8852539063;-147,3871459961;
3047,8947753906;-147,2192687988;
3054,9204101563;-147,0627288818;
3061,9638671875;-146,9173126221;
3069,0219726563;-146,7920989990;
3076,0961914063;-146,7145538330;
3083,1884765625;-146,6963043213;
3090,2954101563;-146,7379913330;
3097,4189453125;-146,8354492188;
3104,5603027344;-146,9777984619;
