sep=;
22855,9980468750;-158,0477905273;
22908,6835937500;-158,0477905273;
22961,4902343750;-158,0477905273;
23014,4179687500;-158,0477905273;
23067,4667968750;-158,0477905273;
23120,6386718750;-158,0477905273;
23173,9335937500;-158,0477905273;
23227,3769531250;-158,2561492920;
23280,9179687500;-158,2561492920;
23334,5820312500;-158,2561492920;
23388,3710937500;-158,2861328125;
23442,2812500000;-158,4284362793;
23496,3183593750;-158,4986419678;
23550,5039062500;-158,7274017334;
23604,7910156250;-159,1315002441;
23659,2011718750;-159,1315002441;
23713,7363281250;-158,7274017334;
23768,3984375000;-158,4986419678;
23823,1875000000;-158,4284362793;
23878,1015625000;-158,2861328125;
23933,1679687500;-158,2561492920;
23988,3359375000;-158,0299530029;
24043,6308593750;-157,8773193359;
24099,0527343750;-157,8223114014;
24154,6035156250;-157,7312011719;
24210,2812500000;-157,4893798828;
24266,1132812500;-157,4893798828;
24322,0488281250;-157,4893798828;
24378,1132812500;-157,4893798828;
24434,3066406250;-157,4893798828;
24490,6289062500;-157,4850006104;
24547,0820312500;-157,4547424316;
24603,6640625000;-157,3616485596;
24660,4042968750;-157,4329376221;
24717,2480468750;-157,4850006104;
24774,2226562500;-157,4893798828;
24831,3300781250;-157,4893798828;
24888,5683593750;-157,4893798828;
24945,9375000000;-157,6596069336;
25003,4394531250;-157,7312011719;
25061,1015625000;-157,8223114014;
25118,8691406250;-157,8773193359;
25176,7714843750;-157,8773193359;
25234,8046875000;-157,8773193359;
25292,9726562500;-158,0355987549;
25351,2753906250;-158,0355987549;
25409,7402343750;-157,9985198975;
25468,3105468750;-157,8224487305;
25527,0175781250;-157,8224487305;
25585,8593750000;-157,8224487305;
25644,8359375000;-157,8224487305;
25703,9492187500;-157,9985198975;
25763,1972656250;-158,0355987549;
25822,6132812500;-158,2601013184;
25882,1347656250;-158,4948120117;
25941,7949218750;-158,9922485352;
26001,5937500000;-159,0385284424;
26061,5292968750;-159,2115783691;
26121,6015625000;-159,2354888916;
26181,8437500000;-159,3901672363;
26242,1953125000;-159,5601806641;
26302,6835937500;-159,5726165771;
26363,3144531250;-159,6887054443;
26424,0839843750;-159,5726165771;
26484,9921875000;-159,5726165771;
26546,0429687500;-159,5726165771;
26607,2617187500;-159,5726165771;
26668,5937500000;-159,5726165771;
26730,0664062500;-159,5726165771;
26791,6816406250;-159,6887054443;
26853,4375000000;-159,7907257080;
26915,3378906250;-159,7907257080;
26977,4082031250;-159,7907257080;
27039,5937500000;-159,7907257080;
27101,9218750000;-159,6887054443;
27164,3945312500;-159,6887054443;
27227,0097656250;-159,6887054443;
27289,7695312500;-159,6887054443;
27352,6738281250;-159,6887054443;
27415,7539062500;-159,6887054443;
27478,9492187500;-159,7907257080;
27542,2910156250;-159,9398345947;
27605,7773437500;-159,9781951904;
27669,4101562500;-160,3186187744;
27733,1914062500;-160,3186187744;
27797,1171875000;-160,3186187744;
27861,2226562500;-160,3186187744;
27925,4453125000;-160,3186187744;
27989,8144531250;-159,9781951904;
28054,3339843750;-159,9781951904;
28119,0000000000;-159,9781951904;
28183,8164062500;-159,9781951904;
28248,8144531250;-159,9781951904;
28313,9296875000;-160,3186187744;
28379,1953125000;-159,9781951904;
28444,6113281250;-159,9398345947;
28510,1777343750;-159,9398345947;
28575,8964843750;-159,9398345947;
28641,7656250000;-159,9781951904;
28707,8183593750;-160,3186187744;
28773,9921875000;-160,3194274902;
28840,3183593750;-160,3451232910;
28906,7968750000;-160,4189758301;
28973,4296875000;-160,4189758301;
29040,2148437500;-160,4189758301;
29107,1855468750;-160,4189758301;
29174,2812500000;-160,4189758301;
29241,5292968750;-160,4189758301;
29308,9335937500;-160,4189758301;
29376,4921875000;-160,4189758301;
29444,2070312500;-160,3451232910;
29512,0781250000;-160,3194274902;
29580,1386718750;-160,2588500977;
29648,3222656250;-160,2588500977;
29716,6640625000;-160,2588500977;
29785,1621093750;-160,3194274902;
29853,8203125000;-160,3194274902;
29922,6347656250;-160,3194274902;
29991,6406250000;-160,4189758301;
30060,7734375000;-160,4478607178;
30130,0664062500;-160,8051757813;
30199,5175781250;-160,8116607666;
30269,1308593750;-160,8116607666;
30338,9023437500;-160,8116607666;
30408,8359375000;-160,8871307373;
30478,9648437500;-160,8988037109;
30549,2207031250;-160,8988037109;
30619,6386718750;-160,8871307373;
30690,2187500000;-160,8051757813;
30760,9628906250;-160,8051757813;
30831,8691406250;-160,8051757813;
30902,9375000000;-160,7692565918;
30974,2050781250;-160,7626800537;
31045,6035156250;-160,6037139893;
31117,1660156250;-160,4478607178;
31188,8925781250;-160,2588500977;
31260,7851562500;-159,9720916748;
31332,8437500000;-159,8171997070;
31405,1035156250;-159,4459686279;
31477,4941406250;-159,2985382080;
31550,0507812500;-159,2985382080;
31622,7773437500;-159,2985382080;
31695,6699218750;-159,2985382080;
31768,7304687500;-159,2985382080;
31841,9589843750;-159,2985382080;
31915,3925781250;-159,4882659912;
31988,9589843750;-159,8171997070;
32062,6972656250;-159,9720916748;
32136,6035156250;-159,9720916748;
32210,6796875000;-159,9720916748;
32284,9277343750;-159,9720916748;
32359,3828125000;-159,9720916748;
32433,9726562500;-159,9720916748;
32508,7363281250;-159,9720916748;
32583,6718750000;-159,9720916748;
32658,7792968750;-159,9720916748;
32734,0585937500;-159,9720916748;
32809,5156250000;-159,9720916748;
32885,1796875000;-159,9720916748;
32960,9804687500;-159,9720916748;
33036,9570312500;-159,9720916748;
33113,1093750000;-159,9720916748;
33189,4375000000;-159,9720916748;
33265,9414062500;-160,1102142334;
33342,6250000000;-160,6579437256;
33419,5156250000;-160,7194824219;
33496,5507812500;-160,8059692383;
33573,7617187500;-160,9177856445;
33651,1523437500;-161,2778778076;
33728,7226562500;-161,2778778076;
33806,4687500000;-161,2778778076;
33884,4335937500;-161,2778778076;
33962,5390625000;-161,2778778076;
34040,8242187500;-161,2778778076;
34119,2890625000;-161,2778778076;
34197,9375000000;-161,2778778076;
34276,7656250000;-161,2778778076;
34355,7773437500;-161,2778778076;
34435,0078125000;-161,2778778076;
34514,3828125000;-161,3551483154;
34593,9414062500;-161,6008758545;
34673,6835937500;-161,6922149658;
34753,6054687500;-161,7553710938;
34833,7187500000;-161,7762603760;
34914,0507812500;-161,7762603760;
34994,5273437500;-161,6922149658;
35075,1953125000;-161,6008758545;
35156,0429687500;-161,3551483154;
35237,0820312500;-161,2768249512;
35318,3046875000;-161,0487365723;
35399,7148437500;-160,9177856445;
35481,3554687500;-160,8840332031;
35563,1406250000;-160,8059692383;
35645,1171875000;-160,7859344482;
35727,2812500000;-160,6579437256;
35809,6367187500;-160,6365661621;
35892,1796875000;-160,5388641357;
35974,9531250000;-160,5388641357;
36057,8789062500;-160,5388641357;
36140,9921875000;-160,5388641357;
36224,3007812500;-160,5388641357;
36307,8007812500;-160,5388641357;
36391,4921875000;-160,5388641357;
36475,3789062500;-160,5388641357;
36559,4960937500;-160,5388641357;
36643,7695312500;-160,6365661621;
36728,2343750000;-160,8840332031;
36812,8945312500;-161,0487365723;
36897,7539062500;-161,1088714600;
36982,8046875000;-161,2768249512;
37068,0507812500;-161,6922149658;
37153,5390625000;-161,7762603760;
37239,1796875000;-161,9305267334;
37325,0195312500;-162,1567993164;
37411,0546875000;-162,2071228027;
37497,2890625000;-162,3533630371;
37583,7226562500;-162,6048126221;
37670,3984375000;-162,6934661865;
37757,2304687500;-163,0351715088;
37844,2656250000;-163,0351715088;
37931,5000000000;-163,0351715088;
38018,9335937500;-163,0351715088;
38106,5703125000;-163,0351715088;
38194,4062500000;-163,0351715088;
38282,4921875000;-163,0351715088;
38370,7343750000;-163,0351715088;
38459,1796875000;-163,0351715088;
38547,8320312500;-163,0351715088;
38636,6875000000;-163,0351715088;
38725,7500000000;-163,0351715088;
38815,0585937500;-163,0351715088;
38904,5273437500;-163,0351715088;
38994,2070312500;-163,0351715088;
39084,0898437500;-163,0351715088;
39174,1835937500;-162,6934661865;
39264,4804687500;-162,6048126221;
39354,9882812500;-162,3165893555;
39445,7460937500;-161,8938903809;
39536,6718750000;-161,8872222900;
39627,8085937500;-161,6431274414;
39719,1523437500;-161,6007843018;
39810,7070312500;-161,4703521729;
39902,4765625000;-161,1877136230;
39994,4960937500;-161,0651397705;
40086,6875000000;-160,7172851563;
40179,0898437500;-160,6522064209;
40271,7070312500;-160,6522064209;
40364,5351562500;-160,6522064209;
40457,5781250000;-160,6522064209;
40550,8359375000;-160,6522064209;
40644,3515625000;-160,6522064209;
40738,0390625000;-160,6522064209;
40831,9453125000;-160,6522064209;
40926,0664062500;-160,6522064209;
41020,4023437500;-160,5915679932;
41114,9570312500;-160,5736999512;
41209,7304687500;-160,4270935059;
41304,7656250000;-160,4270935059;
41399,9765625000;-160,4270935059;
41495,4062500000;-160,4270935059;
41591,0585937500;-160,4270935059;
41686,9257812500;-160,4270935059;
41783,0195312500;-160,2478179932;
41879,3789062500;-160,1013793945;
41975,9140625000;-160,1013793945;
42072,6679687500;-160,1013793945;
42169,6484375000;-160,1013793945;
42266,8554687500;-160,1013793945;
42364,2812500000;-159,9465026855;
42461,9335937500;-159,8684082031;
42559,8593750000;-159,8684082031;
42657,9648437500;-159,8684082031;
42756,2929687500;-159,8684082031;
42854,8476562500;-159,8684082031;
42953,6328125000;-159,8684082031;
43052,6445312500;-159,8684082031;
43151,9296875000;-159,8684082031;
43251,3984375000;-160,2027893066;
43351,0976562500;-160,3199920654;
43451,0234375000;-160,7589874268;
43551,1796875000;-160,7680664063;
43651,5703125000;-160,9096832275;
43752,1914062500;-160,9096832275;
43853,0898437500;-160,9096832275;
43954,1757812500;-160,9096832275;
44055,4921875000;-160,9096832275;
44157,0429687500;-160,9096832275;
44258,8281250000;-160,7680664063;
44360,8476562500;-160,5188446045;
44463,1015625000;-160,5188446045;
44565,6406250000;-160,5188446045;
44668,3671875000;-160,5188446045;
44771,3320312500;-160,5188446045;
44874,5351562500;-160,9096832275;
44977,9726562500;-160,9493255615;
45081,6484375000;-161,0494842529;
45185,6171875000;-161,0765686035;
45289,7734375000;-161,3076324463;
45394,1679687500;-161,3591461182;
45498,8046875000;-161,4084167480;
45603,6835937500;-161,4373474121;
45708,8046875000;-161,4084167480;
45814,1640625000;-161,4084167480;
45919,8203125000;-161,4084167480;
46025,6679687500;-161,4084167480;
46131,7617187500;-161,4084167480;
46238,0976562500;-161,4084167480;
46344,6796875000;-161,4373474121;
46451,5078125000;-161,4373474121;
46558,6328125000;-161,4373474121;
46665,9531250000;-161,4373474121;
46773,5234375000;-161,4373474121;
46881,3398437500;-162,3050689697;
46989,4023437500;-162,3997192383;
47097,7187500000;-162,3997192383;
47206,2812500000;-162,4666137695;
47315,1484375000;-162,4822235107;
47424,2109375000;-162,4822235107;
47533,5273437500;-162,3997192383;
47643,0976562500;-162,3050689697;
47752,9179687500;-162,2579803467;
47862,9921875000;-162,2579803467;
47973,3710937500;-162,2579803467;
48083,9531250000;-162,2579803467;
48194,7890625000;-162,2579803467;
48305,8828125000;-162,2579803467;
48417,2304687500;-162,2579803467;
48528,8359375000;-162,2579803467;
48640,6992187500;-162,2579803467;
48752,8710937500;-162,2214813232;
48865,2500000000;-162,2214813232;
48977,8867187500;-161,9934539795;
49090,7851562500;-161,3007659912;
49203,9453125000;-161,1100311279;
49317,3632812500;-161,0437927246;
49431,0429687500;-160,8641204834;
49545,0390625000;-160,8516235352;
49659,2421875000;-160,8516235352;
49773,7109375000;-160,8516235352;
49888,4453125000;-160,8516235352;
50003,4414062500;-160,8516235352;
50118,7031250000;-160,6268157959;
50234,2851562500;-160,5572662354;
50350,0781250000;-160,2675933838;
50466,1367187500;-160,1539154053;
50582,4648437500;-160,0452575684;
50699,0625000000;-159,9917449951;
50815,9257812500;-159,9917449951;
50933,0625000000;-159,9917449951;
51050,5234375000;-159,9917449951;
51168,1953125000;-159,9610900879;
51286,1445312500;-159,9258575439;
51404,3593750000;-159,8373565674;
51522,8515625000;-159,8176269531;
51641,6171875000;-159,7813415527;
51760,7109375000;-159,6501617432;
51880,0234375000;-159,6190338135;
51999,6093750000;-159,3332824707;
52119,4726562500;-159,2618713379;
52239,6093750000;-159,1398315430;
52360,0273437500;-159,2618713379;
52480,7187500000;-159,3332824707;
52601,7500000000;-159,4839782715;
52723,0000000000;-159,4839782715;
52844,5312500000;-159,3332824707;
52966,3398437500;-159,3266296387;
53088,4335937500;-159,2618713379;
53210,8046875000;-159,1398315430;
53333,5195312500;-159,1398315430;
53456,4570312500;-159,2618713379;
53579,6757812500;-159,3266296387;
53703,1835937500;-159,3266296387;
53826,9726562500;-159,3266296387;
53951,0468750000;-159,3266296387;
54075,4062500000;-159,3266296387;
54200,1132812500;-159,3332824707;
54325,0507812500;-159,4000701904;
54450,2734375000;-159,4839782715;
54575,7851562500;-159,4839782715;
54701,5859375000;-159,4839782715;
54827,6757812500;-159,6501617432;
54954,0585937500;-159,6501617432;
55080,7929687500;-159,6501617432;
55207,7578125000;-159,6501617432;
55335,0156250000;-159,6501617432;
55462,5664062500;-159,7184600830;
55590,4101562500;-160,0936431885;
55718,5507812500;-160,1448669434;
55847,0468750000;-160,3700714111;
55975,7773437500;-160,3771820068;
56104,8085937500;-160,3771820068;
56234,1328125000;-160,3771820068;
56363,7578125000;-160,3771820068;
56493,6796875000;-160,3771820068;
56623,9023437500;-160,3771820068;
56754,4843750000;-160,3841094971;
56885,3085937500;-160,6219177246;
57016,4335937500;-160,6219177246;
57147,8593750000;-160,8908996582;
57279,5898437500;-160,8964691162;
57411,6210937500;-160,8964691162;
57544,0234375000;-160,8964691162;
57676,6679687500;-160,8964691162;
57809,6171875000;-160,8964691162;
57942,8710937500;-160,8964691162;
58076,4335937500;-161,0329437256;
58210,3046875000;-160,8964691162;
58344,4843750000;-160,8908996582;
58479,0351562500;-160,8620758057;
58613,8320312500;-160,5592041016;
58748,9414062500;-160,3841094971;
58884,3632812500;-160,3771820068;
59020,0937500000;-160,3771820068;
59156,1406250000;-160,3771820068;
59292,5000000000;-160,3771820068;
59429,2382812500;-160,3677673340;
59566,2265625000;-160,2733764648;
59703,5312500000;-160,1621246338;
59841,1523437500;-160,1471252441;
59979,0898437500;-160,1236724854;
60117,3476562500;-160,0217285156;
60255,9882812500;-159,9627227783;
60394,8828125000;-159,7555389404;
60534,0976562500;-159,7514343262;
60673,6328125000;-159,7514343262;
60813,4882812500;-159,7514343262;
60953,6679687500;-159,7555389404;
61094,1718750000;-159,7555389404;
61235,0625000000;-159,7555389404;
61376,2148437500;-159,7514343262;
61517,6914062500;-159,7492370605;
61659,4960937500;-159,7492370605;
61801,6250000000;-159,7492370605;
61944,0820312500;-159,7492370605;
62086,9335937500;-159,7492370605;
62230,0507812500;-159,7492370605;
62373,4960937500;-159,7492370605;
62517,2695312500;-159,7492370605;
62661,3750000000;-159,7514343262;
62805,8164062500;-159,7514343262;
62950,5859375000;-159,7514343262;
63095,7617187500;-159,7514343262;
63241,2031250000;-159,7514343262;
63386,9765625000;-159,9071197510;
63533,0898437500;-160,1471252441;
63679,5390625000;-160,1471252441;
63826,3242187500;-159,9071197510;
63973,5195312500;-159,9071197510;
64120,9804687500;-159,9071197510;
64268,7851562500;-159,9071197510;
64416,9296875000;-159,9071197510;
64565,4140625000;-160,1471252441;
64714,2421875000;-160,3075408936;
64863,4140625000;-160,3156127930;
65013,0000000000;-160,3784179688;
65162,8593750000;-160,5674591064;
65313,0625000000;-160,5674591064;
65463,6132812500;-160,5674591064;
65614,5156250000;-160,5674591064;
65765,7578125000;-160,3788604736;
65917,3515625000;-160,3784179688;
66069,3671875000;-160,3156127930;
66221,6640625000;-160,3784179688;
66374,3125000000;-160,3788604736;
66527,3125000000;-160,5674591064;
66680,6562500000;-160,6396789551;
66834,3593750000;-160,6608123779;
66988,4921875000;-160,6608123779;
67142,9062500000;-160,6608123779;
67297,6796875000;-160,6608123779;
67452,8046875000;-160,6608123779;
67608,2890625000;-160,6608123779;
67764,1250000000;-160,6608123779;
67920,3281250000;-160,6608123779;
68076,9609375000;-160,6608123779;
68233,8906250000;-160,6608123779;
68391,1718750000;-160,6396789551;
68548,8203125000;-160,5674591064;
68706,8281250000;-160,3788604736;
68865,2031250000;-160,3788604736;
69024,0156250000;-160,3788604736;
69183,1250000000;-160,3788604736;
69342,5937500000;-160,3788604736;
69502,4296875000;-160,5674591064;
69662,6406250000;-160,6396789551;
69823,2187500000;-160,6608123779;
69984,1640625000;-160,6608123779;
70145,5625000000;-160,6818847656;
70307,2500000000;-160,9927062988;
70469,3125000000;-160,9927062988;
70631,7500000000;-160,9927062988;
70794,5625000000;-160,9927062988;
70957,7500000000;-160,9927062988;
71121,3906250000;-160,9927062988;
71285,3281250000;-160,9927062988;
71449,6484375000;-160,9927062988;
71614,3437500000;-160,9927062988;
71779,4218750000;-160,5765380859;
71944,8750000000;-160,5765380859;
72110,7187500000;-160,5059051514;
72277,0156250000;-160,5059051514;
72443,6171875000;-160,5059051514;
72610,6093750000;-160,5059051514;
72777,9765625000;-160,5059051514;
72945,7343750000;-160,5059051514;
73113,8828125000;-160,5059051514;
73282,4140625000;-160,5059051514;
73451,4140625000;-160,0638580322;
73620,7265625000;-159,9927825928;
73790,4296875000;-159,6566925049;
73960,5234375000;-159,9927825928;
74131,0078125000;-160,2553863525;
74301,8828125000;-160,5059051514;
74473,2343750000;-160,5765380859;
74644,8984375000;-160,5765380859;
74816,9609375000;-160,5765380859;
74989,4218750000;-160,5765380859;
75162,2734375000;-160,5765380859;
75335,5312500000;-160,5765380859;
75509,1875000000;-160,5059051514;
75683,3203125000;-160,2553863525;
75857,7812500000;-160,2478942871;
76032,6328125000;-160,2478942871;
76207,8984375000;-160,2478942871;
76383,5625000000;-160,2478942871;
76559,6328125000;-160,2478942871;
76736,1875000000;-160,2478942871;
76913,0703125000;-160,2478942871;
77090,3593750000;-160,2478942871;
77268,0625000000;-160,2553863525;
77446,1718750000;-160,5059051514;
77624,6875000000;-160,5765380859;
77803,6171875000;-160,6000671387;
77983,0468750000;-160,6000671387;
78162,8046875000;-160,6486053467;
78342,9765625000;-160,6486053467;
78523,5625000000;-160,6486053467;
78704,5625000000;-160,6486053467;
78885,9843750000;-160,6486053467;
79067,8203125000;-160,6964111328;
79250,1640625000;-160,6964111328;
79432,8437500000;-160,6000671387;
79615,9375000000;-160,6000671387;
79799,4609375000;-160,6000671387;
79983,4062500000;-160,6000671387;
80167,7734375000;-160,6000671387;
80352,6484375000;-160,3477020264;
80537,8671875000;-160,2478942871;
80723,5156250000;-160,1866149902;
80909,5859375000;-160,2478942871;
81096,0937500000;-160,3477020264;
81283,0234375000;-160,6964111328;
81470,3828125000;-160,8078002930;
81658,2734375000;-161,0120849609;
81846,5000000000;-161,0198974609;
82035,1640625000;-161,4293518066;
82224,2578125000;-161,4980163574;
82413,7890625000;-161,4980163574;
82603,7578125000;-161,4980163574;
82794,2578125000;-161,4980163574;
82985,1015625000;-161,4980163574;
83176,3906250000;-161,4980163574;
83368,1171875000;-161,5062408447;
83560,2890625000;-161,6658325195;
83752,8984375000;-161,7995300293;
83945,9609375000;-161,6658325195;
84139,5546875000;-161,5062408447;
84333,5000000000;-161,4293518066;
84527,8906250000;-161,2946777344;
84722,7343750000;-161,2832946777;
84918,0312500000;-161,0120849609;
85113,7734375000;-160,6467285156;
85310,0546875000;-160,5836334229;
85506,7031250000;-160,3477020264;
85703,8046875000;-160,3477020264;
85901,3515625000;-160,3477020264;
86099,3671875000;-160,5836334229;
86297,8281250000;-160,6467285156;
86496,7500000000;-161,0120849609;
86696,2265625000;-161,2832946777;
86896,0703125000;-161,2946777344;
87096,3671875000;-161,3620300293;
87297,1328125000;-161,3620300293;
87498,3593750000;-161,4293518066;
87700,0468750000;-161,4305725098;
87902,2031250000;-161,5062408447;
88104,9218750000;-161,4305725098;
88308,0078125000;-161,3620300293;
88511,5703125000;-161,2981414795;
88715,5937500000;-161,2981414795;
88920,0859375000;-161,2981414795;
89125,0546875000;-161,2981414795;
89330,5937500000;-161,3620300293;
89536,5078125000;-161,4305725098;
89742,8906250000;-161,7585296631;
89949,7578125000;-161,7995300293;
90157,1015625000;-161,7995300293;
90364,9140625000;-161,7585296631;
90573,2109375000;-161,7265930176;
90782,0937500000;-161,4305725098;
90991,3515625000;-161,4305725098;
91201,0937500000;-161,4305725098;
91411,3203125000;-161,4305725098;
91622,0234375000;-161,4305725098;
91833,2187500000;-161,4305725098;
92045,0078125000;-161,4305725098;
92257,1718750000;-161,7265930176;
92469,8359375000;-161,7585296631;
92682,9843750000;-161,8418121338;
92896,6250000000;-161,8555145264;
93110,7578125000;-161,8555145264;
93325,3828125000;-161,8555145264;
93540,6093750000;-161,8555145264;
93756,2265625000;-161,8555145264;
93972,3437500000;-161,8418121338;
94188,9531250000;-161,7585296631;
94406,0703125000;-161,7585296631;
94623,6796875000;-161,8418121338;
94841,8984375000;-161,8555145264;
95060,5156250000;-161,8418121338;
95279,6328125000;-161,7585296631;
95499,2656250000;-161,7585296631;
95719,3984375000;-161,8418121338;
95940,0390625000;-161,8555145264;
96161,1875000000;-161,9536895752;
96382,9453125000;-161,9536895752;
96605,1171875000;-161,9536895752;
96827,7968750000;-161,9536895752;
97050,9921875000;-161,9536895752;
97274,7031250000;-161,9536895752;
97498,9296875000;-161,8555145264;
97723,6718750000;-161,8555145264;
97949,0390625000;-161,8555145264;
98174,8203125000;-161,8555145264;
98401,1171875000;-161,8555145264;
98627,9375000000;-161,9536895752;
98855,2812500000;-161,9766540527;
99083,1484375000;-161,9846038818;
99311,6562500000;-162,1169281006;
99540,5781250000;-162,1169281006;
99770,0234375000;-162,1169281006;
100000,0000000000;-162,1169281006;
100230,5078125000;-162,1169281006;
100461,5468750000;-161,9846038818;
100693,1171875000;-161,9766540527;
100925,3359375000;-161,9536895752;
101157,9687500000;-161,9051818848;
101391,1484375000;-161,7690887451;
101624,8593750000;-161,7201080322;
101859,1171875000;-161,7201080322;
102093,9062500000;-161,7201080322;
102329,3515625000;-161,6833038330;
102565,2265625000;-161,5365295410;
102801,6484375000;-161,5073852539;
103038,6171875000;-161,5073852539;
103276,1250000000;-161,5073852539;
103514,1875000000;-161,4920501709;
103752,7890625000;-161,4411010742;
103992,0625000000;-161,2329406738;
104231,7734375000;-161,1053314209;
104472,0312500000;-161,0831909180;
104712,8515625000;-161,0807342529;
104954,2187500000;-161,0508117676;
105196,1484375000;-160,9712371826;
105438,6328125000;-160,8721313477;
105681,7890625000;-160,7846679688;
105925,3984375000;-160,7189331055;
106169,5625000000;-160,6625366211;
106414,2890625000;-160,6625366211;
106659,5859375000;-160,6625366211;
106905,4375000000;-160,6625366211;
107151,9843750000;-160,6625366211;
107398,9765625000;-160,6625366211;
107646,5390625000;-160,6625366211;
107894,6718750000;-160,6625366211;
108143,3750000000;-160,6625366211;
108392,6562500000;-160,6625366211;
108642,5078125000;-160,6625366211;
108893,0546875000;-160,6625366211;
109144,0625000000;-160,6625366211;
109395,6484375000;-160,6625366211;
109647,8125000000;-160,6625366211;
109900,5546875000;-160,6625366211;
110153,8828125000;-160,6316223145;
110407,9218750000;-160,5940399170;
110662,4140625000;-160,5313568115;
110917,5000000000;-160,5221862793;
111173,1718750000;-160,5221862793;
111429,4375000000;-160,5221862793;
111686,2890625000;-160,5221862793;
111943,7343750000;-160,5221862793;
112201,8984375000;-160,5313568115;
112460,5312500000;-160,5926361084;
112719,7578125000;-160,6316223145;
112979,5859375000;-160,7367248535;
113240,0078125000;-160,8067932129;
113501,0390625000;-160,8247833252;
113762,7890625000;-160,9164581299;
114025,0234375000;-160,9650268555;
114287,8593750000;-160,9915466309;
114551,2968750000;-161,1061096191;
114815,3437500000;-161,2261657715;
115080,0078125000;-161,3052978516;
115345,2734375000;-161,3288116455;
115611,2812500000;-161,6641387939;
115877,7734375000;-161,6825103760;
116144,8750000000;-161,6825103760;
116412,6015625000;-161,5112609863;
116680,9375000000;-161,3288116455;
116949,8984375000;-161,3052978516;
117219,4765625000;-161,2366180420;
117489,8046875000;-161,1061096191;
117760,6250000000;-161,1061096191;
118032,0703125000;-161,1061096191;
118304,1406250000;-161,2366180420;
118576,8437500000;-161,2366180420;
118850,1718750000;-161,2366180420;
119124,2578125000;-161,2366180420;
119398,8515625000;-161,2366180420;
119674,0703125000;-161,2366180420;
119949,9296875000;-161,2366180420;
120226,4218750000;-161,2366180420;
120503,5546875000;-161,2366180420;
120781,3203125000;-161,2366180420;
121059,8671875000;-161,2366180420;
121338,9140625000;-161,2366180420;
121618,6093750000;-161,2366180420;
121898,9531250000;-161,2366180420;
122179,9375000000;-161,2366180420;
122461,5703125000;-161,1796722412;
122743,9843750000;-161,1796722412;
123026,9218750000;-161,1796722412;
123310,5078125000;-161,1796722412;
123594,7421875000;-161,1796722412;
123879,6406250000;-161,1796722412;
124165,1953125000;-161,1796722412;
124451,3984375000;-161,1796722412;
124738,4062500000;-161,1796722412;
125025,9375000000;-161,1796722412;
125314,1328125000;-161,1796722412;
125602,9921875000;-161,1796722412;
125892,5156250000;-161,1746978760;
126182,7031250000;-161,1155700684;
126473,7031250000;-161,1058959961;
126765,2343750000;-161,1058959961;
127057,4375000000;-161,1058959961;
127350,3125000000;-161,1058959961;
127643,8671875000;-161,0931549072;
127938,0937500000;-160,9869689941;
128233,0000000000;-160,9186096191;
128528,7265625000;-160,8439636230;
128824,9921875000;-160,8394927979;
129121,9453125000;-160,8005828857;
129419,5781250000;-160,7962951660;
129717,8984375000;-160,7846374512;
130016,9140625000;-160,7677459717;
130316,6093750000;-160,5636444092;
130617,1406250000;-160,5496520996;
130918,2265625000;-160,5496520996;
131220,0000000000;-160,5496520996;
131522,4687500000;-160,5496520996;
131825,6406250000;-160,5496520996;
132129,5000000000;-160,5496520996;
132434,2187500000;-160,5636444092;
132739,4843750000;-160,5653533936;
133045,4687500000;-160,5653533936;
133352,1406250000;-160,5653533936;
133659,5312500000;-160,5653533936;
133967,6250000000;-160,5653533936;
134276,4218750000;-160,5653533936;
134586,0937500000;-160,5653533936;
134896,3281250000;-160,5653533936;
135207,2656250000;-160,5653533936;
135518,9375000000;-160,5653533936;
135831,3125000000;-160,5653533936;
136144,4062500000;-160,5653533936;
136458,3906250000;-160,5888519287;
136772,9375000000;-160,6123046875;
137088,2031250000;-160,6278991699;
137404,2031250000;-160,6434478760;
137720,9218750000;-160,6667175293;
138038,3906250000;-160,6899261475;
138356,5781250000;-160,9145050049;
138675,6406250000;-160,9467773438;
138995,2968750000;-161,0475769043;
139315,7031250000;-161,0675964355;
139636,8281250000;-161,1055145264;
139958,7031250000;-161,1883392334;
140281,3125000000;-161,3242340088;
140604,6718750000;-161,3530578613;
140928,9375000000;-161,5927886963;
141253,7812500000;-161,7421875000;
141579,3906250000;-161,7421875000;
141905,7343750000;-161,7421875000;
142232,8437500000;-161,7421875000;
142560,7031250000;-161,7421875000;
142889,4687500000;-161,7421875000;
143218,8281250000;-161,7421875000;
143548,9687500000;-161,7421875000;
143879,8593750000;-161,7421875000;
144211,5156250000;-161,6658630371;
144543,9218750000;-161,5927886963;
144877,1093750000;-161,5927886963;
145211,2187500000;-161,5927886963;
145545,9375000000;-161,6658630371;
145881,4375000000;-161,6658630371;
146217,7031250000;-161,6658630371;
146554,7500000000;-161,6658630371;
146892,5625000000;-161,6658630371;
147231,3281250000;-161,5927886963;
147570,7031250000;-161,5565490723;
147910,8593750000;-161,5565490723;
148251,8125000000;-161,5565490723;
148593,5468750000;-161,5565490723;
148936,0625000000;-161,5565490723;
149279,3750000000;-161,5565490723;
149623,6250000000;-161,5133972168;
149968,5312500000;-161,1466369629;
150314,2187500000;-161,0788726807;
150660,7031250000;-161,0313568115;
151007,9843750000;-160,9874114990;
151356,0625000000;-160,9738464355;
151705,1250000000;-160,9738464355;
