sep=;
Type;FSWP-50;
Version;3.00SP1;
Date;13.Sep 2023;
VSupply;OFF;
Mode;Voltage;
16865,5390625000;-152,7697296143;
16904,4160156250;-152,7697296143;
16943,3808593750;-152,7697296143;
16982,4375000000;-152,7697296143;
17021,5820312500;-152,7697296143;
17060,8183593750;-152,7697296143;
17100,1445312500;-152,7697296143;
17139,5820312500;-152,7697296143;
17179,0898437500;-152,7697296143;
17218,6875000000;-152,7697296143;
17258,3789062500;-152,7697296143;
17298,1601562500;-152,7697296143;
17338,0332031250;-152,8167724609;
17378,0000000000;-152,8885803223;
17418,0761718750;-152,8885803223;
17458,2265625000;-153,0928344727;
17498,4687500000;-153,1882019043;
17538,8027343750;-153,2176055908;
17579,2324218750;-153,2406463623;
17619,7519531250;-153,3067932129;
17660,3867187500;-153,4387817383;
17701,0957031250;-153,6018981934;
17741,8984375000;-153,6025543213;
17782,7949218750;-153,6493988037;
17823,7851562500;-153,6693725586;
17864,8691406250;-153,6693725586;
17906,0488281250;-153,6693725586;
17947,3437500000;-153,7136688232;
17988,7148437500;-153,7136688232;
18030,1796875000;-153,7136688232;
18071,7402343750;-153,7128143311;
18113,3964843750;-153,6693725586;
18155,1484375000;-153,6644439697;
18197,0175781250;-153,6644439697;
18238,9628906250;-153,6644439697;
18281,0058593750;-153,6644439697;
18323,1445312500;-153,6644439697;
18365,3808593750;-153,7128143311;
18407,7148437500;-153,7150421143;
18450,1445312500;-153,7903900146;
18492,6953125000;-153,9252166748;
18535,3222656250;-153,9947814941;
18578,0468750000;-154,0113677979;
18620,8710937500;-154,1801300049;
18663,7929687500;-154,2362060547;
18706,8144531250;-154,2817077637;
18749,9355468750;-154,3507537842;
18793,1757812500;-154,3984222412;
18836,4941406250;-154,4372253418;
18879,9140625000;-154,4372253418;
18923,4335937500;-154,4372253418;
18967,0546875000;-154,4372253418;
19010,7734375000;-154,3984222412;
19054,6171875000;-154,3507537842;
19098,5390625000;-154,3403472900;
19142,5625000000;-154,2817077637;
19186,6875000000;-154,2362060547;
19230,9140625000;-154,1801300049;
19275,2421875000;-154,2362060547;
19319,6738281250;-154,3403472900;
19364,2285156250;-154,3507537842;
19408,8632812500;-154,3984222412;
19453,6015625000;-154,4372253418;
19498,4433593750;-154,6102600098;
19543,3886718750;-154,6719818115;
19588,4375000000;-154,7200927734;
19633,6132812500;-154,8752441406;
19678,8691406250;-155,0344238281;
19724,2304687500;-155,0656280518;
19769,6972656250;-155,0656280518;
19815,2675781250;-155,0656280518;
19860,9433593750;-155,0656280518;
19906,7226562500;-155,0656280518;
19952,6328125000;-155,0656280518;
19998,6250000000;-155,1126251221;
20044,7226562500;-155,1280822754;
20090,9277343750;-155,1480865479;
20137,2382812500;-155,1480865479;
20183,6562500000;-155,1480865479;
20230,2031250000;-155,1480865479;
20276,8339843750;-155,1280822754;
20323,5742187500;-155,1126251221;
20370,4218750000;-155,0656280518;
20417,3769531250;-154,8752441406;
20464,4394531250;-154,7036437988;
20511,6113281250;-154,6719818115;
20558,9160156250;-154,6719818115;
20606,3046875000;-154,6719818115;
20653,8046875000;-154,6719818115;
20701,4121093750;-154,6719818115;
20749,1308593750;-154,6719818115;
20796,9589843750;-154,7036437988;
20844,8984375000;-154,7303009033;
20892,9687500000;-155,1126251221;
20941,1289062500;-154,8085174561;
20989,4003906250;-154,7303009033;
21037,7812500000;-154,7036437988;
21086,2753906250;-154,6518859863;
21134,8808593750;-154,6218414307;
21183,6210937500;-154,6218414307;
21232,4511718750;-154,6218414307;
21281,3945312500;-154,6218414307;
21330,4492187500;-154,6218414307;
21379,6171875000;-154,6218414307;
21428,8984375000;-154,6518859863;
21478,2929687500;-154,7036437988;
21527,8261718750;-154,7303009033;
21577,4492187500;-154,7303009033;
21627,1875000000;-154,7303009033;
21677,0390625000;-154,6518859863;
21727,0058593750;-154,5311279297;
21777,0878906250;-154,5311279297;
21827,3105468750;-154,5311279297;
21877,6230468750;-154,5311279297;
21928,0527343750;-154,5311279297;
21978,5996093750;-154,5311279297;
22029,2617187500;-154,7303009033;
22080,0410156250;-154,8085174561;
22130,9355468750;-154,9204406738;
22181,9746093750;-154,9519195557;
22233,1054687500;-155,0182952881;
22284,3535156250;-155,1143035889;
22335,7207031250;-155,2247772217;
22387,2070312500;-155,4379882813;
22438,8105468750;-155,6893005371;
22490,5585937500;-155,6893005371;
22542,4003906250;-155,6893005371;
22594,3632812500;-155,6893005371;
22646,4433593750;-155,6893005371;
22698,6464843750;-155,9499511719;
22750,9667968750;-156,0052795410;
22803,4101562500;-156,0052795410;
22855,9980468750;-156,0052795410;
22908,6835937500;-156,0052795410;
22961,4902343750;-156,0365447998;
23014,4179687500;-156,0365447998;
23067,4667968750;-156,0365447998;
23120,6386718750;-156,0365447998;
23173,9335937500;-156,0365447998;
23227,3769531250;-156,0365447998;
23280,9179687500;-156,1175231934;
23334,5820312500;-156,1570587158;
23388,3710937500;-156,2211151123;
23442,2812500000;-156,2561645508;
23496,3183593750;-156,4857177734;
23550,5039062500;-156,4965209961;
23604,7910156250;-156,5158386230;
23659,2011718750;-156,5274047852;
23713,7363281250;-156,5274047852;
23768,3984375000;-156,5158386230;
23823,1875000000;-156,4965209961;
23878,1015625000;-156,4857177734;
23933,1679687500;-156,3507690430;
23988,3359375000;-156,2561645508;
24043,6308593750;-156,2211151123;
24099,0527343750;-156,2211151123;
24154,6035156250;-156,2211151123;
24210,2812500000;-156,1570587158;
24266,1132812500;-156,1175231934;
24322,0488281250;-155,8130950928;
24378,1132812500;-155,8130950928;
24434,3066406250;-155,8130950928;
24490,6289062500;-155,8130950928;
24547,0820312500;-155,8130950928;
24603,6640625000;-155,7795104980;
24660,4042968750;-155,6242370605;
24717,2480468750;-155,5816802979;
24774,2226562500;-155,6242370605;
24831,3300781250;-155,8130950928;
24888,5683593750;-155,8130950928;
24945,9375000000;-155,8130950928;
25003,4394531250;-155,8130950928;
25061,1015625000;-155,8130950928;
25118,8691406250;-155,8130950928;
25176,7714843750;-155,8130950928;
25234,8046875000;-155,8130950928;
25292,9726562500;-155,8130950928;
25351,2753906250;-155,8130950928;
25409,7402343750;-155,8130950928;
25468,3105468750;-155,8130950928;
25527,0175781250;-155,8130950928;
25585,8593750000;-155,8130950928;
25644,8359375000;-155,8130950928;
25703,9492187500;-155,7181549072;
25763,1972656250;-155,8130950928;
25822,6132812500;-155,8130950928;
25882,1347656250;-155,8130950928;
25941,7949218750;-155,8130950928;
26001,5937500000;-155,9346923828;
26061,5292968750;-155,9895782471;
26121,6015625000;-156,0541534424;
26181,8437500000;-156,6733245850;
26242,1953125000;-156,7202148438;
26302,6835937500;-156,7202148438;
26363,3144531250;-156,7202148438;
26424,0839843750;-156,7202148438;
26484,9921875000;-156,7202148438;
26546,0429687500;-156,7202148438;
26607,2617187500;-156,7202148438;
26668,5937500000;-156,7202148438;
26730,0664062500;-156,7202148438;
26791,6816406250;-156,7202148438;
26853,4375000000;-156,7202148438;
26915,3378906250;-156,6733245850;
26977,4082031250;-156,6733245850;
27039,5937500000;-156,6733245850;
27101,9218750000;-156,6733245850;
27164,3945312500;-156,6733245850;
27227,0097656250;-156,6733245850;
27289,7695312500;-156,6733245850;
27352,6738281250;-156,6733245850;
27415,7539062500;-156,6733245850;
27478,9492187500;-156,6609954834;
27542,2910156250;-156,2450866699;
27605,7773437500;-156,2288513184;
27669,4101562500;-156,2288513184;
27733,1914062500;-156,2288513184;
27797,1171875000;-156,2450866699;
27861,2226562500;-156,6609954834;
27925,4453125000;-156,6609954834;
27989,8144531250;-156,6609954834;
28054,3339843750;-156,6609954834;
28119,0000000000;-156,6609954834;
28183,8164062500;-156,2450866699;
28248,8144531250;-156,2288513184;
28313,9296875000;-156,2288513184;
28379,1953125000;-156,2288513184;
28444,6113281250;-156,2288513184;
28510,1777343750;-156,2450866699;
28575,8964843750;-156,6609954834;
28641,7656250000;-156,7379455566;
28707,8183593750;-156,7379455566;
28773,9921875000;-156,7379455566;
28840,3183593750;-156,7379455566;
28906,7968750000;-156,7446289063;
28973,4296875000;-156,7922210693;
29040,2148437500;-156,8265533447;
29107,1855468750;-156,8669738770;
29174,2812500000;-156,9229431152;
29241,5292968750;-157,1213073730;
29308,9335937500;-157,4773254395;
29376,4921875000;-157,4773254395;
29444,2070312500;-157,3873901367;
29512,0781250000;-157,2866363525;
29580,1386718750;-157,1497192383;
29648,3222656250;-156,9838104248;
29716,6640625000;-156,9838104248;
29785,1621093750;-156,9838104248;
29853,8203125000;-156,9838104248;
29922,6347656250;-156,9838104248;
29991,6406250000;-156,9838104248;
30060,7734375000;-156,9229431152;
30130,0664062500;-156,8421783447;
30199,5175781250;-156,8265533447;
30269,1308593750;-156,8421783447;
30338,9023437500;-156,8616333008;
30408,8359375000;-156,9229431152;
30478,9648437500;-156,9838104248;
30549,2207031250;-157,0321044922;
30619,6386718750;-157,1497192383;
30690,2187500000;-157,2193298340;
30760,9628906250;-157,1497192383;
30831,8691406250;-157,0943450928;
30902,9375000000;-157,0321044922;
30974,2050781250;-156,9838104248;
31045,6035156250;-156,9838104248;
31117,1660156250;-156,9838104248;
31188,8925781250;-156,9838104248;
31260,7851562500;-156,9838104248;
31332,8437500000;-156,8906402588;
31405,1035156250;-156,8906402588;
31477,4941406250;-156,8906402588;
31550,0507812500;-156,8906402588;
31622,7773437500;-156,8906402588;
31695,6699218750;-156,8906402588;
31768,7304687500;-156,8906402588;
31841,9589843750;-156,8906402588;
31915,3925781250;-156,8906402588;
31988,9589843750;-156,8906402588;
32062,6972656250;-156,8906402588;
32136,6035156250;-156,9891662598;
32210,6796875000;-157,0321044922;
32284,9277343750;-157,0943450928;
32359,3828125000;-157,1399536133;
32433,9726562500;-157,2193298340;
32508,7363281250;-157,2762145996;
32583,6718750000;-157,2835845947;
32658,7792968750;-157,3711242676;
32734,0585937500;-157,3998107910;
32809,5156250000;-157,4250488281;
32885,1796875000;-157,4356231689;
32960,9804687500;-157,5766143799;
33036,9570312500;-157,7494354248;
33113,1093750000;-157,9487304688;
33189,4375000000;-157,9487304688;
33265,9414062500;-157,9487304688;
33342,6250000000;-157,9487304688;
33419,5156250000;-157,9487304688;
33496,5507812500;-157,9487304688;
33573,7617187500;-158,1647338867;
33651,1523437500;-158,2052917480;
33728,7226562500;-158,2084808350;
33806,4687500000;-158,2169799805;
33884,4335937500;-158,2187652588;
33962,5390625000;-158,2967681885;
34040,8242187500;-158,3637847900;
34119,2890625000;-158,3639831543;
34197,9375000000;-158,4267883301;
34276,7656250000;-158,4670104980;
34355,7773437500;-158,4670104980;
34435,0078125000;-158,4670104980;
34514,3828125000;-158,4670104980;
34593,9414062500;-158,4670104980;
34673,6835937500;-158,4670104980;
34753,6054687500;-158,4367370605;
34833,7187500000;-158,4267883301;
34914,0507812500;-158,3639831543;
34994,5273437500;-158,3639831543;
35075,1953125000;-158,3639831543;
35156,0429687500;-158,3639831543;
35237,0820312500;-158,2169799805;
35318,3046875000;-158,2084808350;
35399,7148437500;-158,0955352783;
35481,3554687500;-157,9050140381;
35563,1406250000;-157,7952270508;
35645,1171875000;-157,7411804199;
35727,2812500000;-157,7018280029;
35809,6367187500;-157,7018280029;
35892,1796875000;-157,7018280029;
35974,9531250000;-157,7018280029;
36057,8789062500;-157,7411804199;
36140,9921875000;-157,7999725342;
36224,3007812500;-157,8093872070;
36307,8007812500;-157,8093872070;
36391,4921875000;-157,8093872070;
36475,3789062500;-157,8093872070;
36559,4960937500;-157,8093872070;
36643,7695312500;-157,7999725342;
36728,2343750000;-157,7411804199;
36812,8945312500;-157,7411804199;
36897,7539062500;-157,7411804199;
36982,8046875000;-157,7411804199;
37068,0507812500;-157,7411804199;
37153,5390625000;-157,7411804199;
37239,1796875000;-157,7411804199;
37325,0195312500;-157,7411804199;
37411,0546875000;-157,7958068848;
37497,2890625000;-157,7999725342;
37583,7226562500;-157,8093872070;
37670,3984375000;-157,8144531250;
37757,2304687500;-157,8314666748;
37844,2656250000;-157,8348541260;
37931,5000000000;-157,9207611084;
38018,9335937500;-157,9793243408;
38106,5703125000;-157,9793243408;
38194,4062500000;-157,9793243408;
38282,4921875000;-157,9793243408;
38370,7343750000;-157,9793243408;
38459,1796875000;-157,9793243408;
38547,8320312500;-157,9793243408;
38636,6875000000;-157,9793243408;
38725,7500000000;-157,9793243408;
38815,0585937500;-157,9793243408;
38904,5273437500;-157,9793243408;
38994,2070312500;-157,9793243408;
39084,0898437500;-157,9793243408;
39174,1835937500;-157,9793243408;
39264,4804687500;-157,9793243408;
39354,9882812500;-157,9768676758;
39445,7460937500;-157,9538726807;
39536,6718750000;-157,9538726807;
39627,8085937500;-157,9538726807;
39719,1523437500;-157,9768676758;
39810,7070312500;-158,0732269287;
39902,4765625000;-158,1616821289;
39994,4960937500;-158,3362274170;
40086,6875000000;-158,3362274170;
40179,0898437500;-158,3362274170;
40271,7070312500;-158,3362274170;
40364,5351562500;-158,3362274170;
40457,5781250000;-158,3362274170;
40550,8359375000;-158,3362274170;
40644,3515625000;-158,3362274170;
40738,0390625000;-158,3362274170;
40831,9453125000;-158,3362274170;
40926,0664062500;-158,0732269287;
41020,4023437500;-158,0298004150;
41114,9570312500;-157,9768676758;
41209,7304687500;-157,9768676758;
41304,7656250000;-158,0298004150;
41399,9765625000;-158,2093505859;
41495,4062500000;-158,2093505859;
41591,0585937500;-158,2093505859;
41686,9257812500;-158,2093505859;
41783,0195312500;-158,2093505859;
41879,3789062500;-158,2093505859;
41975,9140625000;-158,2093505859;
42072,6679687500;-158,2093505859;
42169,6484375000;-158,2093505859;
42266,8554687500;-158,2834167480;
42364,2812500000;-158,3541564941;
42461,9335937500;-158,3643341064;
42559,8593750000;-158,4356842041;
42657,9648437500;-158,8252410889;
42756,2929687500;-158,8865203857;
42854,8476562500;-158,8252410889;
42953,6328125000;-158,6425323486;
43052,6445312500;-158,6242980957;
43151,9296875000;-158,6242980957;
43251,3984375000;-158,6242980957;
43351,0976562500;-158,6043548584;
43451,0234375000;-158,4852752686;
43551,1796875000;-158,4356842041;
43651,5703125000;-158,3643341064;
43752,1914062500;-158,3541564941;
43853,0898437500;-158,2834167480;
43954,1757812500;-158,2093505859;
44055,4921875000;-158,2093505859;
44157,0429687500;-158,2093505859;
44258,8281250000;-158,2093505859;
44360,8476562500;-158,2834167480;
44463,1015625000;-158,3643341064;
44565,6406250000;-158,4356842041;
44668,3671875000;-158,4372406006;
44771,3320312500;-158,4852752686;
44874,5351562500;-158,6043548584;
44977,9726562500;-158,6043548584;
45081,6484375000;-158,6131896973;
45185,6171875000;-158,6242980957;
45289,7734375000;-158,6287384033;
45394,1679687500;-158,6425323486;
45498,8046875000;-158,6665802002;
45603,6835937500;-158,6678009033;
45708,8046875000;-158,7560577393;
45814,1640625000;-158,8865203857;
45919,8203125000;-158,8865203857;
46025,6679687500;-158,8865203857;
46131,7617187500;-158,8865203857;
46238,0976562500;-158,8865203857;
46344,6796875000;-158,9769744873;
46451,5078125000;-158,9769744873;
46558,6328125000;-158,9769744873;
46665,9531250000;-158,9769744873;
46773,5234375000;-158,9769744873;
46881,3398437500;-158,9769744873;
46989,4023437500;-158,9769744873;
47097,7187500000;-158,9960632324;
47206,2812500000;-159,0017242432;
47315,1484375000;-159,0151824951;
47424,2109375000;-159,1184082031;
47533,5273437500;-159,1844787598;
47643,0976562500;-159,2997589111;
47752,9179687500;-159,3486175537;
47862,9921875000;-159,2997589111;
47973,3710937500;-159,2780914307;
48083,9531250000;-159,1844787598;
48194,7890625000;-159,1844787598;
48305,8828125000;-159,1844787598;
48417,2304687500;-159,1844787598;
48528,8359375000;-159,2780914307;
48640,6992187500;-159,2997589111;
48752,8710937500;-159,3486175537;
48865,2500000000;-159,4150390625;
48977,8867187500;-159,4150390625;
49090,7851562500;-159,4150390625;
49203,9453125000;-159,4150390625;
49317,3632812500;-159,2997589111;
49431,0429687500;-159,2997589111;
49545,0390625000;-159,2997589111;
49659,2421875000;-159,4150390625;
49773,7109375000;-159,4295654297;
49888,4453125000;-159,4379272461;
50003,4414062500;-159,4857330322;
50118,7031250000;-159,5375671387;
50234,2851562500;-159,5750732422;
50350,0781250000;-159,7449340820;
50466,1367187500;-159,7449340820;
50582,4648437500;-159,7449340820;
50699,0625000000;-159,7449340820;
50815,9257812500;-159,7449340820;
50933,0625000000;-159,7733459473;
51050,5234375000;-159,7816314697;
51168,1953125000;-160,0024414063;
51286,1445312500;-159,7816314697;
51404,3593750000;-159,7449340820;
51522,8515625000;-159,6074829102;
51641,6171875000;-159,5750732422;
51760,7109375000;-159,6074829102;
51880,0234375000;-159,7449340820;
51999,6093750000;-159,7449340820;
52119,4726562500;-159,7449340820;
52239,6093750000;-159,7449340820;
52360,0273437500;-159,7449340820;
52480,7187500000;-159,7449340820;
52601,7500000000;-159,7449340820;
52723,0000000000;-159,7449340820;
52844,5312500000;-159,7449340820;
52966,3398437500;-159,7816314697;
53088,4335937500;-159,8358764648;
53210,8046875000;-159,9199829102;
53333,5195312500;-159,9259490967;
53456,4570312500;-160,0423126221;
53579,6757812500;-160,0423126221;
53703,1835937500;-159,9259490967;
53826,9726562500;-159,9199829102;
53951,0468750000;-159,8358764648;
54075,4062500000;-159,7816314697;
54200,1132812500;-159,7449340820;
54325,0507812500;-159,6074829102;
54450,2734375000;-159,6071624756;
54575,7851562500;-159,5751495361;
54701,5859375000;-159,6071624756;
54827,6757812500;-159,6071624756;
54954,0585937500;-159,6071624756;
55080,7929687500;-159,6071624756;
55207,7578125000;-159,5751495361;
55335,0156250000;-159,4920043945;
55462,5664062500;-159,4920043945;
55590,4101562500;-159,4920043945;
55718,5507812500;-159,5751495361;
55847,0468750000;-159,6071624756;
55975,7773437500;-159,6490783691;
56104,8085937500;-159,6490783691;
56234,1328125000;-159,6490783691;
56363,7578125000;-159,8358764648;
56493,6796875000;-160,0423126221;
56623,9023437500;-160,0872802734;
56754,4843750000;-160,0872802734;
56885,3085937500;-160,0423126221;
57016,4335937500;-160,0423126221;
57147,8593750000;-160,0423126221;
57279,5898437500;-160,0423126221;
57411,6210937500;-160,0423126221;
57544,0234375000;-160,0423126221;
57676,6679687500;-160,0423126221;
57809,6171875000;-159,7881774902;
57942,8710937500;-159,7499084473;
58076,4335937500;-159,7499084473;
58210,3046875000;-159,7499084473;
58344,4843750000;-159,7499084473;
58479,0351562500;-159,7881774902;
58613,8320312500;-160,0514373779;
58748,9414062500;-160,0872802734;
58884,3632812500;-160,3668670654;
59020,0937500000;-160,5854949951;
59156,1406250000;-160,6394653320;
59292,5000000000;-160,6453857422;
59429,2382812500;-160,8301849365;
59566,2265625000;-160,8301849365;
59703,5312500000;-160,8301849365;
59841,1523437500;-160,8301849365;
59979,0898437500;-160,8301849365;
60117,3476562500;-160,8301849365;
60255,9882812500;-160,8301849365;
60394,8828125000;-160,6453857422;
60534,0976562500;-160,5854949951;
60673,6328125000;-160,3668670654;
60813,4882812500;-160,0514373779;
60953,6679687500;-160,0514373779;
61094,1718750000;-160,0514373779;
61235,0625000000;-159,9978027344;
61376,2148437500;-159,7881774902;
61517,6914062500;-159,7499084473;
61659,4960937500;-159,9978027344;
61801,6250000000;-159,9978027344;
61944,0820312500;-159,9978027344;
62086,9335937500;-159,9978027344;
62230,0507812500;-159,9978027344;
62373,4960937500;-159,9978027344;
62517,2695312500;-159,9978027344;
62661,3750000000;-160,3545532227;
62805,8164062500;-160,3545532227;
62950,5859375000;-160,3545532227;
63095,7617187500;-160,3545532227;
63241,2031250000;-160,3545532227;
63386,9765625000;-160,1964111328;
63533,0898437500;-160,1964111328;
63679,5390625000;-159,9978027344;
63826,3242187500;-159,5253448486;
63973,5195312500;-159,3168334961;
64120,9804687500;-159,2635040283;
64268,7851562500;-159,1528015137;
64416,9296875000;-159,1528015137;
64565,4140625000;-159,1528015137;
64714,2421875000;-159,2635040283;
64863,4140625000;-159,3168334961;
65013,0000000000;-159,3168334961;
65162,8593750000;-159,3168334961;
65313,0625000000;-159,3168334961;
65463,6132812500;-159,3168334961;
65614,5156250000;-159,3168334961;
65765,7578125000;-159,3168334961;
65917,3515625000;-159,3168334961;
66069,3671875000;-159,2854003906;
66221,6640625000;-159,2854003906;
66374,3125000000;-159,2854003906;
66527,3125000000;-159,3738250732;
66680,6562500000;-159,2854003906;
66834,3593750000;-159,2854003906;
66988,4921875000;-159,2854003906;
67142,9062500000;-159,2696228027;
67297,6796875000;-159,2635040283;
67452,8046875000;-159,1581420898;
67608,2890625000;-159,1528015137;
67764,1250000000;-159,1528015137;
67920,3281250000;-159,1528015137;
68076,9609375000;-159,1528015137;
68233,8906250000;-159,1581420898;
68391,1718750000;-159,2635040283;
68548,8203125000;-159,2696228027;
68706,8281250000;-159,2696228027;
68865,2031250000;-159,2685394287;
69024,0156250000;-159,2685394287;
69183,1250000000;-159,2685394287;
69342,5937500000;-159,2696228027;
69502,4296875000;-159,2854003906;
69662,6406250000;-159,3651885986;
69823,2187500000;-159,2854003906;
69984,1640625000;-159,2696228027;
70145,5625000000;-159,2685394287;
70307,2500000000;-159,1916809082;
70469,3125000000;-159,1581420898;
70631,7500000000;-159,1431884766;
70794,5625000000;-159,1190032959;
70957,7500000000;-159,1581420898;
71121,3906250000;-159,1916809082;
71285,3281250000;-159,2685394287;
71449,6484375000;-159,3651885986;
71614,3437500000;-159,3875732422;
71779,4218750000;-159,3875732422;
71944,8750000000;-159,3875732422;
72110,7187500000;-159,4104156494;
72277,0156250000;-159,6199340820;
72443,6171875000;-159,6199340820;
72610,6093750000;-159,6199340820;
72777,9765625000;-159,6199340820;
72945,7343750000;-159,6199340820;
73113,8828125000;-159,6199340820;
73282,4140625000;-159,6199340820;
73451,4140625000;-159,6199340820;
73620,7265625000;-159,6199340820;
73790,4296875000;-159,6199340820;
73960,5234375000;-159,6199340820;
74131,0078125000;-159,6199340820;
74301,8828125000;-159,8506927490;
74473,2343750000;-159,8506927490;
74644,8984375000;-159,8506927490;
74816,9609375000;-159,8884735107;
74989,4218750000;-159,9470062256;
75162,2734375000;-160,0129394531;
75335,5312500000;-160,0129394531;
75509,1875000000;-160,0129394531;
75683,3203125000;-160,0455322266;
75857,7812500000;-160,3904876709;
76032,6328125000;-160,3995056152;
76207,8984375000;-160,4155273438;
76383,5625000000;-160,4182434082;
76559,6328125000;-160,4182434082;
76736,1875000000;-160,4182434082;
76913,0703125000;-160,4182434082;
77090,3593750000;-160,3995056152;
77268,0625000000;-160,3995056152;
77446,1718750000;-160,3904876709;
77624,6875000000;-160,2949676514;
77803,6171875000;-160,0455322266;
77983,0468750000;-160,0129394531;
78162,8046875000;-159,8506927490;
78342,9765625000;-159,6987152100;
78523,5625000000;-159,6987152100;
78704,5625000000;-159,8506927490;
78885,9843750000;-160,0129394531;
79067,8203125000;-160,0129394531;
79250,1640625000;-160,0129394531;
79432,8437500000;-160,0129394531;
79615,9375000000;-159,8506927490;
79799,4609375000;-159,7612304688;
79983,4062500000;-159,7612304688;
80167,7734375000;-159,7612304688;
80352,6484375000;-159,7612304688;
80537,8671875000;-159,7612304688;
80723,5156250000;-160,0455322266;
80909,5859375000;-160,0455322266;
81096,0937500000;-159,8542480469;
81283,0234375000;-159,7612304688;
81470,3828125000;-159,6987152100;
81658,2734375000;-159,3791809082;
81846,5000000000;-159,2327575684;
82035,1640625000;-159,2327575684;
82224,2578125000;-159,2327575684;
82413,7890625000;-159,2327575684;
82603,7578125000;-159,2327575684;
82794,2578125000;-159,2327575684;
82985,1015625000;-159,2327575684;
83176,3906250000;-159,3791809082;
83368,1171875000;-159,4921875000;
83560,2890625000;-159,6987152100;
83752,8984375000;-159,7424774170;
83945,9609375000;-159,7424774170;
84139,5546875000;-159,7424774170;
84333,5000000000;-159,7424774170;
84527,8906250000;-159,7424774170;
84722,7343750000;-159,7424774170;
84918,0312500000;-159,7424774170;
85113,7734375000;-159,7424774170;
85310,0546875000;-159,7254333496;
85506,7031250000;-159,4921875000;
85703,8046875000;-159,2327575684;
85901,3515625000;-159,2327575684;
86099,3671875000;-159,4921875000;
86297,8281250000;-159,7254333496;
86496,7500000000;-159,7424774170;
86696,2265625000;-159,7424774170;
86896,0703125000;-159,7424774170;
87096,3671875000;-159,7424774170;
87297,1328125000;-159,7254333496;
87498,3593750000;-159,4921875000;
87700,0468750000;-159,4921875000;
87902,2031250000;-159,6326904297;
88104,9218750000;-159,7254333496;
88308,0078125000;-159,7424774170;
88511,5703125000;-159,7593383789;
88715,5937500000;-159,7905731201;
88920,0859375000;-159,9105377197;
89125,0546875000;-159,7905731201;
89330,5937500000;-159,7593383789;
89536,5078125000;-159,7424774170;
89742,8906250000;-159,7254333496;
89949,7578125000;-159,7254333496;
90157,1015625000;-159,7254333496;
90364,9140625000;-159,7254333496;
90573,2109375000;-159,7254333496;
90782,0937500000;-159,6326904297;
90991,3515625000;-159,6326904297;
91201,0937500000;-159,8667755127;
91411,3203125000;-160,0731658936;
91622,0234375000;-160,0731658936;
91833,2187500000;-160,0731658936;
92045,0078125000;-160,0731658936;
92257,1718750000;-160,2201385498;
92469,8359375000;-160,2433776855;
92682,9843750000;-160,3298034668;
92896,6250000000;-160,3873291016;
93110,7578125000;-160,4345703125;
93325,3828125000;-160,3873291016;
93540,6093750000;-160,3298034668;
93756,2265625000;-160,2582244873;
93972,3437500000;-160,2582244873;
94188,9531250000;-160,2433776855;
94406,0703125000;-160,2201385498;
94623,6796875000;-160,2201385498;
94841,8984375000;-160,2201385498;
95060,5156250000;-160,2201385498;
95279,6328125000;-160,2201385498;
95499,2656250000;-160,2582244873;
95719,3984375000;-160,2582244873;
95940,0390625000;-160,1399993896;
96161,1875000000;-160,0731658936;
96382,9453125000;-160,0338897705;
96605,1171875000;-160,0338897705;
96827,7968750000;-160,0338897705;
97050,9921875000;-160,0338897705;
97274,7031250000;-160,0338897705;
97498,9296875000;-160,0073547363;
97723,6718750000;-159,9960784912;
97949,0390625000;-159,9802398682;
98174,8203125000;-159,9802398682;
98401,1171875000;-159,9802398682;
98627,9375000000;-159,9405822754;
98855,2812500000;-159,9121551514;
99083,1484375000;-159,8625488281;
99311,6562500000;-159,8625488281;
99540,5781250000;-159,8625488281;
99770,0234375000;-159,8625488281;
100000,0000000000;-159,7344665527;
100230,5078125000;-159,5672149658;
100461,5468750000;-159,3912048340;
100693,1171875000;-159,2505493164;
100925,3359375000;-159,2505493164;
101157,9687500000;-159,2505493164;
101391,1484375000;-159,3912048340;
101624,8593750000;-159,3912048340;
101859,1171875000;-159,3912048340;
102093,9062500000;-159,3912048340;
102329,3515625000;-159,5616607666;
102565,2265625000;-159,5672149658;
102801,6484375000;-159,7344665527;
103038,6171875000;-159,8625488281;
103276,1250000000;-159,8625488281;
103514,1875000000;-159,7344665527;
103752,7890625000;-159,6700897217;
103992,0625000000;-159,5672149658;
104231,7734375000;-159,5616607666;
104472,0312500000;-159,3912048340;
104712,8515625000;-159,2505493164;
104954,2187500000;-159,2474517822;
105196,1484375000;-159,2431488037;
105438,6328125000;-159,1504058838;
105681,7890625000;-159,1504058838;
105925,3984375000;-159,1504058838;
106169,5625000000;-159,1504058838;
106414,2890625000;-159,2001342773;
106659,5859375000;-159,2474517822;
106905,4375000000;-159,2505493164;
107151,9843750000;-159,5616607666;
107398,9765625000;-159,6700897217;
107646,5390625000;-159,7784271240;
107894,6718750000;-159,8930053711;
108143,3750000000;-160,0362091064;
108392,6562500000;-160,2050781250;
108642,5078125000;-160,3020782471;
108893,0546875000;-160,3020782471;
109144,0625000000;-160,3020782471;
109395,6484375000;-160,3020782471;
109647,8125000000;-160,3020782471;
109900,5546875000;-160,3020782471;
110153,8828125000;-160,0996093750;
110407,9218750000;-160,0996093750;
110662,4140625000;-160,0996093750;
110917,5000000000;-160,0362091064;
111173,1718750000;-159,9341735840;
