sep=;
380,1893310547;-120,9512939453;
381,0658874512;-121,2820434570;
381,9442749023;-121,6127166748;
382,8247070313;-121,9433975220;
383,7073364258;-122,1893920898;
384,5918273926;-122,3820800781;
385,4783325195;-122,5747604370;
386,3668823242;-122,7674407959;
387,2576904297;-122,8975372314;
388,1503601074;-123,0107192993;
389,0450744629;-123,1239013672;
389,9420471191;-123,2371063232;
390,8409118652;-123,3095855713;
391,7418212891;-123,3818435669;
392,6450195313;-123,4541168213;
393,5501098633;-123,5233383179;
394,4572753906;-123,5826568604;
395,3665161133;-123,6419754028;
396,2780761719;-123,7013092041;
397,1915283203;-123,7735137939;
398,1070861816;-123,8582839966;
399,0249633789;-123,9430694580;
399,9447631836;-124,0278396606;
400,8666381836;-124,1586532593;
401,7908935547;-124,3002853394;
402,7170410156;-124,4418716431;
403,6453552246;-124,5918960571;
404,5759887695;-124,7914276123;
405,5085754395;-124,9909210205;
406,4432983398;-125,1904144287;
407,3801879883;-125,4022369385;
408,3194580078;-125,6259078979;
409,2606506348;-125,8495254517;
410,2040100098;-126,0731430054;
411,1498107910;-126,2752151489;
412,0975341797;-126,4750213623;
413,0474548340;-126,6748352051;
413,9997863770;-126,8597488403;
414,9540710449;-127,0146636963;
415,9105834961;-127,1695785522;
416,8692626953;-127,3244934082;
417,8304138184;-127,4611434937;
418,7935485840;-127,5928115845;
419,7588806152;-127,7244796753;
420,7266845703;-127,8582077026;
421,6965026855;-127,9973449707;
422,6685485840;-128,1364746094;
423,6430664063;-128,2756500244;
424,6195983887;-128,4250183105;
425,5983581543;-128,5772399902;
426,5796203613;-128,7294921875;
427,5629272461;-128,8797760010;
428,5484924316;-129,0259857178;
429,5363159180;-129,1721954346;
430,5266723633;-129,3184356689;
431,5190734863;-129,4304351807;
432,5137634277;-129,5381622314;
433,5109558105;-129,6459045410;
434,5102233887;-129,7064208984;
435,5118103027;-129,7162933350;
436,5159301758;-129,7261657715;
437,5221252441;-129,7203979492;
438,5306701660;-129,5779418945;
439,5415039063;-129,4355010986;
440,5549316406;-129,2930145264;
441,5704345703;-129,0880889893;
442,5882873535;-128,8622283936;
443,6087341309;-128,6363372803;
444,6312561035;-128,4342346191;
445,6561889648;-128,2647705078;
446,6836853027;-128,0952758789;
447,7133178711;-127,9434127808;
448,7453308105;-127,9223632813;
449,7799682617;-127,9012985229;
450,8167419434;-127,8802490234;
451,8559265137;-128,0216369629;
452,8974609375;-128,1937866211;
453,9416809082;-128,3659667969;
454,9880371094;-128,6656951904;
456,0368347168;-129,0549468994;
457,0882873535;-129,4443054199;
458,1419067383;-129,9118499756;
459,1979370117;-130,5193328857;
460,2566833496;-131,1269836426;
461,3175964355;-131,7530975342;
462,3809814453;-132,4818725586;
463,4468078613;-133,2106323242;
464,5153198242;-133,9395599365;
465,5860900879;-134,4963073730;
466,6592712402;-135,0480651855;
467,7352294922;-135,5999755859;
468,8133850098;-135,8954772949;
469,8940429688;-136,1322174072;
470,9774169922;-136,3689880371;
472,0630798340;-136,3958740234;
473,1512145996;-136,3229827881;
474,2421264648;-136,2500610352;
475,3352661133;-136,0425872803;
476,4309692383;-135,7313079834;
477,5291748047;-135,4200134277;
478,6301574707;-135,0890655518;
479,7334289551;-134,7363586426;
480,8392639160;-134,3836364746;
481,9479064941;-134,0378417969;
483,0588073730;-133,7024383545;
484,1723022461;-133,3670349121;
485,2886352539;-133,0497894287;
486,4072570801;-132,7655639648;
487,5284423828;-132,4813385010;
488,6522521973;-132,2232818604;
489,7788696289;-132,0183868408;
490,9078674316;-131,8135375977;
492,0394287109;-131,6341552734;
493,1738891602;-131,5077972412;
494,3106994629;-131,3814697266;
495,4501037598;-131,2814483643;
496,5924377441;-131,2325286865;
497,7371215820;-131,1836395264;
498,8844299316;-131,1711425781;
500,0343933105;-131,2192840576;
501,1872863770;-131,2674407959;
502,3425598145;-131,3643188477;
503,5004882813;-131,5256195068;
504,6613769531;-131,6869659424;
505,8246459961;-131,8783264160;
506,9906311035;-132,0989837646;
508,1595458984;-132,3196868896;
509,3309020996;-132,4148406982;
510,5049438477;-132,4267730713;
511,6819763184;-132,4387054443;
512,8614501953;-132,0172576904;
514,0436401367;-131,4235839844;
515,2285156250;-130,8299255371;
516,4164428711;-129,8673706055;
517,6068115234;-128,8394165039;
518,7999267578;-127,8114776611;
519,9960937500;-126,7978668213;
521,1947021484;-125,7845230103;
522,3961181641;-124,8070449829;
523,6005859375;-124,0027465820;
524,8074951172;-123,1986770630;
526,0172119141;-122,4869003296;
527,2297363281;-121,9386444092;
528,4453125000;-121,3902664185;
529,6633911133;-120,9917678833;
530,8843383789;-120,7072067261;
532,1083374023;-120,4225997925;
533,3348999023;-120,3481903076;
534,5642700195;-120,3286895752;
535,7967529297;-120,3186645508;
537,0317993164;-120,5665740967;
538,2697143555;-120,8144989014;
539,5107421875;-121,1426544189;
540,7543945313;-121,6620178223;
542,0008544922;-122,1813507080;
543,2501831055;-122,8562850952;
544,5027465820;-123,6476516724;
545,7578735352;-124,4388122559;
547,0158691406;-125,4405364990;
548,2770385742;-126,4749298096;
549,5408935547;-127,5254287720;
550,8076171875;-128,6512145996;
552,0775756836;-129,7772827148;
553,3501586914;-130,7851715088;
554,6256713867;-131,6775054932;
555,9041137695;-132,5698242188;
557,1857910156;-133,2604064941;
558,4701538086;-133,9148254395;
559,7575073242;-134,5858001709;
561,0480957031;-135,3197174072;
562,3413085938;-136,0534210205;
563,6375732422;-136,9444274902;
564,9370727539;-137,9475097656;
566,2393188477;-138,9503936768;
567,5445556641;-140,0803985596;
568,8530883789;-141,2137298584;
570,1643066406;-141,9355621338;
571,4785766602;-141,9956359863;
572,7958984375;-142,0557250977;
574,1165161133;-141,7660980225;
575,4399414063;-141,3921813965;
576,7663574219;-141,0015869141;
578,0961303711;-140,5588836670;
579,4287109375;-140,1162719727;
580,7643432617;-139,4128112793;
582,1033325195;-138,5954589844;
583,4451293945;-137,7664184570;
584,7900390625;-136,8768310547;
586,1380004883;-135,9872741699;
587,4894409180;-135,2139739990;
588,8436279297;-134,5045928955;
590,2009277344;-133,8268737793;
591,5617065430;-133,3386383057;
592,9253540039;-132,8504943848;
594,2920532227;-132,5040588379;
595,6622924805;-132,2323608398;
597,0353393555;-131,9987945557;
598,4114990234;-131,9388732910;
599,7912597656;-131,8789215088;
601,1738281250;-131,9691772461;
602,5595703125;-132,1180267334;
603,9484863281;-132,3195037842;
605,3409423828;-132,6616058350;
606,7363281250;-133,0036468506;
608,1348876953;-133,4451599121;
609,5369873047;-133,9058074951;
610,9420166016;-134,3334197998;
612,3502807617;-134,7155151367;
613,7621459961;-135,0945739746;
615,1769409180;-135,2541503906;
616,5949707031;-135,4137268066;
618,0162353516;-135,5279998779;
619,4411621094;-135,6146697998;
620,8690185547;-135,7186279297;
622,3001708984;-135,8769378662;
623,7349243164;-136,0352783203;
625,1726684570;-136,2239379883;
626,6137695313;-136,4169464111;
628,0584716797;-136,5605773926;
629,5062255859;-136,6587066650;
630,9572753906;-136,7393188477;
632,4120483398;-136,7398376465;
633,8697509766;-136,7403564453;
635,3308715820;-136,7899627686;
636,7953491211;-136,8481597900;
638,2636108398;-137,0049591064;
639,7348022461;-137,2475433350;
641,2094726563;-137,5404663086;
642,6878662109;-138,0013580322;
644,1693115234;-138,4621582031;
645,6541137695;-139,0235137939;
647,1427612305;-139,5915679932;
648,6344604492;-139,9912719727;
650,1296386719;-140,3040161133;
651,6282348633;-140,4094696045;
653,1306152344;-140,1922607422;
654,6361694336;-139,9359893799;
656,1451416016;-139,4295196533;
657,6579589844;-138,9229431152;
659,1738891602;-138,4414367676;
660,6933593750;-137,9629974365;
662,2166748047;-137,5856170654;
663,7431030273;-137,2609405518;
665,2730712891;-137,0003509521;
666,8065795898;-136,8225860596;
668,3439941406;-136,6674499512;
669,8845825195;-136,5898895264;
671,4287109375;-136,5142517090;
672,9767456055;-136,5078735352;
674,5280151367;-136,5014953613;
676,0828857422;-136,5486450195;
677,6416625977;-136,6060485840;
679,2036743164;-136,6811676025;
680,7692871094;-136,7653045654;
682,3388671875;-136,8183288574;
683,9116821289;-136,8397674561;
685,4881591797;-136,8299102783;
687,0682983398;-136,7595672607;
688,6524047852;-136,6894073486;
690,2398071289;-136,6199951172;
691,8308105469;-136,5558319092;
693,4259643555;-136,5706176758;
695,0243530273;-136,5854034424;
696,6264038086;-136,6905212402;
698,2325439453;-136,8015899658;
699,8420410156;-136,9744415283;
701,4552001953;-137,1603698730;
703,0721435547;-137,3872375488;
704,6931762695;-137,6299285889;
706,3175048828;-137,8967437744;
707,9456176758;-138,1778411865;
709,5778808594;-138,4500427246;
711,2135009766;-138,7147216797;
712,8529052734;-138,9228363037;
714,4964599609;-139,0679931641;
716,1434326172;-139,1367340088;
717,7941894531;-139,0955505371;
719,4491577148;-139,0046691895;
721,1075439453;-138,8242034912;
722,7697753906;-138,6260833740;
724,4357910156;-138,3891601563;
726,1060791016;-138,1447296143;
727,7797851563;-137,8811492920;
729,4573974609;-137,6093444824;
731,1392211914;-137,3133087158;
732,8245239258;-137,0139160156;
734,5137329102;-136,7036132813;
736,2072753906;-136,4036560059;
737,9042968750;-136,1380920410;
739,6052246094;-135,8992614746;
741,3100585938;-135,7470092773;
743,0192260742;-135,6337127686;
744,7319335938;-135,6383361816;
746,4486083984;-135,6865997314;
748,1696166992;-135,8530426025;
749,8942260742;-136,0576934814;
751,6227416992;-136,3514862061;
753,3557128906;-136,6656494141;
755,0922851563;-137,0192565918;
756,8328247070;-137,3629608154;
758,5777587891;-137,6911315918;
760,3263549805;-137,9747314453;
762,0789794922;-138,2027435303;
763,8356323242;-138,3655090332;
765,5967407227;-138,4655914307;
767,3614501953;-138,5117492676;
769,1303100586;-138,5195465088;
770,9036254883;-138,5073852539;
772,6806030273;-138,4852447510;
774,4616699219;-138,4625244141;
776,2473144531;-138,4396209717;
778,0366210938;-138,4059753418;
779,8300170898;-138,3705444336;
781,6276245117;-138,3283538818;
783,4297485352;-138,2898406982;
785,2355957031;-138,2964324951;
787,0455932617;-138,3247070313;
788,8602294922;-138,4374694824;
790,6786499023;-138,5857849121;
792,5012207031;-138,8042602539;
794,3284301758;-139,0366973877;
796,1593627930;-139,2843322754;
797,9945678711;-139,4737396240;
799,8344726563;-139,6281890869;
801,6781616211;-139,6348419189;
803,5260620117;-139,5999603271;
805,3782348633;-139,3942260742;
807,2351684570;-139,1717529297;
809,0958862305;-138,8989868164;
810,9609375000;-138,6463165283;
812,8306884766;-138,4417572021;
814,7042846680;-138,2934875488;
816,5822753906;-138,2058258057;
818,4649658203;-138,1878356934;
820,3516235352;-138,2033233643;
822,2425537109;-138,2675933838;
824,1378784180;-138,3378906250;
826,0380249023;-138,3995819092;
827,9421386719;-138,4396209717;
829,8505859375;-138,4298248291;
831,7639160156;-138,3721466064;
833,6812133789;-138,2714080811;
835,6029052734;-138,1373291016;
837,5294799805;-137,9925231934;
839,4600219727;-137,8836669922;
841,3950195313;-137,7989196777;
843,3349609375;-137,7897033691;
845,2789306641;-137,8416900635;
847,2273559570;-137,9566040039;
849,1802978516;-138,1423797607;
851,1381835938;-138,3506774902;
853,1000976563;-138,5145721436;
855,0665893555;-138,5983886719;
857,0380249023;-138,4878845215;
859,0135498047;-138,2251434326;
860,9936523438;-137,8484497070;
862,9787597656;-137,4630737305;
864,9680175781;-137,0998840332;
866,9617919922;-136,8675231934;
868,9602050781;-136,7234649658;
870,9636840820;-136,6862945557;
872,9713134766;-136,7873687744;
874,9835815430;-136,9423675537;
877,0009765625;-137,2267150879;
879,0225219727;-137,5298919678;
881,0487670898;-137,8622894287;
883,0800781250;-138,1205291748;
885,1156616211;-138,3405609131;
887,1559448242;-138,3934631348;
889,2008666992;-138,4237213135;
891,2510375977;-138,4187622070;
893,3054199219;-138,4673614502;
895,3645629883;-138,5426025391;
897,4289550781;-138,6950836182;
899,4975585938;-138,8476409912;
901,5709838867;-139,0003204346;
903,6496582031;-139,0691833496;
905,7326660156;-139,0946197510;
907,8204345703;-139,0122833252;
909,9135131836;-138,8876342773;
912,0109252930;-138,7294921875;
914,1131591797;-138,5602111816;
916,2202758789;-138,3961181641;
918,3327026367;-138,2440032959;
920,4495239258;-138,1066131592;
922,5712280273;-137,9762420654;
924,6983642578;-137,8557434082;
926,8298339844;-137,7348480225;
928,9662475586;-137,6135559082;
931,1080932617;-137,4864501953;
933,2543334961;-137,3637390137;
935,4055786133;-137,2493896484;
937,5617675781;-137,1819152832;
939,7233886719;-137,1517028809;
941,8895263672;-137,2114562988;
944,0606689453;-137,3768157959;
946,2373046875;-137,6183624268;
948,4184570313;-138,0523681641;
950,6046142578;-138,6237030029;
952,7963867188;-139,3148956299;
954,9926147461;-140,2241821289;
957,1939697266;-141,0473632813;
959,4008789063;-141,7587738037;
961,6123657227;-141,7525634766;
963,8289794922;-141,5231628418;
966,0506591797;-141,0447692871;
968,2780151367;-140,5412445068;
970,5099487305;-140,0492248535;
972,7470092773;-139,5900115967;
974,9898071289;-139,2524108887;
977,2372436523;-139,0113220215;
979,4898681641;-138,9288177490;
981,7481689453;-139,0209197998;
984,0111694336;-139,1951293945;
986,2794189453;-139,4580535889;
988,5528564453;-139,6891174316;
990,8320922852;-139,8515319824;
993,1160278320;-139,8785552979;
995,4052124023;-139,7290039063;
997,7002563477;-139,5119781494;
1000,0000000000;-139,1651153564;
1002,3050537109;-138,9340515137;
1004,6160278320;-138,7904663086;
1006,9317016602;-138,7656250000;
1009,2527465820;-138,8389739990;
1011,5797119141;-138,9486694336;
1013,9114990234;-139,0114593506;
1016,2485961914;-138,9616241455;
1018,5911254883;-138,7913818359;
1020,9396362305;-138,5471191406;
1023,2929687500;-138,2946014404;
1025,6517333984;-138,0863800049;
1028,0164794922;-137,9530181885;
1030,3861083984;-137,9081726074;
1032,7612304688;-137,9540100098;
1035,1424560547;-138,0818634033;
1037,5284423828;-138,2693176270;
1039,9200439453;-138,4703979492;
1042,3171386719;-138,6319427490;
1044,7203369141;-138,7220306396;
1047,1285400391;-138,7497863770;
1049,5422363281;-138,7582244873;
1051,9620361328;-138,7965698242;
1054,3868408203;-138,8967742920;
1056,8173828125;-139,0637207031;
1059,2539062500;-139,2786102295;
1061,6955566406;-139,5136871338;
1064,1429443359;-139,7514648438;
1066,5964355469;-139,9922332764;
1069,0549316406;-140,2392578125;
1071,5192871094;-140,4713287354;
1073,9891357422;-140,6279602051;
1076,4653320313;-140,6323852539;
1078,9466552734;-140,4444885254;
1081,4337158203;-140,0899353027;
1083,9271240234;-139,6316070557;
1086,4256591797;-139,1314392090;
1088,9299316406;-138,6399230957;
1091,4405517578;-138,2000427246;
1093,9564208984;-137,8484954834;
1096,4781494141;-137,6139068604;
1099,0056152344;-137,5166778564;
1101,5394287109;-137,5679016113;
1104,0786132813;-137,7655487061;
1106,6235351563;-138,0319213867;
1109,1750488281;-138,4298095703;
1111,7316894531;-138,8457641602;
1114,2943115234;-139,1941528320;
1116,8635253906;-139,4006500244;
1119,4379882813;-139,4397277832;
1122,0183105469;-139,3499908447;
1124,6052246094;-139,2028503418;
1127,1976318359;-139,0540008545;
1129,7958984375;-138,9210357666;
1132,4001464844;-138,7929534912;
1135,0109863281;-138,6542510986;
1137,6273193359;-138,5032653809;
1140,2496337891;-138,3528747559;
1142,8785400391;-138,2201995850;
1145,5129394531;-138,1193847656;
1148,1534423828;-138,0623168945;
1150,8006591797;-138,1013946533;
1153,4533691406;-138,3105773926;
1156,1121826172;-138,5801696777;
1158,7770996094;-138,9267578125;
1161,4487304688;-139,2894439697;
1164,1259765625;-139,5773162842;
1166,8093261719;-139,7122955322;
1169,4996337891;-139,6781921387;
1172,1954345703;-139,5229339600;
1174,8973388672;-139,3202514648;
1177,6062011719;-139,1338806152;
1180,3206787109;-138,9995117188;
1183,0413818359;-138,9228057861;
1185,7684326172;-138,8899230957;
1188,5023193359;-138,8840484619;
1191,2419433594;-138,8984069824;
1193,9877929688;-138,9758911133;
1196,7407226563;-139,1232604980;
1199,4992675781;-139,2485198975;
1202,2642822266;-139,3484344482;
1205,0361328125;-139,3690948486;
1207,8138427734;-139,2707977295;
1210,5980224609;-139,0608367920;
1213,3891601563;-138,7942352295;
1216,1861572266;-138,5384979248;
1218,9895019531;-138,3432922363;
1221,7993164063;-138,2341461182;
1224,6163330078;-138,2519836426;
1227,4392089844;-138,4195861816;
1230,2685546875;-138,5836791992;
1233,1051025391;-138,7368164063;
1235,9475097656;-138,8380432129;
1238,7963867188;-138,8619232178;
1241,6525878906;-138,8107757568;
1244,5146484375;-138,7154083252;
1247,3834228516;-138,5976867676;
1250,2586669922;-138,5948944092;
1253,1413574219;-138,6880645752;
1256,0299072266;-138,8323364258;
1258,9251708984;-138,9916992188;
1261,8277587891;-139,1273803711;
1264,7363281250;-139,2121887207;
1267,6516113281;-139,2290344238;
1270,5743408203;-139,1692199707;
1273,5031738281;-139,1023559570;
1276,4385986328;-139,0202331543;
1279,3815917969;-138,9172515869;
1282,3306884766;-138,7900543213;
1285,2866210938;-138,6467285156;
1288,2492675781;-138,4554443359;
1291,2194824219;-138,3549194336;
1294,1958007813;-138,3790435791;
1297,1790771484;-138,4798126221;
1300,1697998047;-138,6530609131;
1303,1667480469;-139,0202636719;
1306,1706542969;-139,4296722412;
1309,1822509766;-139,6508483887;
1312,1999511719;-139,7731018066;
1315,2247314453;-139,7754058838;
1318,2563476563;-139,6801147461;
1321,2957763672;-139,4801635742;
1324,3414306641;-139,3488769531;
1327,3941650391;-139,3367156982;
1330,4545898438;-139,3617248535;
1333,5214843750;-139,3900146484;
1336,5953369141;-139,3813171387;
1339,6770019531;-139,3354644775;
1342,7650146484;-139,3316040039;
1345,8602294922;-139,3939666748;
1348,9632568359;-139,6694030762;
1352,0727539063;-140,1241607666;
1355,1893310547;-140,4848327637;
1358,3131103516;-140,7836761475;
1361,4448242188;-140,8845672607;
1364,5831298828;-140,4837036133;
1367,7285156250;-139,8197631836;
1370,8820800781;-139,4621734619;
1374,0419921875;-139,2910919189;
1377,2092285156;-139,4516754150;
1380,3846435547;-139,9623260498;
1383,5665283203;-140,3972625732;
1386,7557373047;-140,7411956787;
1389,9522705078;-140,8816375732;
1393,1569824219;-140,7591857910;
1396,3682861328;-140,6244506836;
1399,5870361328;-140,4618682861;
1402,8139648438;-140,0528564453;
1406,0474853516;-139,4581298828;
1409,2885742188;-139,0056915283;
1412,5378417969;-138,4517974854;
1415,7938232422;-138,1629180908;
1419,0573730469;-138,1846771240;
1422,3292236328;-138,3590545654;
1425,6077880859;-138,8015899658;
1428,8939208984;-139,2568206787;
1432,1876220703;-139,4593353271;
1435,4896240234;-139,5738067627;
1438,7985839844;-139,5684509277;
1442,1151123047;-139,5374298096;
1445,4400634766;-139,4910125732;
1448,7718505859;-139,4369812012;
1452,1114501953;-139,3883514404;
1455,4594726563;-139,3397979736;
1458,8143310547;-139,3323211670;
1462,1770019531;-139,4722900391;
1465,5474853516;-139,7114715576;
1468,9265136719;-140,3160552979;
1472,3125000000;-141,1397094727;
1475,7061767578;-141,7257385254;
1479,1086425781;-142,3687591553;
1482,5180664063;-142,5795593262;
1485,9354248047;-142,4247894287;
1489,3614501953;-141,9304199219;
1492,7945556641;-141,3135528564;
1496,2354736328;-140,6331024170;
1499,6853027344;-140,0058593750;
1503,1420898438;-139,6671447754;
1506,6069335938;-139,3597869873;
1510,0798339844;-139,2717590332;
1513,5615234375;-139,3420410156;
1517,0502929688;-139,5689697266;
1520,5472412109;-139,8406066895;
1524,0531005859;-139,9991760254;
1527,5661621094;-140,1557159424;
1531,0872802734;-140,2224426270;
1534,6173095703;-140,1506347656;
1538,1547851563;-139,9574127197;
1541,7003173828;-139,7816162109;
1545,2540283203;-139,5654602051;
1548,8167724609;-139,4614105225;
1552,3869628906;-139,4653167725;
1555,9653320313;-139,4616699219;
1559,5527343750;-139,4029541016;
1563,1477050781;-139,1972045898;
1566,7508544922;-138,9118499756;
1570,3631591797;-138,6599426270;
1573,9829101563;-138,5606231689;
1577,6110839844;-138,7220611572;
1581,2475585938;-139,0595550537;
1584,8933105469;-139,3325805664;
1588,5466308594;-139,6713562012;
1592,2083740234;-139,8806762695;
1595,8793945313;-139,9477844238;
1599,5579833984;-139,9546356201;
1603,2451171875;-139,9406280518;
1606,9415283203;-139,9442596436;
1610,6457519531;-139,9937896729;
1614,3583984375;-140,0743865967;
1618,0804443359;-140,1313934326;
1621,8101806641;-140,1804962158;
1625,5485839844;-140,1678009033;
1629,2956542969;-140,0790557861;
1633,0521240234;-139,9640502930;
1636,8165283203;-139,8802642822;
1640,5894775391;-139,8652343750;
1644,3720703125;-139,9459533691;
1648,1624755859;-140,0695953369;
1651,9615478516;-140,1735687256;
1655,7703857422;-140,2244567871;
1659,5870361328;-140,2114410400;
1663,4124755859;-140,1563110352;
1667,2468261719;-140,0256958008;
1671,0908203125;-139,8055572510;
1674,9427490234;-139,4868774414;
1678,8035888672;-139,1674346924;
1682,6743164063;-138,9569396973;
1686,5529785156;-138,8914031982;
1690,4406738281;-139,0096740723;
1694,3381347656;-139,3648376465;
1698,2437744141;-139,7429656982;
1702,1583251953;-140,1659545898;
1706,0828857422;-140,5517578125;
1710,0155029297;-140,7249298096;
1713,9571533203;-140,6432342529;
1717,9079589844;-140,3332366943;
1721,8687744141;-140,0152587891;
1725,8378906250;-139,8323211670;
1729,8160400391;-139,7725524902;
1733,8043212891;-139,7819519043;
1737,8009033203;-139,7465515137;
1741,8066406250;-139,6475830078;
1745,8225097656;-139,5140228271;
1749,8468017578;-139,3993988037;
1753,8803710938;-139,3250427246;
1757,9230957031;-139,2466430664;
1761,9761962891;-139,1919097900;
1766,0377197266;-139,1657257080;
1770,1085205078;-139,1745300293;
1774,1898193359;-139,2062072754;
1778,2794189453;-139,2494506836;
1782,3784179688;-139,2924957275;
1786,4879150391;-139,3399505615;
1790,6059570313;-139,3443908691;
1794,7333984375;-139,2581329346;
1798,8713378906;-139,1294555664;
1803,0179443359;-139,1273956299;
1807,1739501953;-139,2544555664;
1811,3397216797;-139,5258026123;
1815,5158691406;-139,7640686035;
1819,7008056641;-139,9973297119;
1823,8953857422;-140,2394714355;
1828,1005859375;-140,3591613770;
1832,3144531250;-140,4511413574;
1836,5380859375;-140,5288696289;
1840,7724609375;-140,5492095947;
1845,0155029297;-140,4294891357;
1849,2684326172;-140,2167205811;
1853,5311279297;-139,9181823730;
1857,8046875000;-139,5445251465;
1862,0870361328;-139,3916320801;
1866,3792724609;-139,4902496338;
1870,6824951172;-139,7619018555;
1874,9945068359;-140,1729125977;
1879,3165283203;-140,4023590088;
1883,6495361328;-140,5091247559;
1887,9914550781;-140,5477142334;
1892,3433837891;-140,5307464600;
1896,7064208984;-140,4557800293;
1901,0784912109;-140,2857818604;
1905,4605712891;-140,1540985107;
1909,8527832031;-140,1430053711;
1914,2562255859;-140,2013549805;
1918,6687011719;-140,2948760986;
1923,0914306641;-140,3897705078;
1927,5252685547;-140,4935760498;
1931,9683837891;-140,6089782715;
1936,4217529297;-140,6092376709;
1940,8863525391;-140,3109588623;
1945,3602294922;-140,0115814209;
1949,8444824219;-139,8348083496;
1954,3389892578;-139,9091033936;
1958,8449707031;-140,2485504150;
1963,3602294922;-140,4748687744;
1967,8858642578;-140,5116729736;
1972,4230957031;-140,3622741699;
1976,9696044922;-140,1726531982;
1981,5267333984;-140,0710601807;
1986,0953369141;-140,0398406982;
1990,6734619141;-140,0001678467;
1995,2620849609;-139,9129028320;
1999,8624267578;-139,8368682861;
2004,4722900391;-139,8569183350;
2009,0926513672;-139,9776153564;
2013,7237548828;-140,2242431641;
2018,3666992188;-140,6476745605;
2023,0191650391;-140,9515228271;
2027,6823730469;-140,9877471924;
2032,3574218750;-140,8821258545;
2037,0421142578;-140,7970275879;
2041,7376708984;-140,7222900391;
2046,4451904297;-140,5678863525;
2051,1623535156;-140,2632141113;
2055,8903808594;-139,8369293213;
2060,6293945313;-139,3924102783;
2065,3803710938;-139,0281372070;
2070,1413574219;-138,8585815430;
2074,9130859375;-138,8312377930;
2079,6970214844;-138,9933319092;
2084,4909667969;-139,3472442627;
2089,2958984375;-139,8040618896;
2094,1130371094;-140,3129882813;
2098,9399414063;-140,8592224121;
2103,7783203125;-141,2993774414;
2108,6276855469;-141,4458770752;
2113,4892578125;-141,4256591797;
2118,3610839844;-141,4552764893;
2123,2438964844;-141,5403289795;
2128,1394042969;-141,5773620605;
2133,0449218750;-141,4237823486;
2137,9616699219;-141,1484375000;
2142,8911132813;-140,8653717041;
2147,8305664063;-140,6935424805;
2152,7814941406;-140,7051544189;
2157,7448730469;-140,7866821289;
2162,7187500000;-140,7524566650;
2167,7038574219;-140,6372680664;
2172,7006835938;-140,5941314697;
2177,7099609375;-140,6136474609;
2182,7297363281;-140,5759277344;
2187,7612304688;-140,4923706055;
2192,8054199219;-140,4890594482;
2197,8598632813;-140,5833892822;
2202,9260253906;-140,6888122559;
2208,0051269531;-140,8088073730;
2213,0949707031;-140,9846038818;
2218,1962890625;-141,1030426025;
2223,3093261719;-140,9819946289;
2228,4353027344;-140,7317352295;
2233,5720214844;-140,6953887939;
2238,7207031250;-140,9603729248;
2243,8823242188;-141,3053283691;
2249,0546875000;-141,4867248535;
2254,2387695313;-141,4336700439;
2259,4362792969;-141,2080535889;
2264,6442871094;-140,9559173584;
2269,8645019531;-140,7696075439;
2275,0979003906;-140,6751403809;
2280,3422851563;-140,6979064941;
2285,5986328125;-140,7726287842;
2290,8671875000;-140,7747497559;
2296,1489257813;-140,7221679688;
2301,4416503906;-140,7390289307;
2306,7468261719;-140,7710723877;
2312,0651855469;-140,7019805908;
2317,3947753906;-140,6181640625;
2322,7365722656;-140,5985565186;
2328,0917968750;-140,5828552246;
2333,4582519531;-140,4774017334;
2338,8369140625;-140,3474426270;
2344,2282714844;-140,3322448730;
2349,6330566406;-140,4270324707;
2355,0490722656;-140,5904083252;
2360,4777832031;-140,8470764160;
2365,9201660156;-141,1869812012;
2371,3737792969;-141,5226745605;
2376,8398437500;-141,6311492920;
2382,3200683594;-141,4987792969;
2387,8112792969;-141,3074493408;
2393,3154296875;-141,2584991455;
2398,8334960938;-141,2092437744;
2404,3630371094;-141,0373382568;
2409,9052734375;-140,8679351807;
2415,4602050781;-140,9156188965;
2421,0292968750;-141,2235260010;
2426,6101074219;-141,4633483887;
2432,2036132813;-141,5948638916;
2437,8112792969;-141,8123626709;
2443,4306640625;-142,0711517334;
2449,0629882813;-142,1266326904;
2454,7094726563;-141,9823150635;
2460,3676757813;-141,9002838135;
2466,0390625000;-141,8283691406;
2471,7233886719;-141,8630218506;
2477,4223632813;-142,1938476563;
2483,1330566406;-142,4435424805;
2488,8566894531;-142,1907501221;
2494,5952148438;-141,3267211914;
2500,3454589844;-140,7030029297;
2506,1088867188;-140,6608276367;
2511,8869628906;-140,8421630859;
2517,6770019531;-140,9680023193;
2523,4804687500;-140,9553985596;
2529,2985839844;-140,9325561523;
2535,1289062500;-140,8968200684;
2540,9726562500;-140,9183502197;
2546,8295898438;-141,0443878174;
2552,7016601563;-141,3028411865;
2558,5859375000;-141,7421264648;
2564,4836425781;-141,9505615234;
2570,3962402344;-141,8453674316;
2576,3212890625;-141,5611724854;
2582,2597656250;-141,3556060791;
2588,2136230469;-141,3060760498;
2594,1796875000;-141,1655731201;
2600,1594238281;-140,7781982422;
2606,1528320313;-140,3651275635;
2612,1616210938;-140,1357879639;
2618,1828613281;-140,4327697754;
2624,2180175781;-141,1401214600;
2630,2685546875;-141,8597717285;
2636,3312988281;-142,2376403809;
2642,4084472656;-142,2974853516;
2648,5007324219;-142,0024871826;
2654,6057128906;-141,6115112305;
2660,7248535156;-141,3404083252;
2666,8593750000;-141,2718200684;
