sep=;
Type;FSWP-50;
Version;3.00SP1;
Date;13.Sep 2023;
VSupply;OFF;
Mode;Voltage;
20090,9277343750;-158,9495391846;
20137,2382812500;-159,0425109863;
20183,6562500000;-159,1481170654;
20230,2031250000;-159,1481170654;
20276,8339843750;-159,1481170654;
20323,5742187500;-159,1481170654;
20370,4218750000;-159,0425109863;
20417,3769531250;-158,9495391846;
20464,4394531250;-158,9322967529;
20511,6113281250;-158,7256011963;
20558,9160156250;-158,7211151123;
20606,3046875000;-158,5515594482;
20653,8046875000;-158,4646148682;
20701,4121093750;-158,4646148682;
20749,1308593750;-158,4646148682;
20796,9589843750;-158,4646148682;
20844,8984375000;-158,4646148682;
20892,9687500000;-158,4646148682;
20941,1289062500;-158,4646148682;
20989,4003906250;-158,4646148682;
21037,7812500000;-158,4646148682;
21086,2753906250;-158,4646148682;
21134,8808593750;-158,5515594482;
21183,6210937500;-158,5926666260;
21232,4511718750;-158,7211151123;
21281,3945312500;-158,7211151123;
21330,4492187500;-158,7211151123;
21379,6171875000;-158,7211151123;
21428,8984375000;-158,7211151123;
21478,2929687500;-158,7256011963;
21527,8261718750;-158,7256011963;
21577,4492187500;-158,7211151123;
21627,1875000000;-158,5926666260;
21677,0390625000;-158,5926666260;
21727,0058593750;-158,5926666260;
21777,0878906250;-158,5926666260;
21827,3105468750;-158,5926666260;
21877,6230468750;-158,5868225098;
21928,0527343750;-158,5515594482;
21978,5996093750;-158,5515594482;
22029,2617187500;-158,5515594482;
22080,0410156250;-158,5515594482;
22130,9355468750;-158,5868225098;
22181,9746093750;-158,5868225098;
22233,1054687500;-158,5868225098;
22284,3535156250;-158,5926666260;
22335,7207031250;-158,6036071777;
22387,2070312500;-158,6700134277;
22438,8105468750;-158,6036071777;
22490,5585937500;-158,5926666260;
22542,4003906250;-158,5868225098;
22594,3632812500;-158,2835998535;
22646,4433593750;-158,5868225098;
22698,6464843750;-158,6036071777;
22750,9667968750;-158,6700134277;
22803,4101562500;-159,0176239014;
22855,9980468750;-159,0176239014;
22908,6835937500;-158,6700134277;
22961,4902343750;-158,6700134277;
23014,4179687500;-158,6700134277;
23067,4667968750;-158,6700134277;
23120,6386718750;-158,6700134277;
23173,9335937500;-158,6700134277;
23227,3769531250;-158,6700134277;
23280,9179687500;-158,6585540771;
23334,5820312500;-158,6700134277;
23388,3710937500;-159,0176239014;
23442,2812500000;-159,0839843750;
23496,3183593750;-159,0176239014;
23550,5039062500;-159,0163574219;
23604,7910156250;-158,9653167725;
23659,2011718750;-158,6700134277;
23713,7363281250;-158,6700134277;
23768,3984375000;-158,6700134277;
23823,1875000000;-158,6585540771;
23878,1015625000;-158,6036071777;
23933,1679687500;-158,3986206055;
23988,3359375000;-158,3913421631;
24043,6308593750;-158,3986206055;
24099,0527343750;-158,3986206055;
24154,6035156250;-158,3986206055;
24210,2812500000;-158,3986206055;
24266,1132812500;-158,3986206055;
24322,0488281250;-158,6585540771;
24378,1132812500;-158,6585540771;
24434,3066406250;-158,6585540771;
24490,6289062500;-158,6585540771;
24547,0820312500;-158,4047393799;
24603,6640625000;-158,4047393799;
24660,4042968750;-158,3986206055;
24717,2480468750;-158,3913421631;
24774,2226562500;-158,3913421631;
24831,3300781250;-158,3913421631;
24888,5683593750;-158,3265228271;
24945,9375000000;-157,8633270264;
25003,4394531250;-157,8633270264;
25061,1015625000;-158,0843048096;
25118,8691406250;-158,0843048096;
25176,7714843750;-158,0843048096;
25234,8046875000;-157,8633270264;
25292,9726562500;-157,8314056396;
25351,2753906250;-157,3326721191;
25409,7402343750;-157,2737579346;
25468,3105468750;-157,2677459717;
25527,0175781250;-157,2446441650;
25585,8593750000;-157,1289215088;
25644,8359375000;-157,0863952637;
25703,9492187500;-157,1289215088;
25763,1972656250;-157,2677459717;
25822,6132812500;-157,2737579346;
25882,1347656250;-157,3326721191;
25941,7949218750;-157,5257873535;
26001,5937500000;-157,5257873535;
26061,5292968750;-157,5257873535;
26121,6015625000;-157,5257873535;
26181,8437500000;-157,5257873535;
26242,1953125000;-157,5257873535;
26302,6835937500;-157,5257873535;
26363,3144531250;-157,5257873535;
26424,0839843750;-157,5257873535;
26484,9921875000;-157,5257873535;
26546,0429687500;-157,8314056396;
26607,2617187500;-157,8507385254;
26668,5937500000;-157,8507385254;
26730,0664062500;-157,8507385254;
26791,6816406250;-157,9461975098;
26853,4375000000;-158,0843048096;
26915,3378906250;-158,1832580566;
26977,4082031250;-158,1832580566;
27039,5937500000;-158,1832580566;
27101,9218750000;-158,1832580566;
27164,3945312500;-158,1832580566;
27227,0097656250;-158,2290954590;
27289,7695312500;-158,3418884277;
27352,6738281250;-158,3418884277;
27415,7539062500;-158,3418884277;
27478,9492187500;-158,3418884277;
27542,2910156250;-158,7093505859;
27605,7773437500;-158,9470062256;
27669,4101562500;-159,0251007080;
27733,1914062500;-159,0251007080;
27797,1171875000;-159,0251007080;
27861,2226562500;-159,0251007080;
27925,4453125000;-158,9470062256;
27989,8144531250;-158,8365020752;
28054,3339843750;-158,7713775635;
28119,0000000000;-158,7713775635;
28183,8164062500;-158,8365020752;
28248,8144531250;-159,0251007080;
28313,9296875000;-159,0251007080;
28379,1953125000;-159,0251007080;
28444,6113281250;-158,8365020752;
28510,1777343750;-158,7713775635;
28575,8964843750;-158,7029266357;
28641,7656250000;-158,7713775635;
28707,8183593750;-158,7870330811;
28773,9921875000;-158,8365020752;
28840,3183593750;-158,8365020752;
28906,7968750000;-158,8365020752;
28973,4296875000;-158,8365020752;
29040,2148437500;-158,8365020752;
29107,1855468750;-158,8365020752;
29174,2812500000;-158,8365020752;
29241,5292968750;-159,0251007080;
29308,9335937500;-159,0251007080;
29376,4921875000;-159,0684356689;
29444,2070312500;-159,0684356689;
29512,0781250000;-159,0684356689;
29580,1386718750;-159,0684356689;
29648,3222656250;-159,0779266357;
29716,6640625000;-159,2507629395;
29785,1621093750;-159,5700836182;
29853,8203125000;-159,9028320313;
29922,6347656250;-159,9028320313;
29991,6406250000;-159,7581176758;
30060,7734375000;-159,7581176758;
30130,0664062500;-159,7581176758;
30199,5175781250;-159,7581176758;
30269,1308593750;-159,7581176758;
30338,9023437500;-159,7581176758;
30408,8359375000;-159,7581176758;
30478,9648437500;-159,7581176758;
30549,2207031250;-159,5700836182;
30619,6386718750;-159,4936370850;
30690,2187500000;-159,4936370850;
30760,9628906250;-159,4936370850;
30831,8691406250;-159,4936370850;
30902,9375000000;-159,4936370850;
30974,2050781250;-159,4936370850;
31045,6035156250;-159,4936370850;
31117,1660156250;-159,2507629395;
31188,8925781250;-159,2290039063;
31260,7851562500;-159,1934814453;
31332,8437500000;-159,1357116699;
31405,1035156250;-159,0918121338;
31477,4941406250;-159,0684356689;
31550,0507812500;-159,0684356689;
31622,7773437500;-159,0684356689;
31695,6699218750;-159,0918121338;
31768,7304687500;-159,1357116699;
31841,9589843750;-159,1260223389;
31915,3925781250;-159,0918121338;
31988,9589843750;-158,9563293457;
32062,6972656250;-158,9340209961;
32136,6035156250;-158,9279022217;
32210,6796875000;-158,8806915283;
32284,9277343750;-158,8661193848;
32359,3828125000;-158,8132934570;
32433,9726562500;-158,8095245361;
32508,7363281250;-158,6147155762;
32583,6718750000;-158,5594635010;
32658,7792968750;-158,4909515381;
32734,0585937500;-158,4909515381;
32809,5156250000;-158,4909515381;
32885,1796875000;-158,5352630615;
32960,9804687500;-158,5594635010;
33036,9570312500;-158,8095245361;
33113,1093750000;-158,8132934570;
33189,4375000000;-158,8661193848;
33265,9414062500;-158,8806915283;
33342,6250000000;-158,9279022217;
33419,5156250000;-158,9563293457;
33496,5507812500;-159,0918121338;
33573,7617187500;-159,1260223389;
33651,1523437500;-159,1260223389;
33728,7226562500;-159,1260223389;
33806,4687500000;-159,1858062744;
33884,4335937500;-159,3200531006;
33962,5390625000;-159,3369903564;
34040,8242187500;-159,3742980957;
34119,2890625000;-159,3742980957;
34197,9375000000;-159,3742980957;
34276,7656250000;-159,3562316895;
34355,7773437500;-159,3369903564;
34435,0078125000;-159,3369903564;
34514,3828125000;-159,3369903564;
34593,9414062500;-159,3369903564;
34673,6835937500;-159,3369903564;
34753,6054687500;-159,3369903564;
34833,7187500000;-159,3562316895;
34914,0507812500;-159,6222076416;
34994,5273437500;-159,7984924316;
35075,1953125000;-160,1642456055;
35156,0429687500;-160,2998657227;
35237,0820312500;-160,3402099609;
35318,3046875000;-160,5211486816;
35399,7148437500;-160,5211486816;
35481,3554687500;-160,5211486816;
35563,1406250000;-160,5211486816;
35645,1171875000;-160,5295410156;
35727,2812500000;-160,5295410156;
35809,6367187500;-160,5211486816;
35892,1796875000;-160,4536590576;
35974,9531250000;-160,3402099609;
36057,8789062500;-160,2998657227;
36140,9921875000;-160,2623901367;
36224,3007812500;-160,1761169434;
36307,8007812500;-160,1182098389;
36391,4921875000;-159,7984924316;
36475,3789062500;-159,7984924316;
36559,4960937500;-159,7984924316;
36643,7695312500;-159,7984924316;
36728,2343750000;-159,7984924316;
36812,8945312500;-159,7984924316;
36897,7539062500;-160,1182098389;
36982,8046875000;-160,1761169434;
37068,0507812500;-160,2623901367;
37153,5390625000;-160,2998657227;
37239,1796875000;-160,3065032959;
37325,0195312500;-160,4536590576;
37411,0546875000;-160,4536590576;
37497,2890625000;-160,4536590576;
37583,7226562500;-160,4536590576;
37670,3984375000;-160,4536590576;
37757,2304687500;-160,4536590576;
37844,2656250000;-160,4536590576;
37931,5000000000;-160,3065032959;
38018,9335937500;-160,2707214355;
38106,5703125000;-160,2623901367;
38194,4062500000;-160,1761169434;
38282,4921875000;-160,1182098389;
38370,7343750000;-159,6991882324;
38459,1796875000;-159,5910797119;
38547,8320312500;-159,5910797119;
38636,6875000000;-159,5910797119;
38725,7500000000;-159,5910797119;
38815,0585937500;-159,5910797119;
38904,5273437500;-159,6991882324;
38994,2070312500;-160,2707214355;
39084,0898437500;-160,3065032959;
39174,1835937500;-160,6154479980;
39264,4804687500;-160,6154479980;
39354,9882812500;-160,6154479980;
39445,7460937500;-160,6154479980;
39536,6718750000;-160,6154479980;
39627,8085937500;-160,5603485107;
39719,1523437500;-160,4147338867;
39810,7070312500;-160,4147338867;
39902,4765625000;-160,4147338867;
39994,4960937500;-160,4147338867;
40086,6875000000;-160,4147338867;
40179,0898437500;-160,4147338867;
40271,7070312500;-160,4147338867;
40364,5351562500;-160,4147338867;
40457,5781250000;-160,4147338867;
40550,8359375000;-160,5198974609;
40644,3515625000;-160,5603485107;
40738,0390625000;-160,6154479980;
40831,9453125000;-160,7412109375;
40926,0664062500;-161,1554412842;
41020,4023437500;-161,2351226807;
41114,9570312500;-161,4444427490;
41209,7304687500;-161,4444427490;
41304,7656250000;-161,5086364746;
41399,9765625000;-161,5932617188;
41495,4062500000;-161,6139068604;
41591,0585937500;-161,6623992920;
41686,9257812500;-162,0727691650;
41783,0195312500;-162,0727691650;
41879,3789062500;-161,6623992920;
41975,9140625000;-161,6139068604;
42072,6679687500;-161,5932617188;
42169,6484375000;-161,5595703125;
42266,8554687500;-161,5086364746;
42364,2812500000;-161,5086364746;
42461,9335937500;-161,5086364746;
42559,8593750000;-161,5086364746;
42657,9648437500;-161,5086364746;
42756,2929687500;-161,5086364746;
42854,8476562500;-161,5086364746;
42953,6328125000;-161,5086364746;
43052,6445312500;-161,5086364746;
43151,9296875000;-161,5086364746;
43251,3984375000;-161,4854431152;
43351,0976562500;-161,4444427490;
43451,0234375000;-161,1554412842;
43551,1796875000;-161,1554412842;
43651,5703125000;-161,1554412842;
43752,1914062500;-161,1554412842;
43853,0898437500;-161,1444244385;
43954,1757812500;-161,1238708496;
44055,4921875000;-161,0919494629;
44157,0429687500;-160,8391876221;
44258,8281250000;-160,7555541992;
44360,8476562500;-160,6427459717;
44463,1015625000;-160,6427459717;
44565,6406250000;-160,6427459717;
44668,3671875000;-160,6427459717;
44771,3320312500;-160,6125793457;
44874,5351562500;-160,3853149414;
44977,9726562500;-160,3687133789;
45081,6484375000;-160,2602996826;
45185,6171875000;-160,1164855957;
45289,7734375000;-160,0644073486;
45394,1679687500;-159,9895629883;
45498,8046875000;-159,6634063721;
45603,6835937500;-159,4127807617;
45708,8046875000;-159,4127807617;
45814,1640625000;-159,4127807617;
45919,8203125000;-159,6479187012;
46025,6679687500;-159,6479187012;
46131,7617187500;-159,6634063721;
46238,0976562500;-159,9379730225;
46344,6796875000;-159,9548187256;
46451,5078125000;-159,9895629883;
46558,6328125000;-160,0231018066;
46665,9531250000;-160,0644073486;
46773,5234375000;-160,0644073486;
46881,3398437500;-160,0644073486;
46989,4023437500;-160,0644073486;
47097,7187500000;-160,0231018066;
47206,2812500000;-159,9895629883;
47315,1484375000;-159,9548187256;
47424,2109375000;-159,9379730225;
47533,5273437500;-159,6479187012;
47643,0976562500;-159,6479187012;
47752,9179687500;-159,9379730225;
47862,9921875000;-159,9548187256;
47973,3710937500;-159,9895629883;
48083,9531250000;-159,9895629883;
48194,7890625000;-159,9895629883;
48305,8828125000;-159,9548187256;
48417,2304687500;-159,9379730225;
48528,8359375000;-159,6479187012;
48640,6992187500;-159,6423797607;
48752,8710937500;-159,6423797607;
48865,2500000000;-159,6423797607;
48977,8867187500;-159,6423797607;
49090,7851562500;-159,6423797607;
49203,9453125000;-159,6423797607;
49317,3632812500;-159,6479187012;
49431,0429687500;-159,9379730225;
49545,0390625000;-159,9379730225;
49659,2421875000;-159,9548187256;
49773,7109375000;-160,0005950928;
49888,4453125000;-160,4475860596;
50003,4414062500;-160,5135955811;
50118,7031250000;-160,5135955811;
50234,2851562500;-160,5135955811;
50350,0781250000;-160,5135955811;
50466,1367187500;-160,5135955811;
50582,4648437500;-160,5135955811;
50699,0625000000;-160,5135955811;
50815,9257812500;-160,5135955811;
50933,0625000000;-160,6707763672;
51050,5234375000;-160,6733551025;
51168,1953125000;-160,6865081787;
51286,1445312500;-160,8222198486;
51404,3593750000;-160,8222198486;
51522,8515625000;-160,8222198486;
51641,6171875000;-160,8222198486;
51760,7109375000;-160,8222198486;
51880,0234375000;-160,6865081787;
51999,6093750000;-160,6707763672;
52119,4726562500;-160,6707763672;
52239,6093750000;-160,6707763672;
52360,0273437500;-160,6707763672;
52480,7187500000;-160,6707763672;
52601,7500000000;-160,6865081787;
52723,0000000000;-160,8222198486;
52844,5312500000;-160,9011993408;
52966,3398437500;-160,9265289307;
53088,4335937500;-160,9945678711;
53210,8046875000;-160,9945678711;
53333,5195312500;-160,9945678711;
53456,4570312500;-161,0172882080;
53579,6757812500;-161,0172882080;
53703,1835937500;-161,0172882080;
53826,9726562500;-161,0172882080;
53951,0468750000;-161,0172882080;
54075,4062500000;-160,9945678711;
54200,1132812500;-160,9011993408;
54325,0507812500;-160,9011993408;
54450,2734375000;-160,9011993408;
54575,7851562500;-160,9945678711;
54701,5859375000;-160,9945678711;
54827,6757812500;-160,9011993408;
54954,0585937500;-160,8222198486;
55080,7929687500;-160,6631317139;
55207,7578125000;-160,6631317139;
55335,0156250000;-160,6631317139;
55462,5664062500;-160,5760040283;
55590,4101562500;-160,4400024414;
55718,5507812500;-160,3573913574;
55847,0468750000;-160,3573913574;
55975,7773437500;-160,3573913574;
56104,8085937500;-160,3573913574;
56234,1328125000;-160,4207458496;
56363,7578125000;-160,4287719727;
56493,6796875000;-160,4287719727;
56623,9023437500;-160,4287719727;
56754,4843750000;-160,4287719727;
56885,3085937500;-160,4287719727;
57016,4335937500;-160,4207458496;
57147,8593750000;-160,4207458496;
57279,5898437500;-160,4207458496;
57411,6210937500;-160,3573913574;
57544,0234375000;-160,2951202393;
57676,6679687500;-160,2951202393;
57809,6171875000;-160,0847320557;
57942,8710937500;-160,0847320557;
58076,4335937500;-160,0847320557;
58210,3046875000;-160,0847320557;
58344,4843750000;-160,0847320557;
58479,0351562500;-160,0847320557;
58613,8320312500;-160,2423858643;
58748,9414062500;-160,2951202393;
58884,3632812500;-160,2951202393;
59020,0937500000;-160,2951202393;
59156,1406250000;-160,2951202393;
59292,5000000000;-160,2423858643;
59429,2382812500;-160,2423858643;
59566,2265625000;-160,2423858643;
59703,5312500000;-160,2423858643;
59841,1523437500;-160,2423858643;
59979,0898437500;-160,0659942627;
60117,3476562500;-159,7686462402;
60255,9882812500;-159,7686462402;
60394,8828125000;-159,7686462402;
60534,0976562500;-159,7686462402;
60673,6328125000;-159,7686462402;
60813,4882812500;-160,0659942627;
60953,6679687500;-160,0659942627;
61094,1718750000;-160,0659942627;
61235,0625000000;-160,2423858643;
61376,2148437500;-160,4101715088;
61517,6914062500;-160,4270935059;
61659,4960937500;-160,4270935059;
61801,6250000000;-160,4270935059;
61944,0820312500;-160,4101715088;
62086,9335937500;-160,2423858643;
62230,0507812500;-160,4101715088;
62373,4960937500;-160,4351043701;
62517,2695312500;-160,6356811523;
62661,3750000000;-160,6531524658;
62805,8164062500;-160,6531524658;
62950,5859375000;-160,6356811523;
63095,7617187500;-160,4351043701;
63241,2031250000;-160,4351043701;
63386,9765625000;-160,4351043701;
63533,0898437500;-160,4351043701;
63679,5390625000;-160,3035430908;
63826,3242187500;-160,2905731201;
63973,5195312500;-160,0709991455;
64120,9804687500;-159,9108734131;
64268,7851562500;-159,9108734131;
64416,9296875000;-159,9108734131;
64565,4140625000;-159,9108734131;
64714,2421875000;-159,8968353271;
64863,4140625000;-159,8793182373;
65013,0000000000;-159,8793182373;
65162,8593750000;-159,8793182373;
65313,0625000000;-159,8793182373;
65463,6132812500;-159,8793182373;
65614,5156250000;-159,8793182373;
65765,7578125000;-159,8793182373;
65917,3515625000;-159,7361755371;
66069,3671875000;-158,0384826660;
66221,6640625000;-158,0384826660;
66374,3125000000;-158,0384826660;
66527,3125000000;-158,0384826660;
66680,6562500000;-158,0384826660;
66834,3593750000;-158,0384826660;
66988,4921875000;-158,0384826660;
67142,9062500000;-158,0384826660;
67297,6796875000;-158,0384826660;
67452,8046875000;-158,0384826660;
67608,2890625000;-158,0384826660;
67764,1250000000;-158,0384826660;
67920,3281250000;-158,0384826660;
68076,9609375000;-158,0384826660;
68233,8906250000;-158,0384826660;
68391,1718750000;-158,0384826660;
68548,8203125000;-158,0384826660;
68706,8281250000;-158,0384826660;
68865,2031250000;-158,1391754150;
69024,0156250000;-158,6305847168;
69183,1250000000;-158,8451080322;
69342,5937500000;-159,4664611816;
69502,4296875000;-159,5324554443;
69662,6406250000;-159,5324554443;
69823,2187500000;-159,5324554443;
69984,1640625000;-159,5324554443;
70145,5625000000;-159,5324554443;
70307,2500000000;-159,5324554443;
70469,3125000000;-159,5324554443;
70631,7500000000;-159,5635528564;
70794,5625000000;-159,7995147705;
70957,7500000000;-159,8085021973;
71121,3906250000;-159,8108520508;
71285,3281250000;-159,8810119629;
71449,6484375000;-159,8941192627;
71614,3437500000;-159,8941192627;
71779,4218750000;-159,8810119629;
71944,8750000000;-159,8108520508;
72110,7187500000;-159,8085021973;
72277,0156250000;-159,8108520508;
72443,6171875000;-159,8108520508;
72610,6093750000;-159,8108520508;
72777,9765625000;-159,8108520508;
72945,7343750000;-159,8108520508;
73113,8828125000;-159,8108520508;
73282,4140625000;-159,8108520508;
73451,4140625000;-159,8810119629;
73620,7265625000;-159,8810119629;
73790,4296875000;-159,8810119629;
73960,5234375000;-159,8108520508;
74131,0078125000;-159,7995147705;
74301,8828125000;-159,8108520508;
74473,2343750000;-159,8810119629;
74644,8984375000;-159,8941192627;
74816,9609375000;-160,0519561768;
74989,4218750000;-160,0547332764;
75162,2734375000;-160,0547332764;
75335,5312500000;-160,1591339111;
75509,1875000000;-160,1803741455;
75683,3203125000;-160,2365722656;
75857,7812500000;-160,4251861572;
76032,6328125000;-160,7235717773;
76207,8984375000;-160,7235717773;
76383,5625000000;-160,7235717773;
76559,6328125000;-160,7235717773;
76736,1875000000;-160,7455749512;
76913,0703125000;-160,7455749512;
77090,3593750000;-160,7235717773;
77268,0625000000;-160,7235717773;
77446,1718750000;-160,7235717773;
77624,6875000000;-160,7235717773;
77803,6171875000;-160,7235717773;
77983,0468750000;-160,7235717773;
78162,8046875000;-160,7455749512;
78342,9765625000;-160,8325500488;
78523,5625000000;-160,7455749512;
78704,5625000000;-160,7235717773;
78885,9843750000;-160,6853332520;
79067,8203125000;-160,6853332520;
79250,1640625000;-160,4380340576;
79432,8437500000;-160,3871612549;
79615,9375000000;-160,3871612549;
79799,4609375000;-160,4380340576;
79983,4062500000;-160,6853332520;
80167,7734375000;-160,7235717773;
80352,6484375000;-160,7791290283;
80537,8671875000;-160,7791290283;
80723,5156250000;-160,7791290283;
80909,5859375000;-160,7791290283;
81096,0937500000;-160,7235717773;
81283,0234375000;-160,6853332520;
81470,3828125000;-160,6853332520;
81658,2734375000;-160,7235717773;
81846,5000000000;-160,7791290283;
82035,1640625000;-160,7791290283;
82224,2578125000;-160,6853332520;
82413,7890625000;-160,4380340576;
82603,7578125000;-160,6853332520;
82794,2578125000;-160,7791290283;
82985,1015625000;-160,7923736572;
83176,3906250000;-160,7923736572;
83368,1171875000;-160,7923736572;
83560,2890625000;-160,8325500488;
83752,8984375000;-160,8721923828;
83945,9609375000;-160,8855895996;
84139,5546875000;-160,9345245361;
84333,5000000000;-160,9345245361;
84527,8906250000;-160,9345245361;
84722,7343750000;-160,8855895996;
84918,0312500000;-160,8721923828;
85113,7734375000;-160,8721923828;
85310,0546875000;-160,8721923828;
85506,7031250000;-160,8721923828;
85703,8046875000;-160,8721923828;
85901,3515625000;-160,8855895996;
86099,3671875000;-160,9345245361;
86297,8281250000;-160,9345245361;
86496,7500000000;-160,8855895996;
86696,2265625000;-160,8721923828;
86896,0703125000;-160,7923736572;
87096,3671875000;-160,1937103271;
87297,1328125000;-160,1585083008;
87498,3593750000;-160,1585083008;
87700,0468750000;-160,1585083008;
87902,2031250000;-160,1585083008;
88104,9218750000;-160,5765533447;
88308,0078125000;-160,5765533447;
88511,5703125000;-159,8424987793;
88715,5937500000;-159,3287200928;
88920,0859375000;-159,3287200928;
89125,0546875000;-159,3287200928;
89330,5937500000;-159,8424987793;
89536,5078125000;-159,8424987793;
89742,8906250000;-159,8424987793;
89949,7578125000;-159,6101684570;
90157,1015625000;-159,3287200928;
90364,9140625000;-159,3287200928;
90573,2109375000;-159,3287200928;
90782,0937500000;-159,3287200928;
90991,3515625000;-159,3287200928;
91201,0937500000;-159,3287200928;
91411,3203125000;-159,6101684570;
91622,0234375000;-159,8424987793;
91833,2187500000;-160,1424102783;
92045,0078125000;-160,1424102783;
92257,1718750000;-160,1424102783;
92469,8359375000;-160,1987609863;
92682,9843750000;-160,2712249756;
92896,6250000000;-160,5174255371;
93110,7578125000;-160,5174255371;
93325,3828125000;-160,5174255371;
93540,6093750000;-160,5174255371;
93756,2265625000;-160,5174255371;
93972,3437500000;-160,5765533447;
94188,9531250000;-160,5862579346;
94406,0703125000;-160,5891418457;
94623,6796875000;-160,9144897461;
94841,8984375000;-160,9235229492;
95060,5156250000;-160,9144897461;
95279,6328125000;-160,9144897461;
95499,2656250000;-160,9144897461;
95719,3984375000;-160,9144897461;
95940,0390625000;-160,9235229492;
96161,1875000000;-160,9826049805;
96382,9453125000;-161,1359710693;
96605,1171875000;-161,2307281494;
96827,7968750000;-161,3301391602;
97050,9921875000;-161,3301391602;
97274,7031250000;-161,3301391602;
97498,9296875000;-161,3301391602;
97723,6718750000;-161,3301391602;
97949,0390625000;-161,3301391602;
98174,8203125000;-161,1722564697;
98401,1171875000;-161,1722564697;
98627,9375000000;-161,1722564697;
98855,2812500000;-161,2316131592;
99083,1484375000;-161,3158111572;
99311,6562500000;-161,3301391602;
99540,5781250000;-161,3533020020;
99770,0234375000;-161,3894195557;
100000,0000000000;-161,4010314941;
100230,5078125000;-161,4010314941;
100461,5468750000;-161,3894195557;
100693,1171875000;-161,3533020020;
100925,3359375000;-161,3357543945;
101157,9687500000;-161,3357543945;
101391,1484375000;-161,3357543945;
101624,8593750000;-161,3357543945;
101859,1171875000;-161,3301391602;
102093,9062500000;-161,3158111572;
102329,3515625000;-161,3158111572;
102565,2265625000;-161,3158111572;
102801,6484375000;-161,3158111572;
103038,6171875000;-161,3301391602;
103276,1250000000;-161,3357543945;
103514,1875000000;-161,3357543945;
103752,7890625000;-161,3533020020;
103992,0625000000;-161,3533020020;
104231,7734375000;-161,3533020020;
104472,0312500000;-161,3533020020;
104712,8515625000;-161,3533020020;
104954,2187500000;-161,3533020020;
105196,1484375000;-161,3533020020;
105438,6328125000;-161,3894195557;
105681,7890625000;-161,4378509521;
105925,3984375000;-161,4600067139;
106169,5625000000;-161,4754943848;
106414,2890625000;-161,5843505859;
106659,5859375000;-161,8801727295;
106905,4375000000;-161,8801727295;
107151,9843750000;-161,8925933838;
107398,9765625000;-161,9351654053;
107646,5390625000;-161,9403076172;
107894,6718750000;-161,9437255859;
108143,3750000000;-161,9446411133;
108392,6562500000;-161,9591064453;
108642,5078125000;-161,9653472900;
108893,0546875000;-162,0294952393;
109144,0625000000;-162,1251831055;
109395,6484375000;-162,1991729736;
109647,8125000000;-162,2024383545;
109900,5546875000;-162,2098999023;
110153,8828125000;-162,2516021729;
110407,9218750000;-162,4297485352;
110662,4140625000;-162,4297485352;
110917,5000000000;-162,4297485352;
111173,1718750000;-162,4297485352;
111429,4375000000;-162,4297485352;
111686,2890625000;-162,2098999023;
111943,7343750000;-162,2024383545;
112201,8984375000;-162,1991729736;
112460,5312500000;-162,1251831055;
112719,7578125000;-162,0294952393;
112979,5859375000;-162,0056610107;
113240,0078125000;-161,9653472900;
113501,0390625000;-161,9591064453;
113762,7890625000;-161,9446411133;
114025,0234375000;-161,9437255859;
114287,8593750000;-161,9403076172;
114551,2968750000;-161,9403076172;
114815,3437500000;-161,8925933838;
115080,0078125000;-161,8773803711;
115345,2734375000;-161,6602630615;
115611,2812500000;-161,6344451904;
115877,7734375000;-161,5744323730;
116144,8750000000;-161,4635925293;
116412,6015625000;-161,4245300293;
116680,9375000000;-161,3558959961;
116949,8984375000;-161,3155670166;
117219,4765625000;-161,2815399170;
117489,8046875000;-161,2249298096;
117760,6250000000;-161,1730194092;
118032,0703125000;-161,0538787842;
118304,1406250000;-160,9465789795;
118576,8437500000;-160,7616729736;
118850,1718750000;-160,6257476807;
119124,2578125000;-160,6117706299;
119398,8515625000;-160,3299102783;
119674,0703125000;-160,2387237549;
119949,9296875000;-160,2384185791;
120226,4218750000;-160,0626373291;
120503,5546875000;-159,9962768555;
120781,3203125000;-159,9524078369;
121059,8671875000;-159,9314117432;
121338,9140625000;-159,9314117432;
121618,6093750000;-159,9314117432;
121898,9531250000;-159,7498626709;
122179,9375000000;-159,7342987061;
122461,5703125000;-159,6588897705;
122743,9843750000;-159,6588897705;
123026,9218750000;-159,6588897705;
123310,5078125000;-159,6588897705;
123594,7421875000;-159,6588439941;
123879,6406250000;-159,6588439941;
124165,1953125000;-159,6588439941;
124451,3984375000;-159,6588439941;
124738,4062500000;-159,6588439941;
125025,9375000000;-159,6212463379;
125314,1328125000;-159,6203765869;
125602,9921875000;-159,6103973389;
125892,5156250000;-159,6100463867;
126182,7031250000;-159,5838470459;
126473,7031250000;-159,5110778809;
126765,2343750000;-159,5056152344;
127057,4375000000;-159,4979553223;
127350,3125000000;-159,4917144775;
127643,8671875000;-159,4632415771;
127938,0937500000;-159,4400634766;
128233,0000000000;-159,2745361328;
128528,7265625000;-159,2610778809;
128824,9921875000;-158,7839355469;
129121,9453125000;-158,3667297363;
129419,5781250000;-158,3174591064;
129717,8984375000;-158,1824951172;
130016,9140625000;-158,1683197021;
130316,6093750000;-158,1470031738;
130617,1406250000;-158,1256103516;
130918,2265625000;-158,1112976074;
131220,0000000000;-158,0969543457;
131522,4687500000;-158,0969543457;
131825,6406250000;-158,1112976074;
132129,5000000000;-158,1256103516;
132434,2187500000;-158,1470031738;
