sep=;
17660,3867187500;-149,5453338623;
17701,0957031250;-149,5754699707;
17741,8984375000;-149,6260070801;
17782,7949218750;-149,6449432373;
17823,7851562500;-149,6933288574;
17864,8691406250;-149,7204437256;
17906,0488281250;-149,7615356445;
17947,3437500000;-149,7738189697;
17988,7148437500;-149,7807922363;
18030,1796875000;-149,8088226318;
18071,7402343750;-149,8088226318;
18113,3964843750;-149,8088226318;
18155,1484375000;-149,8088226318;
18197,0175781250;-149,8088226318;
18238,9628906250;-149,8205261230;
18281,0058593750;-149,8546600342;
18323,1445312500;-149,8592834473;
18365,3808593750;-149,8643341064;
18407,7148437500;-149,8815612793;
18450,1445312500;-149,8820800781;
18492,6953125000;-149,8847198486;
18535,3222656250;-149,8908081055;
18578,0468750000;-149,8992919922;
18620,8710937500;-149,9262695313;
18663,7929687500;-149,9308013916;
18706,8144531250;-149,9492034912;
18749,9355468750;-149,9842224121;
18793,1757812500;-150,0107879639;
18836,4941406250;-150,0173034668;
18879,9140625000;-150,0481109619;
18923,4335937500;-150,0489349365;
18967,0546875000;-150,0553131104;
19010,7734375000;-150,0560455322;
19054,6171875000;-150,0786437988;
19098,5390625000;-150,0886230469;
19142,5625000000;-150,0997772217;
19186,6875000000;-150,1607513428;
19230,9140625000;-150,2364196777;
19275,2421875000;-150,2514953613;
19319,6738281250;-150,2641143799;
19364,2285156250;-150,3927612305;
19408,8632812500;-150,4848327637;
19453,6015625000;-150,5039978027;
19498,4433593750;-150,5107116699;
19543,3886718750;-150,5406951904;
19588,4375000000;-150,5474090576;
19633,6132812500;-150,5763549805;
19678,8691406250;-150,5946502686;
19724,2304687500;-150,6161651611;
19769,6972656250;-150,6196441650;
19815,2675781250;-150,6197052002;
19860,9433593750;-150,6554260254;
19906,7226562500;-150,7147216797;
19952,6328125000;-150,7149505615;
19998,6250000000;-150,7545318604;
20044,7226562500;-150,8377838135;
20090,9277343750;-150,8588409424;
20137,2382812500;-150,8731689453;
20183,6562500000;-150,8812408447;
20230,2031250000;-150,8964233398;
20276,8339843750;-150,9052429199;
20323,5742187500;-150,9593811035;
20370,4218750000;-150,9689025879;
20417,3769531250;-151,0204925537;
20464,4394531250;-151,0241546631;
20511,6113281250;-151,0241546631;
20558,9160156250;-151,0241546631;
20606,3046875000;-151,0241546631;
20653,8046875000;-151,0312042236;
20701,4121093750;-151,0347290039;
20749,1308593750;-151,0388183594;
20796,9589843750;-151,0705566406;
20844,8984375000;-151,1453857422;
20892,9687500000;-151,1810455322;
20941,1289062500;-151,1892089844;
20989,4003906250;-151,2351837158;
21037,7812500000;-151,2543029785;
21086,2753906250;-151,2545318604;
21134,8808593750;-151,2594451904;
21183,6210937500;-151,2622985840;
21232,4511718750;-151,2748718262;
21281,3945312500;-151,2804870605;
21330,4492187500;-151,3347320557;
21379,6171875000;-151,3500518799;
21428,8984375000;-151,3500518799;
21478,2929687500;-151,3500518799;
21527,8261718750;-151,3628845215;
21577,4492187500;-151,3642425537;
21627,1875000000;-151,3698120117;
21677,0390625000;-151,3956451416;
21727,0058593750;-151,4040222168;
21777,0878906250;-151,4129486084;
21827,3105468750;-151,4141082764;
21877,6230468750;-151,4419708252;
21928,0527343750;-151,4450988770;
21978,5996093750;-151,4831085205;
22029,2617187500;-151,4956207275;
22080,0410156250;-151,5525054932;
22130,9355468750;-151,5649719238;
22181,9746093750;-151,5890655518;
22233,1054687500;-151,6088714600;
22284,3535156250;-151,6119689941;
22335,7207031250;-151,7181701660;
22387,2070312500;-151,7952575684;
22438,8105468750;-151,8295593262;
22490,5585937500;-151,8393249512;
22542,4003906250;-151,8493499756;
22594,3632812500;-151,8493499756;
22646,4433593750;-151,8493499756;
22698,6464843750;-151,8493499756;
22750,9667968750;-151,8493499756;
22803,4101562500;-151,8493499756;
22855,9980468750;-151,8493499756;
22908,6835937500;-151,8493499756;
22961,4902343750;-151,8662414551;
23014,4179687500;-151,9879150391;
23067,4667968750;-152,0204010010;
23120,6386718750;-152,0399627686;
23173,9335937500;-152,0511779785;
23227,3769531250;-152,0557403564;
23280,9179687500;-152,0634613037;
23334,5820312500;-152,0687255859;
23388,3710937500;-152,0634613037;
23442,2812500000;-152,0557403564;
23496,3183593750;-152,0538635254;
23550,5039062500;-152,0538635254;
23604,7910156250;-152,0557403564;
23659,2011718750;-152,0634613037;
23713,7363281250;-152,0687255859;
23768,3984375000;-152,2327728271;
23823,1875000000;-152,2516784668;
23878,1015625000;-152,2688903809;
23933,1679687500;-152,2688903809;
23988,3359375000;-152,2516784668;
24043,6308593750;-152,2430877686;
24099,0527343750;-152,0687255859;
24154,6035156250;-152,0687255859;
24210,2812500000;-152,2430877686;
24266,1132812500;-152,2430877686;
24322,0488281250;-152,1310272217;
24378,1132812500;-152,1310272217;
24434,3066406250;-152,1310272217;
24490,6289062500;-152,1310272217;
24547,0820312500;-152,1310272217;
24603,6640625000;-152,2430877686;
24660,4042968750;-152,2570343018;
24717,2480468750;-152,3569793701;
24774,2226562500;-152,3674163818;
24831,3300781250;-152,4011688232;
24888,5683593750;-152,4011688232;
24945,9375000000;-152,4011688232;
25003,4394531250;-152,3569793701;
25061,1015625000;-152,3096160889;
25118,8691406250;-152,3096160889;
25176,7714843750;-152,3096160889;
25234,8046875000;-152,3096160889;
25292,9726562500;-152,3096160889;
25351,2753906250;-152,3569793701;
25409,7402343750;-152,4009246826;
25468,3105468750;-152,4011688232;
25527,0175781250;-152,4158782959;
25585,8593750000;-152,4009246826;
25644,8359375000;-152,3569793701;
25703,9492187500;-152,3569793701;
25763,1972656250;-152,3569793701;
25822,6132812500;-152,3096160889;
25882,1347656250;-152,2570343018;
25941,7949218750;-152,3096160889;
26001,5937500000;-152,3569793701;
26061,5292968750;-152,4009246826;
26121,6015625000;-152,5056304932;
26181,8437500000;-152,5056304932;
26242,1953125000;-152,5056304932;
26302,6835937500;-152,5182189941;
26363,3144531250;-152,5255889893;
26424,0839843750;-152,5255889893;
26484,9921875000;-152,5255889893;
26546,0429687500;-152,5413055420;
26607,2617187500;-152,6195831299;
26668,5937500000;-152,6195831299;
26730,0664062500;-152,6195831299;
26791,6816406250;-152,6195831299;
26853,4375000000;-152,6195831299;
26915,3378906250;-152,6195831299;
26977,4082031250;-152,6792907715;
27039,5937500000;-152,6802520752;
27101,9218750000;-152,8693389893;
27164,3945312500;-152,8849639893;
27227,0097656250;-152,9474792480;
27289,7695312500;-153,0325317383;
27352,6738281250;-153,0325317383;
27415,7539062500;-153,0325317383;
27478,9492187500;-153,0325317383;
27542,2910156250;-153,0325317383;
27605,7773437500;-153,0325317383;
27669,4101562500;-153,0934600830;
27733,1914062500;-153,1145477295;
27797,1171875000;-153,2434997559;
27861,2226562500;-153,3376464844;
27925,4453125000;-153,3376464844;
27989,8144531250;-153,3376464844;
28054,3339843750;-153,3376464844;
28119,0000000000;-153,3376464844;
28183,8164062500;-153,3376464844;
28248,8144531250;-153,2892761230;
28313,9296875000;-153,2892761230;
28379,1953125000;-153,3092651367;
28444,6113281250;-153,3376464844;
28510,1777343750;-153,4354095459;
28575,8964843750;-153,4919128418;
28641,7656250000;-153,5307617188;
28707,8183593750;-153,5337982178;
28773,9921875000;-153,5337982178;
28840,3183593750;-153,5337982178;
28906,7968750000;-153,5337982178;
28973,4296875000;-153,5307617188;
29040,2148437500;-153,5307617188;
29107,1855468750;-153,5307617188;
29174,2812500000;-153,5307617188;
29241,5292968750;-153,5337982178;
29308,9335937500;-153,5709991455;
29376,4921875000;-153,5782928467;
29444,2070312500;-153,6678619385;
29512,0781250000;-153,7080230713;
29580,1386718750;-153,7159729004;
29648,3222656250;-153,7159729004;
29716,6640625000;-153,6795349121;
29785,1621093750;-153,6678619385;
29853,8203125000;-153,6024932861;
29922,6347656250;-153,5782928467;
29991,6406250000;-153,5337982178;
30060,7734375000;-153,5248565674;
30130,0664062500;-153,4919128418;
30199,5175781250;-153,4919128418;
30269,1308593750;-153,5188293457;
30338,9023437500;-153,5248565674;
30408,8359375000;-153,5782928467;
30478,9648437500;-153,6024932861;
30549,2207031250;-153,6647644043;
30619,6386718750;-153,6678619385;
30690,2187500000;-153,6795349121;
30760,9628906250;-153,7159729004;
30831,8691406250;-153,7522583008;
30902,9375000000;-153,7522583008;
30974,2050781250;-153,7522583008;
31045,6035156250;-153,7522583008;
31117,1660156250;-153,8205566406;
31188,8925781250;-153,8456268311;
31260,7851562500;-153,8591918945;
31332,8437500000;-153,8846130371;
31405,1035156250;-153,9267578125;
31477,4941406250;-153,9348144531;
31550,0507812500;-153,9538726807;
31622,7773437500;-154,0945892334;
31695,6699218750;-154,3537445068;
31768,7304687500;-154,6008911133;
31841,9589843750;-154,8065338135;
31915,3925781250;-154,9171142578;
31988,9589843750;-154,9188690186;
32062,6972656250;-154,9188690186;
32136,6035156250;-154,9188690186;
32210,6796875000;-154,9188690186;
32284,9277343750;-154,9188690186;
32359,3828125000;-154,9188690186;
32433,9726562500;-154,9188690186;
32508,7363281250;-154,9188690186;
32583,6718750000;-154,9188690186;
32658,7792968750;-154,9188690186;
32734,0585937500;-154,9188690186;
32809,5156250000;-154,9188690186;
32885,1796875000;-154,9188690186;
32960,9804687500;-154,9188690186;
33036,9570312500;-154,9188690186;
33113,1093750000;-154,9188690186;
33189,4375000000;-154,9188690186;
33265,9414062500;-154,9171142578;
33342,6250000000;-154,8833465576;
33419,5156250000;-154,8717346191;
33496,5507812500;-154,8600769043;
33573,7617187500;-154,8435058594;
33651,1523437500;-154,8247985840;
33728,7226562500;-154,8040161133;
33806,4687500000;-154,7982635498;
33884,4335937500;-154,7982635498;
33962,5390625000;-154,7982635498;
34040,8242187500;-154,7982635498;
34119,2890625000;-154,7982635498;
34197,9375000000;-154,7982635498;
34276,7656250000;-154,7982635498;
34355,7773437500;-154,7982635498;
34435,0078125000;-154,7982635498;
34514,3828125000;-154,7982635498;
34593,9414062500;-154,7982635498;
34673,6835937500;-154,7982635498;
34753,6054687500;-154,7982635498;
34833,7187500000;-154,7982635498;
34914,0507812500;-154,8040161133;
34994,5273437500;-154,8435058594;
35075,1953125000;-154,8717346191;
35156,0429687500;-154,8833465576;
35237,0820312500;-154,9297790527;
35318,3046875000;-155,0471954346;
35399,7148437500;-155,1696319580;
35481,3554687500;-155,3209228516;
35563,1406250000;-155,5099182129;
35645,1171875000;-155,7228240967;
35727,2812500000;-155,7502288818;
35809,6367187500;-155,7641448975;
35892,1796875000;-155,8010711670;
35974,9531250000;-155,8384246826;
36057,8789062500;-155,9022979736;
36140,9921875000;-155,9022979736;
36224,3007812500;-155,9022979736;
36307,8007812500;-155,9022979736;
36391,4921875000;-155,9022979736;
36475,3789062500;-155,9022979736;
36559,4960937500;-155,9022979736;
36643,7695312500;-155,9022979736;
36728,2343750000;-155,9022979736;
36812,8945312500;-155,9022979736;
36897,7539062500;-155,9022979736;
36982,8046875000;-155,9022979736;
37068,0507812500;-155,9022979736;
37153,5390625000;-155,9022979736;
37239,1796875000;-155,9022979736;
37325,0195312500;-155,9022979736;
37411,0546875000;-155,9022979736;
37497,2890625000;-155,9022979736;
37583,7226562500;-155,9022979736;
37670,3984375000;-155,9022979736;
37757,2304687500;-155,9088439941;
37844,2656250000;-156,0254364014;
37931,5000000000;-156,0254364014;
38018,9335937500;-156,0254364014;
38106,5703125000;-156,0475006104;
38194,4062500000;-156,0578155518;
38282,4921875000;-156,0578155518;
38370,7343750000;-156,0578155518;
38459,1796875000;-156,0578155518;
38547,8320312500;-156,0578155518;
38636,6875000000;-156,0578155518;
38725,7500000000;-156,0578155518;
38815,0585937500;-156,0578155518;
38904,5273437500;-156,0578155518;
38994,2070312500;-156,0578155518;
39084,0898437500;-156,2723388672;
39174,1835937500;-156,2724304199;
39264,4804687500;-156,2724304199;
39354,9882812500;-156,2724304199;
39445,7460937500;-156,2724304199;
39536,6718750000;-156,2724304199;
39627,8085937500;-156,3022613525;
39719,1523437500;-156,3387298584;
39810,7070312500;-156,3469085693;
39902,4765625000;-156,4849548340;
39994,4960937500;-156,4849548340;
40086,6875000000;-156,4849548340;
40179,0898437500;-156,4849548340;
40271,7070312500;-156,4945678711;
40364,5351562500;-156,4949340820;
40457,5781250000;-156,5162811279;
40550,8359375000;-156,5211639404;
40644,3515625000;-156,5211639404;
40738,0390625000;-156,5211639404;
40831,9453125000;-156,5283508301;
40926,0664062500;-156,5418243408;
41020,4023437500;-156,5622406006;
41114,9570312500;-156,5657653809;
41209,7304687500;-156,5657653809;
41304,7656250000;-156,5657653809;
41399,9765625000;-156,5622406006;
41495,4062500000;-156,5418243408;
41591,0585937500;-156,5418243408;
41686,9257812500;-156,5418243408;
41783,0195312500;-156,5418243408;
41879,3789062500;-156,5418243408;
41975,9140625000;-156,5622406006;
42072,6679687500;-156,5795440674;
42169,6484375000;-156,5283508301;
42266,8554687500;-156,5211639404;
42364,2812500000;-156,5211639404;
42461,9335937500;-156,5211639404;
42559,8593750000;-156,5211639404;
42657,9648437500;-156,5211639404;
42756,2929687500;-156,5260314941;
42854,8476562500;-156,5283508301;
42953,6328125000;-156,5795440674;
43052,6445312500;-156,5917510986;
43151,9296875000;-156,5917510986;
43251,3984375000;-156,6403961182;
43351,0976562500;-156,6838073730;
43451,0234375000;-156,7517852783;
43551,1796875000;-156,8538970947;
43651,5703125000;-156,8580474854;
43752,1914062500;-156,8878784180;
43853,0898437500;-156,9046783447;
43954,1757812500;-156,9046783447;
44055,4921875000;-156,9046783447;
44157,0429687500;-156,9046783447;
44258,8281250000;-156,9046783447;
44360,8476562500;-156,9046783447;
44463,1015625000;-156,9046783447;
44565,6406250000;-156,9046783447;
44668,3671875000;-156,9176025391;
44771,3320312500;-156,9434204102;
44874,5351562500;-156,9962615967;
44977,9726562500;-157,0829925537;
45081,6484375000;-157,1264495850;
45185,6171875000;-157,1264495850;
45289,7734375000;-157,0829925537;
45394,1679687500;-156,9962615967;
45498,8046875000;-156,9962615967;
45603,6835937500;-156,9962615967;
45708,8046875000;-156,9962615967;
45814,1640625000;-156,9962615967;
45919,8203125000;-156,9962615967;
46025,6679687500;-156,9962615967;
46131,7617187500;-156,9962615967;
46238,0976562500;-156,9962615967;
46344,6796875000;-156,9962615967;
46451,5078125000;-156,9962615967;
46558,6328125000;-157,0482788086;
46665,9531250000;-157,1264495850;
46773,5234375000;-157,1930999756;
46881,3398437500;-157,2392272949;
46989,4023437500;-157,2703094482;
47097,7187500000;-157,3112182617;
47206,2812500000;-157,3112182617;
47315,1484375000;-157,2703094482;
47424,2109375000;-157,2700653076;
47533,5273437500;-157,2392272949;
47643,0976562500;-157,1930999756;
47752,9179687500;-157,0482788086;
47862,9921875000;-156,9573669434;
47973,3710937500;-156,9270782471;
48083,9531250000;-156,9118041992;
48194,7890625000;-156,8862457275;
48305,8828125000;-156,8411102295;
48417,2304687500;-156,8273315430;
48528,8359375000;-156,8101806641;
48640,6992187500;-156,8071594238;
48752,8710937500;-156,7854156494;
48865,2500000000;-156,6873016357;
48977,8867187500;-156,6297302246;
49090,7851562500;-156,5989532471;
49203,9453125000;-156,5141296387;
49317,3632812500;-156,4484100342;
49431,0429687500;-156,4434204102;
49545,0390625000;-156,4434204102;
49659,2421875000;-156,4434204102;
49773,7109375000;-156,4434204102;
49888,4453125000;-156,4434204102;
50003,4414062500;-156,5141296387;
50118,7031250000;-156,5989532471;
50234,2851562500;-156,5989532471;
50350,0781250000;-156,5989532471;
50466,1367187500;-156,5989532471;
50582,4648437500;-156,5141296387;
50699,0625000000;-156,4434204102;
50815,9257812500;-156,4434204102;
50933,0625000000;-156,4434204102;
51050,5234375000;-156,4434204102;
51168,1953125000;-156,4434204102;
51286,1445312500;-156,4434204102;
51404,3593750000;-156,4434204102;
51522,8515625000;-156,5141296387;
51641,6171875000;-156,5450439453;
51760,7109375000;-156,5842437744;
51880,0234375000;-156,5989532471;
51999,6093750000;-156,5989532471;
52119,4726562500;-156,5989532471;
52239,6093750000;-156,5842437744;
52360,0273437500;-156,5842437744;
52480,7187500000;-156,5842437744;
52601,7500000000;-156,5842437744;
52723,0000000000;-156,5842437744;
52844,5312500000;-156,5842437744;
52966,3398437500;-156,5842437744;
53088,4335937500;-156,5842437744;
53210,8046875000;-156,5842437744;
53333,5195312500;-156,5842437744;
53456,4570312500;-156,5842437744;
53579,6757812500;-156,6166839600;
53703,1835937500;-156,6166839600;
53826,9726562500;-156,6166839600;
53951,0468750000;-156,6166839600;
54075,4062500000;-156,6166839600;
54200,1132812500;-156,6166839600;
54325,0507812500;-156,6166839600;
54450,2734375000;-156,6166839600;
54575,7851562500;-156,6166839600;
54701,5859375000;-156,6166839600;
54827,6757812500;-156,6301727295;
54954,0585937500;-156,6888580322;
55080,7929687500;-156,6888580322;
55207,7578125000;-156,6301727295;
55335,0156250000;-156,6166839600;
55462,5664062500;-156,6166839600;
55590,4101562500;-156,6166839600;
55718,5507812500;-156,6166839600;
55847,0468750000;-156,6186981201;
55975,7773437500;-156,6186981201;
56104,8085937500;-156,5354309082;
56234,1328125000;-156,5354309082;
56363,7578125000;-156,5492553711;
56493,6796875000;-156,6186981201;
56623,9023437500;-156,6857910156;
56754,4843750000;-156,9201812744;
56885,3085937500;-156,9912872314;
57016,4335937500;-157,0781097412;
57147,8593750000;-157,1193542480;
57279,5898437500;-157,1284179688;
57411,6210937500;-157,3786621094;
57544,0234375000;-157,4438629150;
57676,6679687500;-157,5031433105;
57809,6171875000;-157,5339660645;
57942,8710937500;-157,5944824219;
58076,4335937500;-157,6278991699;
58210,3046875000;-157,6278991699;
58344,4843750000;-157,6278991699;
58479,0351562500;-157,7134857178;
58613,8320312500;-157,7219848633;
58748,9414062500;-157,7754669189;
58884,3632812500;-157,7854003906;
59020,0937500000;-157,7854003906;
59156,1406250000;-157,7854003906;
59292,5000000000;-157,7754669189;
59429,2382812500;-157,7219848633;
59566,2265625000;-157,7219848633;
59703,5312500000;-157,7219848633;
59841,1523437500;-157,7219848633;
59979,0898437500;-157,7219848633;
60117,3476562500;-157,7219848633;
60255,9882812500;-157,7219848633;
60394,8828125000;-157,7219848633;
60534,0976562500;-157,7219848633;
60673,6328125000;-157,7219848633;
60813,4882812500;-157,7219848633;
60953,6679687500;-157,7219848633;
61094,1718750000;-157,7219848633;
61235,0625000000;-157,7219848633;
61376,2148437500;-157,6278991699;
61517,6914062500;-157,5944824219;
61659,4960937500;-157,4407653809;
61801,6250000000;-157,4407653809;
61944,0820312500;-157,4407653809;
62086,9335937500;-157,4407653809;
62230,0507812500;-157,4407653809;
62373,4960937500;-157,4407653809;
62517,2695312500;-157,4407653809;
62661,3750000000;-157,4407653809;
62805,8164062500;-157,2471771240;
62950,5859375000;-157,2450714111;
63095,7617187500;-157,2079315186;
63241,2031250000;-157,1196289063;
63386,9765625000;-157,0921783447;
63533,0898437500;-157,0043334961;
63679,5390625000;-157,0010528564;
63826,3242187500;-156,9633941650;
63973,5195312500;-156,9420318604;
64120,9804687500;-156,9312896729;
64268,7851562500;-156,9312896729;
64416,9296875000;-156,9420318604;
64565,4140625000;-156,9420318604;
64714,2421875000;-156,9420318604;
64863,4140625000;-156,9420318604;
65013,0000000000;-156,9422607422;
65162,8593750000;-156,9633941650;
65313,0625000000;-157,0010528564;
65463,6132812500;-157,0043334961;
65614,5156250000;-157,0072937012;
65765,7578125000;-157,0505065918;
65917,3515625000;-157,0664825439;
66069,3671875000;-157,0699005127;
66221,6640625000;-157,0877380371;
66374,3125000000;-157,0910034180;
66527,3125000000;-157,1067962646;
66680,6562500000;-157,1089477539;
66834,3593750000;-157,1067962646;
66988,4921875000;-157,0910034180;
67142,9062500000;-157,0910034180;
67297,6796875000;-157,0910034180;
67452,8046875000;-157,0910034180;
67608,2890625000;-157,0910034180;
67764,1250000000;-157,0910034180;
67920,3281250000;-157,0910034180;
68076,9609375000;-157,0910034180;
68233,8906250000;-157,1067962646;
68391,1718750000;-157,1089477539;
68548,8203125000;-157,1225433350;
68706,8281250000;-157,1435089111;
68865,2031250000;-157,1644134521;
69024,0156250000;-157,1977996826;
69183,1250000000;-157,2075958252;
69342,5937500000;-157,5313873291;
69502,4296875000;-157,5445251465;
69662,6406250000;-157,5969238281;
69823,2187500000;-157,6098327637;
69984,1640625000;-157,8937225342;
70145,5625000000;-157,9052276611;
70307,2500000000;-157,9823913574;
70469,3125000000;-158,0745697021;
70631,7500000000;-158,0848236084;
70794,5625000000;-158,2479553223;
70957,7500000000;-158,2479553223;
71121,3906250000;-158,2479553223;
71285,3281250000;-158,3279266357;
71449,6484375000;-158,3916473389;
71614,3437500000;-158,5293731689;
71779,4218750000;-158,5470733643;
71944,8750000000;-158,5470733643;
72110,7187500000;-158,5470733643;
72277,0156250000;-158,5470733643;
72443,6171875000;-158,5470733643;
72610,6093750000;-158,5470733643;
72777,9765625000;-158,5470733643;
72945,7343750000;-158,5470733643;
73113,8828125000;-158,5293731689;
73282,4140625000;-158,4684448242;
73451,4140625000;-158,4684448242;
73620,7265625000;-158,4684448242;
73790,4296875000;-158,4684448242;
73960,5234375000;-158,4684448242;
74131,0078125000;-158,4684448242;
74301,8828125000;-158,4684448242;
74473,2343750000;-158,4684448242;
74644,8984375000;-158,4684448242;
74816,9609375000;-158,4280853271;
74989,4218750000;-158,4177551270;
75162,2734375000;-158,4177551270;
75335,5312500000;-158,4280853271;
75509,1875000000;-158,4280853271;
75683,3203125000;-158,4280853271;
75857,7812500000;-158,4280853271;
76032,6328125000;-158,4280853271;
76207,8984375000;-158,4280853271;
76383,5625000000;-158,4277038574;
76559,6328125000;-158,4277038574;
76736,1875000000;-158,4277038574;
76913,0703125000;-158,4280853271;
77090,3593750000;-158,4684448242;
77268,0625000000;-158,4684448242;
77446,1718750000;-158,4280853271;
77624,6875000000;-158,4277038574;
77803,6171875000;-158,4277038574;
77983,0468750000;-158,4280853271;
78162,8046875000;-158,4684448242;
78342,9765625000;-158,4684448242;
78523,5625000000;-158,6298980713;
78704,5625000000;-158,6921081543;
78885,9843750000;-158,7433013916;
79067,8203125000;-158,7820892334;
79250,1640625000;-158,7960662842;
79432,8437500000;-159,0180053711;
79615,9375000000;-159,0180053711;
79799,4609375000;-159,0180053711;
79983,4062500000;-159,0180053711;
80167,7734375000;-159,0228424072;
80352,6484375000;-159,0228424072;
80537,8671875000;-159,0228424072;
80723,5156250000;-159,0228424072;
80909,5859375000;-159,1846313477;
81096,0937500000;-159,2440643311;
81283,0234375000;-159,2620544434;
81470,3828125000;-159,2620544434;
81658,2734375000;-159,2440643311;
81846,5000000000;-159,1846313477;
82035,1640625000;-159,0228424072;
82224,2578125000;-159,0228424072;
82413,7890625000;-159,0228424072;
82603,7578125000;-159,0228424072;
82794,2578125000;-159,0228424072;
82985,1015625000;-159,0180053711;
83176,3906250000;-158,8778533936;
83368,1171875000;-158,6921081543;
83560,2890625000;-158,6921081543;
83752,8984375000;-158,8778533936;
83945,9609375000;-158,9666137695;
84139,5546875000;-158,9666137695;
84333,5000000000;-158,8778533936;
84527,8906250000;-158,6921081543;
84722,7343750000;-158,3851165771;
84918,0312500000;-158,3851165771;
85113,7734375000;-158,3315277100;
85310,0546875000;-158,2355651855;
85506,7031250000;-158,2355651855;
85703,8046875000;-158,2355651855;
85901,3515625000;-158,2355651855;
86099,3671875000;-158,2355651855;
86297,8281250000;-158,2355651855;
86496,7500000000;-158,2355651855;
86696,2265625000;-158,2355651855;
86896,0703125000;-158,2355651855;
87096,3671875000;-158,3315277100;
87297,1328125000;-158,3315277100;
87498,3593750000;-158,3315277100;
87700,0468750000;-158,3315277100;
87902,2031250000;-158,3315277100;
88104,9218750000;-158,3315277100;
88308,0078125000;-158,4053649902;
88511,5703125000;-158,7591552734;
88715,5937500000;-158,8010253906;
88920,0859375000;-158,8285217285;
89125,0546875000;-158,8758850098;
89330,5937500000;-158,9666137695;
89536,5078125000;-158,9666137695;
89742,8906250000;-158,9916992188;
89949,7578125000;-159,0746917725;
90157,1015625000;-159,3717803955;
90364,9140625000;-159,6065368652;
90573,2109375000;-159,6367645264;
90782,0937500000;-159,6367645264;
90991,3515625000;-159,6367645264;
91201,0937500000;-159,6546173096;
91411,3203125000;-159,7827301025;
91622,0234375000;-159,9387207031;
91833,2187500000;-159,9387207031;
92045,0078125000;-159,9387207031;
92257,1718750000;-159,9387207031;
92469,8359375000;-159,9387207031;
92682,9843750000;-159,9387207031;
92896,6250000000;-159,9387207031;
93110,7578125000;-159,9387207031;
93325,3828125000;-159,9387207031;
93540,6093750000;-159,7827301025;
93756,2265625000;-159,7827301025;
93972,3437500000;-159,7827301025;
94188,9531250000;-159,6546173096;
94406,0703125000;-159,6546173096;
94623,6796875000;-159,6546173096;
94841,8984375000;-159,6546173096;
95060,5156250000;-159,7827301025;
95279,6328125000;-159,8011016846;
95499,2656250000;-159,8011016846;
95719,3984375000;-159,7827301025;
95940,0390625000;-159,6546173096;
96161,1875000000;-159,6546173096;
96382,9453125000;-159,3699188232;
96605,1171875000;-159,3166198730;
96827,7968750000;-159,2717132568;
97050,9921875000;-159,2717132568;
97274,7031250000;-159,2604827881;
97498,9296875000;-159,2384948730;
97723,6718750000;-159,2319335938;
97949,0390625000;-159,2053070068;
98174,8203125000;-159,1593475342;
98401,1171875000;-159,0973815918;
98627,9375000000;-159,0222167969;
98855,2812500000;-158,9383239746;
99083,1484375000;-158,9149322510;
99311,6562500000;-158,8995819092;
99540,5781250000;-158,8484039307;
99770,0234375000;-158,8484039307;
100000,0000000000;-158,8484039307;
100230,5078125000;-158,7525329590;
100461,5468750000;-158,7209014893;
100693,1171875000;-158,7525329590;
100925,3359375000;-158,7558135986;
101157,9687500000;-158,8484039307;
101391,1484375000;-158,8484039307;
101624,8593750000;-158,8484039307;
101859,1171875000;-158,8484039307;
102093,9062500000;-158,9149322510;
102329,3515625000;-158,9383239746;
102565,2265625000;-159,0222167969;
102801,6484375000;-159,0631713867;
103038,6171875000;-159,0631713867;
103276,1250000000;-159,0631713867;
103514,1875000000;-159,0631713867;
103752,7890625000;-159,0973815918;
103992,0625000000;-159,1593475342;
104231,7734375000;-159,0973815918;
104472,0312500000;-159,0962371826;
104712,8515625000;-159,0631713867;
104954,2187500000;-159,0222167969;
105196,1484375000;-158,9383239746;
105438,6328125000;-158,9383239746;
105681,7890625000;-158,9383239746;
105925,3984375000;-159,0020599365;
106169,5625000000;-159,0558471680;
106414,2890625000;-159,0615844727;
106659,5859375000;-159,0615844727;
106905,4375000000;-159,0615844727;
107151,9843750000;-159,0615844727;
107398,9765625000;-159,0615844727;
107646,5390625000;-159,0615844727;
107894,6718750000;-159,0631713867;
108143,3750000000;-159,0761413574;
108392,6562500000;-159,0788116455;
108642,5078125000;-159,0962371826;
108893,0546875000;-159,1649932861;
109144,0625000000;-159,3390502930;
109395,6484375000;-159,3905487061;
109647,8125000000;-159,3905487061;
109900,5546875000;-159,3390502930;
110153,8828125000;-159,1649932861;
110407,9218750000;-159,0962371826;
110662,4140625000;-159,0788116455;
110917,5000000000;-159,0761566162;
111173,1718750000;-159,0761413574;
111429,4375000000;-159,0615844727;
111686,2890625000;-159,0558471680;
111943,7343750000;-159,0494689941;
112201,8984375000;-159,0494689941;
112460,5312500000;-159,0494689941;
112719,7578125000;-159,0494689941;
112979,5859375000;-159,0494689941;
113240,0078125000;-159,0558013916;
113501,0390625000;-159,0558471680;
113762,7890625000;-159,0615844727;
114025,0234375000;-159,0761413574;
114287,8593750000;-159,0761566162;
114551,2968750000;-159,0788116455;
114815,3437500000;-159,1649932861;
115080,0078125000;-159,1808929443;
115345,2734375000;-159,3240966797;
115611,2812500000;-159,3390502930;
115877,7734375000;-159,4112396240;
116144,8750000000;-159,4934539795;
116412,6015625000;-159,5511322021;
116680,9375000000;-159,6891479492;
116949,8984375000;-159,7036285400;
117219,4765625000;-159,7042083740;
