sep=;
337,2873840332;-120,2997207642;
338,0648803711;-120,3464813232;
338,8441467285;-120,3932495117;
339,6251831055;-120,4281997681;
340,4082336426;-120,4579086304;
341,1929016113;-120,4876098633;
341,9793701172;-120,5173187256;
342,7678527832;-120,5594635010;
343,5579528809;-120,6226806641;
344,3498840332;-120,6858901978;
345,1438293457;-120,7491226196;
345,9393920898;-120,8113250732;
346,7368164063;-120,8636398315;
347,5360717773;-120,9159469604;
348,3373718262;-120,9682769775;
349,1402893066;-121,0205841064;
349,9450988770;-121,0462875366;
350,7519226074;-121,0674896240;
351,5604553223;-121,0886840820;
352,3708190918;-121,1098861694;
353,1832580566;-121,1513977051;
353,9973754883;-121,2034149170;
354,8133544922;-121,2554244995;
355,6314086914;-121,3074493408;
356,4511718750;-121,3509521484;
357,2728271484;-121,3860473633;
358,0963439941;-121,4211502075;
358,9219970703;-121,4562606812;
359,7493286133;-121,4860687256;
360,5785827637;-121,5074844360;
361,4099426270;-121,5289077759;
362,2430114746;-121,5503234863;
363,0780029297;-121,5796737671;
363,9151306152;-121,6267929077;
364,7539672852;-121,6739044189;
365,5947570801;-121,7210083008;
366,4374694824;-121,7613067627;
367,2823486328;-121,7830429077;
368,1289672852;-121,8047714233;
368,9775390625;-121,8265075684;
369,8282470703;-121,8619232178;
370,6807250977;-121,9350814819;
371,5351867676;-122,0082397461;
372,3917846680;-122,0814132690;
373,2501831055;-122,1429977417;
374,1105346680;-122,1775588989;
374,9729003906;-122,2121124268;
375,8374328613;-122,2466812134;
376,7037658691;-122,3203201294;
377,5721130371;-122,4606628418;
378,4426574707;-122,6010360718;
379,3149719238;-122,7413711548;
380,1893310547;-122,8264923096;
381,0658874512;-122,8504409790;
381,9442749023;-122,8743743896;
382,8247070313;-122,8983154297;
383,7073364258;-122,9198379517;
384,5918273926;-122,9398422241;
385,4783325195;-122,9598388672;
386,3668823242;-122,9798355103;
387,2576904297;-122,9998397827;
388,1503601074;-123,0198364258;
389,0450744629;-123,0398330688;
389,9420471191;-123,0598373413;
390,8409118652;-123,1089706421;
391,7418212891;-123,1582565308;
392,6450195313;-123,2075576782;
393,5501098633;-123,2568435669;
394,4572753906;-123,3061370850;
395,3665161133;-123,3554306030;
396,2780761719;-123,4047393799;
397,1915283203;-123,4968109131;
398,1070861816;-123,6305389404;
399,0249633789;-123,7642974854;
399,9447631836;-123,8980255127;
400,8666381836;-123,9395828247;
401,7908935547;-123,9595870972;
402,7170410156;-123,9795837402;
403,6453552246;-124,0003051758;
404,5759887695;-124,0252685547;
405,5085754395;-124,0502319336;
406,4432983398;-124,0751953125;
407,3801879883;-124,2011947632;
408,3194580078;-124,4238815308;
409,2606506348;-124,6465072632;
410,2040100098;-124,8691406250;
411,1498107910;-125,0813903809;
412,0975341797;-125,2925186157;
413,0474548340;-125,5036468506;
413,9997863770;-125,7036056519;
414,9540710449;-125,8810348511;
415,9105834961;-126,0584716797;
416,8692626953;-126,2359008789;
417,8304138184;-126,3896942139;
418,7935485840;-126,5370559692;
419,7588806152;-126,6844177246;
420,7266845703;-126,8290786743;
421,6965026855;-126,9663314819;
422,6685485840;-127,1035919189;
423,6430664063;-127,2408752441;
424,6195983887;-127,3803482056;
425,5983581543;-127,5204238892;
426,5796203613;-127,6605377197;
427,5629272461;-127,8023452759;
428,5484924316;-127,9477691650;
429,5363159180;-128,0932006836;
430,5266723633;-128,2386627197;
431,5190734863;-128,3793945313;
432,5137634277;-128,4952087402;
433,5109558105;-128,4983062744;
434,5102233887;-128,5013885498;
435,5118103027;-128,5044860840;
436,5159301758;-128,5195465088;
437,5221252441;-128,5565185547;
438,5306701660;-128,5693359375;
439,5415039063;-128,6265106201;
440,5549316406;-128,6458740234;
441,5704345703;-128,6597137451;
442,5882873535;-128,6964874268;
443,6087341309;-128,7224273682;
444,6312561035;-128,7748718262;
445,6561889648;-128,7762603760;
446,6836853027;-128,8170928955;
447,7133178711;-128,8593902588;
448,7453308105;-128,8674774170;
449,7799682617;-128,9244689941;
450,8167419434;-128,9438934326;
451,8559265137;-128,9587097168;
452,8974609375;-129,0096893311;
453,9416809082;-129,0196380615;
454,9880371094;-129,0295867920;
456,0368347168;-129,0295867920;
457,0882873535;-129,0318756104;
458,1419067383;-129,1334838867;
459,1979370117;-129,2247772217;
460,2566833496;-129,3160858154;
461,3175964355;-129,4031677246;
462,3809814453;-129,4670104980;
463,4468078613;-129,5308685303;
464,5153198242;-129,5947265625;
465,5860900879;-129,6464233398;
466,6592712402;-129,6977539063;
467,7352294922;-129,7491149902;
468,8133850098;-129,7491149902;
469,8940429688;-129,7491149902;
470,9774169922;-129,7491149902;
472,0630798340;-129,7491149902;
473,1512145996;-129,7491149902;
474,2421264648;-129,7491149902;
475,3352661133;-129,7491149902;
476,4309692383;-129,7491149902;
477,5291748047;-129,7491149902;
478,6301574707;-129,7491149902;
479,7334289551;-129,7491149902;
480,8392639160;-129,7491149902;
481,9479064941;-129,7491149902;
483,0588073730;-129,7491149902;
484,1723022461;-129,7491149902;
485,2886352539;-129,7491149902;
486,4072570801;-129,7491149902;
487,5284423828;-129,7135620117;
488,6522521973;-129,5954437256;
489,7788696289;-129,5954437256;
490,9078674316;-129,5954437256;
492,0394287109;-129,5954437256;
493,1738891602;-129,5954437256;
494,3106994629;-129,5954437256;
495,4501037598;-129,5954437256;
496,5924377441;-129,5954437256;
497,7371215820;-129,5954437256;
498,8844299316;-129,5954437256;
500,0343933105;-129,5954437256;
501,1872863770;-129,5954437256;
502,3425598145;-129,5954437256;
503,5004882813;-129,5954437256;
504,6613769531;-129,5954437256;
505,8246459961;-129,5954437256;
506,9906311035;-129,5954437256;
508,1595458984;-129,5954437256;
509,3309020996;-129,6349334717;
510,5049438477;-129,6844635010;
511,6819763184;-129,7339935303;
512,8614501953;-129,7649230957;
514,0436401367;-129,7884674072;
515,2285156250;-129,8120117188;
516,4164428711;-129,8424224854;
517,6068115234;-129,8740692139;
518,7999267578;-129,9057464600;
519,9960937500;-129,9853515625;
521,1947021484;-130,0649414063;
522,3961181641;-130,1353302002;
523,6005859375;-130,1612548828;
524,8074951172;-130,1871795654;
526,0172119141;-130,2127075195;
527,2297363281;-130,2375183105;
528,4453125000;-130,2623443604;
529,6633911133;-130,3014984131;
530,8843383789;-130,3515472412;
532,1083374023;-130,4016113281;
533,3348999023;-130,4548492432;
534,5642700195;-130,5089263916;
535,7967529297;-130,5635375977;
537,0317993164;-130,6326446533;
538,2697143555;-130,7017517090;
539,5107421875;-130,7563476563;
540,7543945313;-130,7763519287;
542,0008544922;-130,7963562012;
543,2501831055;-130,8163452148;
544,5027465820;-130,8363494873;
545,7578735352;-130,8563537598;
547,0158691406;-130,8781890869;
548,2770385742;-130,9003295898;
549,5408935547;-130,9287414551;
550,8076171875;-130,9863128662;
552,0775756836;-131,0438995361;
553,3501586914;-131,0839691162;
554,6256713867;-131,1068725586;
555,9041137695;-131,1297912598;
557,1857910156;-131,1851348877;
558,4701538086;-131,2462615967;
559,7575073242;-131,3261260986;
561,0480957031;-131,4770965576;
562,3413085938;-131,6280364990;
563,6375732422;-131,7232055664;
564,9370727539;-131,7786865234;
566,2393188477;-131,8341827393;
567,5445556641;-131,8341827393;
568,8530883789;-131,8341827393;
570,1643066406;-131,8341827393;
571,4785766602;-131,8341827393;
572,7958984375;-131,8341827393;
574,1165161133;-131,8341827393;
575,4399414063;-131,8341827393;
576,7663574219;-131,8341827393;
578,0961303711;-131,8341827393;
579,4287109375;-131,8341827393;
580,7643432617;-131,8341827393;
582,1033325195;-131,8341827393;
583,4451293945;-131,8460998535;
584,7900390625;-131,8892974854;
586,1380004883;-131,9152526855;
587,4894409180;-131,9444122314;
588,8436279297;-132,0114593506;
590,2009277344;-132,0977020264;
591,5617065430;-132,1010284424;
592,9253540039;-132,1839599609;
594,2920532227;-132,2162322998;
595,6622924805;-132,2628326416;
597,0353393555;-132,2773132324;
598,4114990234;-132,3723602295;
599,7912597656;-132,3806762695;
601,1738281250;-132,3806762695;
602,5595703125;-132,3806762695;
603,9484863281;-132,3806762695;
605,3409423828;-132,3806762695;
606,7363281250;-132,3806762695;
608,1348876953;-132,3806762695;
609,5369873047;-132,6009063721;
610,9420166016;-132,9537811279;
612,3502807617;-133,2628173828;
613,7621459961;-133,4561157227;
615,1769409180;-133,4705810547;
616,5949707031;-133,4997253418;
618,0162353516;-133,5087432861;
619,4411621094;-133,5488281250;
620,8690185547;-133,5613708496;
622,3001708984;-133,5692138672;
623,7349243164;-133,6195831299;
625,1726684570;-133,6195831299;
626,6137695313;-133,6195831299;
628,0584716797;-133,6195831299;
629,5062255859;-133,6195831299;
630,9572753906;-133,6195831299;
632,4120483398;-133,6195831299;
633,8697509766;-133,6195831299;
635,3308715820;-133,6195831299;
636,7953491211;-133,6195831299;
638,2636108398;-133,6195831299;
639,7348022461;-133,6195831299;
641,2094726563;-133,5991363525;
642,6878662109;-133,5613708496;
644,1693115234;-133,5488281250;
645,6541137695;-133,5087432861;
647,1427612305;-133,4997253418;
648,6344604492;-133,4997253418;
650,1296386719;-133,4997253418;
651,6282348633;-133,4997253418;
653,1306152344;-133,4997253418;
654,6361694336;-133,5087432861;
656,1451416016;-133,5613708496;
657,6579589844;-133,5664520264;
659,1738891602;-133,5991363525;
660,6933593750;-133,6708221436;
662,2166748047;-133,7463989258;
663,7431030273;-133,6999816895;
665,2730712891;-133,5991363525;
666,8065795898;-133,5664520264;
668,3439941406;-133,5300598145;
669,8845825195;-133,3875427246;
671,4287109375;-133,3750152588;
672,9767456055;-133,3706817627;
674,5280151367;-133,2200164795;
676,0828857422;-133,1748657227;
677,6416625977;-133,1703186035;
679,2036743164;-133,1703186035;
680,7692871094;-133,1748657227;
682,3388671875;-133,2200164795;
683,9116821289;-133,2938079834;
685,4881591797;-133,3706817627;
687,0682983398;-133,3750152588;
688,6524047852;-133,4836730957;
690,2398071289;-133,5300598145;
691,8308105469;-133,5664520264;
693,4259643555;-133,6999816895;
695,0243530273;-133,7277221680;
696,6264038086;-133,7463989258;
698,2325439453;-133,8708953857;
699,8420410156;-133,9233551025;
701,4552001953;-134,0028686523;
703,0721435547;-134,0166778564;
704,6931762695;-134,0499420166;
706,3175048828;-134,1252746582;
707,9456176758;-134,1508789063;
709,5778808594;-134,1776275635;
711,2135009766;-134,1776275635;
712,8529052734;-134,3390502930;
714,4964599609;-134,4446411133;
716,1434326172;-134,4708099365;
717,7941894531;-134,4780578613;
719,4491577148;-134,5068969727;
721,1075439453;-134,5298767090;
722,7697753906;-134,5729827881;
724,4357910156;-134,6389923096;
726,1060791016;-134,6589660645;
727,7797851563;-134,6987152100;
729,4573974609;-134,6987152100;
731,1392211914;-134,6987152100;
732,8245239258;-134,6987152100;
734,5137329102;-134,6987152100;
736,2072753906;-134,6987152100;
737,9042968750;-134,6987152100;
739,6052246094;-134,6987152100;
741,3100585938;-134,6987152100;
743,0192260742;-134,6987152100;
744,7319335938;-134,6589660645;
746,4486083984;-134,6389923096;
748,1696166992;-134,6201629639;
749,8942260742;-134,5729827881;
751,6227416992;-134,5298767090;
753,3557128906;-134,5068969727;
755,0922851563;-134,4906921387;
756,8328247070;-134,4780578613;
758,5777587891;-134,4708099365;
760,3263549805;-134,4446411133;
762,0789794922;-134,3273468018;
763,8356323242;-134,2402496338;
765,5967407227;-134,2402496338;
767,3614501953;-134,2402496338;
769,1303100586;-134,2402496338;
770,9036254883;-134,2402496338;
772,6806030273;-134,2402496338;
774,4616699219;-134,2402496338;
776,2473144531;-134,2402496338;
778,0366210938;-134,2402496338;
779,8300170898;-134,2402496338;
781,6276245117;-134,2402496338;
783,4297485352;-134,2402496338;
785,2355957031;-134,2402496338;
787,0455932617;-134,2402496338;
788,8602294922;-134,2402496338;
790,6786499023;-134,1782836914;
792,5012207031;-134,1582336426;
794,3284301758;-134,1217956543;
796,1593627930;-134,0987396240;
797,9945678711;-134,0987396240;
799,8344726563;-134,0987396240;
801,6781616211;-134,0987396240;
803,5260620117;-134,0987396240;
805,3782348633;-134,0987396240;
807,2351684570;-134,0987396240;
809,0958862305;-134,0987396240;
810,9609375000;-134,0987396240;
812,8306884766;-134,0987396240;
814,7042846680;-134,0987396240;
816,5822753906;-134,0987396240;
818,4649658203;-134,0987396240;
820,3516235352;-134,0987396240;
822,2425537109;-134,0987396240;
824,1378784180;-134,0987396240;
826,0380249023;-134,0007171631;
827,9421386719;-133,8829040527;
829,8505859375;-133,7194366455;
831,7639160156;-133,5140533447;
833,6812133789;-133,2710876465;
835,6029052734;-133,0729827881;
837,5294799805;-133,0729827881;
839,4600219727;-133,0729827881;
841,3950195313;-133,0729827881;
843,3349609375;-133,0729827881;
845,2789306641;-133,0729827881;
847,2273559570;-133,0729827881;
849,1802978516;-133,0729827881;
851,1381835938;-133,0729827881;
853,1000976563;-133,0729827881;
855,0665893555;-133,0729827881;
857,0380249023;-133,0729827881;
859,0135498047;-133,0729827881;
860,9936523438;-133,0729827881;
862,9787597656;-133,0729827881;
864,9680175781;-133,0729827881;
866,9617919922;-133,0729827881;
868,9602050781;-133,0729827881;
870,9636840820;-133,2657470703;
872,9713134766;-133,4379272461;
874,9835815430;-133,6005554199;
877,0009765625;-133,7248077393;
879,0225219727;-133,8330993652;
881,0487670898;-133,8408203125;
883,0800781250;-133,8426971436;
885,1156616211;-133,8696136475;
887,1559448242;-133,9041137695;
889,2008666992;-133,9167785645;
891,2510375977;-133,9420013428;
893,3054199219;-133,9833679199;
895,3645629883;-134,0061187744;
897,4289550781;-134,0160827637;
899,4975585938;-134,0425415039;
901,5709838867;-134,0888824463;
903,6496582031;-134,0915527344;
905,7326660156;-134,1246948242;
907,8204345703;-134,1264190674;
909,9135131836;-134,1387786865;
912,0109252930;-134,1440887451;
914,1131591797;-134,2592315674;
916,2202758789;-134,2673645020;
918,3327026367;-134,2860870361;
920,4495239258;-134,3059844971;
922,5712280273;-134,3076324463;
924,6983642578;-134,3540039063;
926,8298339844;-134,4225463867;
928,9662475586;-134,4365234375;
931,1080932617;-134,4791870117;
933,2543334961;-134,5386047363;
935,4055786133;-134,5708923340;
937,5617675781;-134,6516113281;
939,7233886719;-134,6540527344;
941,8895263672;-134,7578430176;
944,0606689453;-134,7716369629;
946,2373046875;-134,7994232178;
948,4184570313;-134,7994232178;
950,6046142578;-134,7994232178;
952,7963867188;-134,7994232178;
954,9926147461;-134,7994232178;
957,1939697266;-134,7994232178;
959,4008789063;-134,7754211426;
961,6123657227;-134,7716369629;
963,8289794922;-134,7578430176;
966,0506591797;-134,6540527344;
968,2780151367;-134,5928649902;
970,5099487305;-134,5708923340;
972,7470092773;-134,5386047363;
974,9898071289;-134,4365234375;
977,2372436523;-134,4225463867;
979,4898681641;-134,4225006104;
981,7481689453;-134,4225006104;
984,0111694336;-134,4225463867;
986,2794189453;-134,4759063721;
988,5528564453;-134,5091094971;
990,8320922852;-134,5274047852;
993,1160278320;-134,5373992920;
995,4052124023;-134,5476684570;
997,7002563477;-134,5476684570;
1000,0000000000;-134,5476684570;
1002,3050537109;-134,5476684570;
1004,6160278320;-134,5476684570;
1006,9317016602;-134,5476684570;
1009,2527465820;-134,5476684570;
1011,5797119141;-134,5476684570;
1013,9114990234;-134,5476684570;
1016,2485961914;-134,5476684570;
1018,5911254883;-134,5476684570;
1020,9396362305;-134,5373992920;
1023,2929687500;-134,5274047852;
1025,6517333984;-134,5091094971;
1028,0164794922;-134,4832763672;
1030,3861083984;-134,4759063721;
1032,7612304688;-134,4759063721;
1035,1424560547;-134,4759063721;
1037,5284423828;-134,4759063721;
1039,9200439453;-134,4824218750;
1042,3171386719;-134,4832763672;
1044,7203369141;-134,4860534668;
1047,1285400391;-134,4860534668;
1049,5422363281;-134,4860534668;
1051,9620361328;-134,4860534668;
1054,3868408203;-134,4860534668;
1056,8173828125;-134,4860534668;
1059,2539062500;-134,4860534668;
1061,6955566406;-134,4860534668;
1064,1429443359;-134,4860534668;
1066,5964355469;-134,4832763672;
1069,0549316406;-134,4824218750;
1071,5192871094;-134,4824218750;
1073,9891357422;-134,4824218750;
1076,4653320313;-134,4824218750;
1078,9466552734;-134,4824218750;
1081,4337158203;-134,4824218750;
1083,9271240234;-134,4824218750;
1086,4256591797;-134,4824218750;
1088,9299316406;-134,4824218750;
1091,4405517578;-134,4824218750;
1093,9564208984;-134,4824218750;
1096,4781494141;-134,4824218750;
1099,0056152344;-134,4824218750;
1101,5394287109;-134,4824218750;
1104,0786132813;-134,4824218750;
1106,6235351563;-134,4824218750;
1109,1750488281;-134,4860534668;
1111,7316894531;-134,4951324463;
1114,2943115234;-134,6202850342;
1116,8635253906;-134,8221130371;
1119,4379882813;-134,8221130371;
1122,0183105469;-134,8221130371;
1124,6052246094;-134,8221130371;
1127,1976318359;-134,8221130371;
1129,7958984375;-134,8221130371;
1132,4001464844;-134,8221130371;
1135,0109863281;-134,8221130371;
1137,6273193359;-134,8221130371;
1140,2496337891;-134,8221130371;
1142,8785400391;-134,8221130371;
1145,5129394531;-134,8221130371;
1148,1534423828;-134,8221130371;
1150,8006591797;-134,8221130371;
1153,4533691406;-134,8221130371;
1156,1121826172;-134,8221130371;
1158,7770996094;-134,8221130371;
1161,4487304688;-134,8221130371;
1164,1259765625;-134,8205261230;
1166,8093261719;-134,8193359375;
1169,4996337891;-134,7983856201;
1172,1954345703;-134,7978515625;
1174,8973388672;-134,7468719482;
1177,6062011719;-134,7349395752;
1180,3206787109;-134,7083587646;
1183,0413818359;-134,6829833984;
1185,7684326172;-134,6450958252;
1188,5023193359;-134,6233062744;
1191,2419433594;-134,6084289551;
1193,9877929688;-134,5777130127;
1196,7407226563;-134,5500946045;
1199,4992675781;-134,5500946045;
1202,2642822266;-134,5500946045;
1205,0361328125;-134,5500946045;
1207,8138427734;-134,5500946045;
1210,5980224609;-134,5500946045;
1213,3891601563;-134,5500946045;
1216,1861572266;-134,5500946045;
1218,9895019531;-134,5500946045;
1221,7993164063;-134,5777130127;
1224,6163330078;-134,6233062744;
1227,4392089844;-134,6450958252;
1230,2685546875;-134,6639862061;
1233,1051025391;-134,6829833984;
1235,9475097656;-134,7349395752;
1238,7963867188;-134,7468719482;
1241,6525878906;-134,7978515625;
1244,5146484375;-134,7983856201;
1247,3834228516;-134,8193359375;
1250,2586669922;-134,8327484131;
1253,1413574219;-134,9266815186;
1256,0299072266;-134,9294433594;
1258,9251708984;-134,9552154541;
1261,8277587891;-134,9611511230;
1264,7363281250;-134,9699554443;
1267,6516113281;-135,0252838135;
1270,5743408203;-135,0691070557;
1273,5031738281;-135,0911102295;
1276,4385986328;-135,1045379639;
1279,3815917969;-135,1624908447;
1282,3306884766;-135,1624908447;
1285,2866210938;-135,1624908447;
1288,2492675781;-135,1624908447;
1291,2194824219;-135,1624908447;
1294,1958007813;-135,1624908447;
1297,1790771484;-135,1624908447;
1300,1697998047;-135,2061920166;
1303,1667480469;-135,2251281738;
1306,1706542969;-135,2494049072;
1309,1822509766;-135,2497406006;
1312,1999511719;-135,2590484619;
1315,2247314453;-135,2961120605;
1318,2563476563;-135,3648223877;
1321,2957763672;-135,4517669678;
1324,3414306641;-135,4818115234;
1327,3941650391;-135,4818115234;
1330,4545898438;-135,4818115234;
1333,5214843750;-135,4818115234;
1336,5953369141;-135,4818115234;
1339,6770019531;-135,4818115234;
1342,7650146484;-135,4818115234;
1345,8602294922;-135,4818115234;
1348,9632568359;-135,4818115234;
1352,0727539063;-135,4517669678;
1355,1893310547;-135,4517669678;
1358,3131103516;-135,4517669678;
1361,4448242188;-135,4517669678;
1364,5831298828;-135,4517669678;
1367,7285156250;-135,4517669678;
1370,8820800781;-135,4515075684;
1374,0419921875;-135,4424133301;
1377,2092285156;-135,4316101074;
1380,3846435547;-135,4165191650;
1383,5665283203;-135,3685150146;
1386,7557373047;-135,3685150146;
1389,9522705078;-135,3685150146;
1393,1569824219;-135,3685150146;
1396,3682861328;-135,3685150146;
1399,5870361328;-135,3685150146;
1402,8139648438;-135,3685150146;
1406,0474853516;-135,3685150146;
1409,2885742188;-135,3685150146;
1412,5378417969;-135,2933197021;
1415,7938232422;-135,2917633057;
1419,0573730469;-135,2917633057;
1422,3292236328;-135,2917633057;
1425,6077880859;-135,2917633057;
1428,8939208984;-135,2917633057;
1432,1876220703;-135,2917633057;
1435,4896240234;-135,2917633057;
1438,7985839844;-135,2933197021;
1442,1151123047;-135,3164062500;
1445,4400634766;-135,3685150146;
1448,7718505859;-135,3685150146;
1452,1114501953;-135,3685150146;
1455,4594726563;-135,3685150146;
1458,8143310547;-135,3685150146;
1462,1770019531;-135,3685150146;
1465,5474853516;-135,3164062500;
1468,9265136719;-135,2917633057;
1472,3125000000;-135,2916717529;
1475,7061767578;-135,2664642334;
1479,1086425781;-135,2664642334;
1482,5180664063;-135,2664642334;
1485,9354248047;-135,2664642334;
1489,3614501953;-135,2664642334;
1492,7945556641;-135,2664642334;
1496,2354736328;-135,2664642334;
1499,6853027344;-135,2664642334;
1503,1420898438;-135,2916717529;
1506,6069335938;-135,3164062500;
1510,0798339844;-135,3880920410;
1513,5615234375;-135,3905334473;
1517,0502929688;-135,3905334473;
1520,5472412109;-135,3905334473;
1524,0531005859;-135,3905334473;
1527,5661621094;-135,3905334473;
1531,0872802734;-135,3905334473;
1534,6173095703;-135,3905334473;
1538,1547851563;-135,3905334473;
1541,7003173828;-135,3880920410;
1545,2540283203;-135,3880920410;
1548,8167724609;-135,3880920410;
1552,3869628906;-135,3880920410;
1555,9653320313;-135,3880920410;
1559,5527343750;-135,3880920410;
1563,1477050781;-135,3880920410;
1566,7508544922;-135,3905334473;
1570,3631591797;-135,4562072754;
1573,9829101563;-135,5214843750;
1577,6110839844;-135,5258026123;
1581,2475585938;-135,5605316162;
1584,8933105469;-135,5646514893;
1588,5466308594;-135,5710296631;
1592,2083740234;-135,5868072510;
1595,8793945313;-135,6134033203;
1599,5579833984;-135,6429748535;
1603,2451171875;-135,6432952881;
1606,9415283203;-135,6432952881;
1610,6457519531;-135,6429748535;
1614,3583984375;-135,6134033203;
1618,0804443359;-135,5868072510;
1621,8101806641;-135,5868072510;
