sep=;
337,2873840332;-122,1614685059;
338,0648803711;-122,1814651489;
338,8441467285;-122,2014617920;
339,6251831055;-122,2214584351;
340,4082336426;-122,2414627075;
341,1929016113;-122,2614669800;
341,9793701172;-122,2814636230;
342,7678527832;-122,3014678955;
343,5579528809;-122,3214645386;
344,3498840332;-122,3414611816;
345,1438293457;-122,3614654541;
345,9393920898;-122,3814620972;
346,7368164063;-122,4014587402;
347,5360717773;-122,4214630127;
348,3373718262;-122,4414672852;
349,1402893066;-122,4614639282;
349,9450988770;-122,4814605713;
350,7519226074;-122,5014648438;
351,5604553223;-122,5214614868;
352,3708190918;-122,5414581299;
353,1832580566;-122,5614624023;
353,9973754883;-122,5814666748;
354,8133544922;-122,6014633179;
355,6314086914;-122,6214675903;
356,4511718750;-122,6461105347;
357,2728271484;-122,6753540039;
358,0963439941;-122,7045974731;
358,9219970703;-122,7338485718;
359,7493286133;-122,7713623047;
360,5785827637;-122,8220062256;
361,4099426270;-122,8726577759;
362,2430114746;-122,9232940674;
363,0780029297;-122,9665451050;
363,9151306152;-122,9932327271;
364,7539672852;-123,0199127197;
365,5947570801;-123,0465927124;
366,4374694824;-123,0728836060;
367,2823486328;-123,0981292725;
368,1289672852;-123,1233596802;
368,9775390625;-123,1485977173;
369,8282470703;-123,1779708862;
370,6807250977;-123,2187423706;
371,5351867676;-123,2595214844;
372,3917846680;-123,3003082275;
373,2501831055;-123,3377609253;
374,1105346680;-123,3674545288;
374,9729003906;-123,3971557617;
375,8374328613;-123,4268569946;
376,7037658691;-123,4579925537;
377,5721130371;-123,4915771484;
378,4426574707;-123,5251770020;
379,3149719238;-123,5587615967;
380,1893310547;-123,5910568237;
381,0658874512;-123,6219253540;
381,9442749023;-123,6527786255;
382,8247070313;-123,6836395264;
383,7073364258;-123,7505416870;
384,5918273926;-123,8400802612;
385,4783325195;-123,9296112061;
386,3668823242;-124,0191421509;
387,2576904297;-124,0539169312;
388,1503601074;-124,0739135742;
389,0450744629;-124,0939178467;
389,9420471191;-124,1139144897;
390,8409118652;-124,1339187622;
391,7418212891;-124,1539154053;
392,6450195313;-124,1739196777;
393,5501098633;-124,1939163208;
394,4572753906;-124,2139129639;
395,3665161133;-124,2339096069;
396,2780761719;-124,2539138794;
397,1915283203;-124,2739181519;
398,1070861816;-124,2939147949;
399,0249633789;-124,3139190674;
399,9447631836;-124,3339157104;
400,8666381836;-124,4702987671;
401,7908935547;-124,6339569092;
402,7170410156;-124,7975692749;
403,6453552246;-124,9707641602;
404,5759887695;-125,2002410889;
405,5085754395;-125,4296722412;
406,4432983398;-125,6591033936;
407,3801879883;-125,9112396240;
408,3194580078;-126,1851501465;
409,2606506348;-126,4589920044;
410,2040100098;-126,7328338623;
411,1498107910;-127,0172653198;
412,0975341797;-127,3027038574;
413,0474548340;-127,5881423950;
413,9997863770;-127,8720550537;
414,9540710449;-128,1526794434;
415,9105834961;-128,4333190918;
416,8692626953;-128,7139434814;
417,8304138184;-128,9973144531;
418,7935485840;-129,2813568115;
419,7588806152;-129,5653991699;
420,7266845703;-129,8516235352;
421,6965026855;-129,8516235352;
422,6685485840;-129,8516235352;
423,6430664063;-129,8516235352;
424,6195983887;-129,8516235352;
425,5983581543;-129,8516235352;
426,5796203613;-129,8516235352;
427,5629272461;-129,8516235352;
428,5484924316;-129,8516235352;
429,5363159180;-129,8516235352;
430,5266723633;-129,8516235352;
431,5190734863;-129,8516235352;
432,5137634277;-129,8516235352;
433,5109558105;-129,8516235352;
434,5102233887;-129,8516235352;
435,5118103027;-129,8516235352;
436,5159301758;-129,8516235352;
437,5221252441;-129,8516235352;
438,5306701660;-129,7891540527;
439,5415039063;-129,3483886719;
440,5549316406;-128,9075012207;
441,5704345703;-128,8313293457;
442,5882873535;-128,8313293457;
443,6087341309;-128,8313293457;
444,6312561035;-128,8313293457;
445,6561889648;-128,8313293457;
446,6836853027;-128,8313293457;
447,7133178711;-128,8313293457;
448,7453308105;-128,8313293457;
449,7799682617;-128,8313293457;
450,8167419434;-128,8313293457;
451,8559265137;-128,8313293457;
452,8974609375;-128,8313293457;
453,9416809082;-128,8313293457;
454,9880371094;-128,8313293457;
456,0368347168;-128,8313293457;
457,0882873535;-128,8313293457;
458,1419067383;-128,8313293457;
459,1979370117;-128,8313293457;
460,2566833496;-129,1753692627;
461,3175964355;-129,5104827881;
462,3809814453;-129,7968597412;
463,4468078613;-130,0832519531;
464,5153198242;-130,3696899414;
465,5860900879;-130,5357208252;
466,6592712402;-130,6982574463;
467,7352294922;-130,8608398438;
468,8133850098;-130,9403076172;
469,8940429688;-131,0007019043;
470,9774169922;-131,0611267090;
472,0630798340;-131,0914916992;
473,1512145996;-131,1075897217;
474,2421264648;-131,1236724854;
475,3352661133;-131,1572570801;
476,4309692383;-131,1572570801;
477,5291748047;-131,1572570801;
478,6301574707;-131,1572570801;
479,7334289551;-131,1572570801;
480,8392639160;-131,1572570801;
481,9479064941;-131,1572570801;
483,0588073730;-131,1572570801;
484,1723022461;-131,1572570801;
485,2886352539;-131,1572570801;
486,4072570801;-131,1572570801;
487,5284423828;-131,1572570801;
488,6522521973;-131,2043304443;
489,7788696289;-131,2129058838;
490,9078674316;-131,2514038086;
492,0394287109;-131,3360137939;
493,1738891602;-131,3424835205;
494,3106994629;-131,4623565674;
495,4501037598;-131,4889221191;
496,5924377441;-131,5886993408;
497,7371215820;-131,5980987549;
498,8844299316;-131,7307128906;
500,0343933105;-131,7649993896;
501,1872863770;-131,8260040283;
502,3425598145;-131,8594207764;
503,5004882813;-131,8594207764;
504,6613769531;-131,8594207764;
505,8246459961;-131,8594207764;
506,9906311035;-131,8594207764;
508,1595458984;-131,8594207764;
509,3309020996;-131,8594207764;
510,5049438477;-131,8594207764;
511,6819763184;-131,8594207764;
512,8614501953;-131,8655700684;
514,0436401367;-131,8898468018;
515,2285156250;-131,9141387939;
516,4164428711;-131,9549255371;
517,6068115234;-131,9586486816;
518,7999267578;-132,0031585693;
519,9960937500;-132,0435943604;
521,1947021484;-132,0504302979;
522,3961181641;-132,0539703369;
523,6005859375;-132,0643615723;
524,8074951172;-132,0851287842;
526,0172119141;-132,1375885010;
527,2297363281;-132,2461700439;
528,4453125000;-132,3547973633;
529,6633911133;-132,4292297363;
530,8843383789;-132,4776763916;
532,1083374023;-132,5261383057;
533,3348999023;-132,5546112061;
534,5642700195;-132,5778503418;
535,7967529297;-132,6038970947;
537,0317993164;-132,7061157227;
538,2697143555;-132,8083343506;
539,5107421875;-132,9088287354;
540,7543945313;-133,0051727295;
542,0008544922;-133,1015014648;
543,2501831055;-133,1770782471;
544,5027465820;-133,2371520996;
545,7578735352;-133,2972106934;
547,0158691406;-133,3225555420;
548,2770385742;-133,3425598145;
549,5408935547;-133,3625488281;
550,8076171875;-133,3825531006;
552,0775756836;-133,4025573730;
553,3501586914;-133,4225463867;
554,6256713867;-133,4425506592;
555,9041137695;-133,4625396729;
557,1857910156;-133,7439270020;
558,4701538086;-134,0718994141;
559,7575073242;-134,4718322754;
561,0480957031;-135,1450805664;
562,3413085938;-135,8181457520;
563,6375732422;-136,3858032227;
564,9370727539;-136,8785858154;
566,2393188477;-137,0427856445;
567,5445556641;-137,0427856445;
568,8530883789;-137,0427856445;
570,1643066406;-137,0427856445;
571,4785766602;-137,0427856445;
572,7958984375;-137,0427856445;
574,1165161133;-137,0427856445;
575,4399414063;-137,0427856445;
576,7663574219;-137,0427856445;
578,0961303711;-137,0427856445;
579,4287109375;-137,0427856445;
580,7643432617;-137,0427856445;
582,1033325195;-137,0427856445;
583,4451293945;-137,0427856445;
584,7900390625;-137,0427856445;
586,1380004883;-137,0427856445;
587,4894409180;-137,3712615967;
588,8436279297;-137,4484710693;
590,2009277344;-137,4810180664;
591,5617065430;-137,4810180664;
592,9253540039;-137,4810180664;
594,2920532227;-137,4810180664;
595,6622924805;-137,4810180664;
597,0353393555;-137,4810180664;
598,4114990234;-137,4810180664;
599,7912597656;-137,4810180664;
601,1738281250;-137,4810180664;
602,5595703125;-137,4810180664;
603,9484863281;-137,4810180664;
605,3409423828;-137,4810180664;
606,7363281250;-137,4810180664;
608,1348876953;-137,4810180664;
609,5369873047;-137,4810180664;
610,9420166016;-137,4810180664;
612,3502807617;-137,6460571289;
613,7621459961;-137,6460571289;
615,1769409180;-137,6798553467;
616,5949707031;-137,7044982910;
618,0162353516;-137,7415008545;
619,4411621094;-137,7681884766;
620,8690185547;-137,8619079590;
622,3001708984;-137,8636169434;
623,7349243164;-137,8762207031;
625,1726684570;-137,9556579590;
626,6137695313;-138,0109100342;
628,0584716797;-138,0381469727;
629,5062255859;-138,1182098389;
630,9572753906;-138,1910552979;
632,4120483398;-138,1947326660;
633,8697509766;-138,2560272217;
635,3308715820;-138,2742462158;
636,7953491211;-138,3181762695;
638,2636108398;-138,3603057861;
639,7348022461;-138,3606719971;
641,2094726563;-138,3818054199;
642,6878662109;-138,3818054199;
644,1693115234;-138,3818054199;
645,6541137695;-138,3818054199;
647,1427612305;-138,3818054199;
648,6344604492;-138,6148986816;
650,1296386719;-138,8718414307;
651,6282348633;-139,1949157715;
653,1306152344;-139,6210632324;
654,6361694336;-140,0771179199;
656,1451416016;-140,0962829590;
657,6579589844;-140,1138763428;
659,1738891602;-140,1633453369;
660,6933593750;-140,1745605469;
662,2166748047;-140,2470550537;
663,7431030273;-140,2917785645;
665,2730712891;-140,4178466797;
666,8065795898;-140,4662628174;
668,3439941406;-140,5886688232;
669,8845825195;-140,6290740967;
671,4287109375;-140,6494750977;
672,9767456055;-140,7069091797;
674,5280151367;-140,7252502441;
676,0828857422;-140,7643432617;
677,6416625977;-140,7643432617;
679,2036743164;-140,7643432617;
680,7692871094;-140,7643432617;
682,3388671875;-140,7643432617;
683,9116821289;-140,7643432617;
685,4881591797;-140,7069091797;
687,0682983398;-140,6676788330;
688,6524047852;-140,6494750977;
690,2398071289;-140,6290740967;
691,8308105469;-140,5886688232;
693,4259643555;-140,4662628174;
695,0243530273;-140,4178466797;
696,6264038086;-140,2917785645;
698,2325439453;-140,2815704346;
699,8420410156;-140,2470550537;
701,4552001953;-140,1745605469;
703,0721435547;-140,1633453369;
704,6931762695;-140,1138763428;
706,3175048828;-140,1138763428;
707,9456176758;-139,8520507813;
709,5778808594;-139,4929504395;
711,2135009766;-139,1925659180;
712,8529052734;-138,9118347168;
714,4964599609;-138,6529235840;
716,1434326172;-138,6529235840;
717,7941894531;-138,6529235840;
719,4491577148;-138,6529235840;
721,1075439453;-138,6529235840;
722,7697753906;-138,6529235840;
724,4357910156;-138,6529235840;
726,1060791016;-138,6529235840;
727,7797851563;-138,6529235840;
729,4573974609;-138,6529235840;
731,1392211914;-138,6529235840;
732,8245239258;-138,6529235840;
734,5137329102;-138,6529235840;
736,2072753906;-138,6529235840;
737,9042968750;-138,6529235840;
739,6052246094;-138,6529235840;
741,3100585938;-138,6529235840;
743,0192260742;-138,6529235840;
744,7319335938;-138,8039855957;
746,4486083984;-139,1707305908;
748,1696166992;-139,5069274902;
749,8942260742;-139,7969512939;
751,6227416992;-139,7969512939;
753,3557128906;-139,7969512939;
755,0922851563;-139,7969512939;
756,8328247070;-139,7969512939;
758,5777587891;-139,7969512939;
760,3263549805;-139,7969512939;
762,0789794922;-139,7969512939;
763,8356323242;-139,7969512939;
765,5967407227;-139,7969512939;
767,3614501953;-139,7969512939;
769,1303100586;-139,7969512939;
770,9036254883;-139,7969512939;
772,6806030273;-139,7969512939;
774,4616699219;-139,7969512939;
776,2473144531;-139,7969512939;
778,0366210938;-139,7969512939;
779,8300170898;-139,7969512939;
781,6276245117;-139,8075256348;
783,4297485352;-139,8075256348;
785,2355957031;-139,7791900635;
787,0455932617;-139,7775268555;
788,8602294922;-139,7369995117;
790,6786499023;-139,7134399414;
792,5012207031;-139,7113037109;
794,3284301758;-139,7084503174;
796,1593627930;-139,6979064941;
797,9945678711;-139,6961364746;
799,8344726563;-139,6961364746;
801,6781616211;-139,6961364746;
803,5260620117;-139,6961364746;
805,3782348633;-139,6961364746;
807,2351684570;-139,6961364746;
809,0958862305;-139,6961364746;
810,9609375000;-139,6961364746;
812,8306884766;-139,6961364746;
814,7042846680;-139,6961364746;
816,5822753906;-139,6979064941;
818,4649658203;-139,7084503174;
820,3516235352;-139,7113037109;
822,2425537109;-139,7369995117;
824,1378784180;-139,7553405762;
826,0380249023;-139,7775268555;
827,9421386719;-139,7791900635;
829,8505859375;-139,8245544434;
831,7639160156;-139,8251647949;
833,6812133789;-140,2516174316;
835,6029052734;-140,8737640381;
837,5294799805;-140,8737640381;
839,4600219727;-140,8737640381;
841,3950195313;-140,8737640381;
843,3349609375;-140,8737640381;
845,2789306641;-140,8737640381;
847,2273559570;-140,8737640381;
849,1802978516;-140,8737640381;
851,1381835938;-140,8737640381;
853,1000976563;-140,8737640381;
855,0665893555;-140,8737640381;
857,0380249023;-140,8737640381;
859,0135498047;-140,8737640381;
860,9936523438;-140,8737640381;
862,9787597656;-141,0880737305;
864,9680175781;-141,3484344482;
866,9617919922;-141,4402465820;
868,9602050781;-141,5363922119;
870,9636840820;-141,9586486816;
872,9713134766;-142,0590362549;
874,9835815430;-142,0590362549;
877,0009765625;-142,0590362549;
879,0225219727;-142,0590362549;
881,0487670898;-142,0590362549;
883,0800781250;-142,0590362549;
885,1156616211;-142,0590362549;
887,1559448242;-141,9586486816;
889,2008666992;-141,9516448975;
891,2510375977;-141,6038513184;
893,3054199219;-141,4402465820;
895,3645629883;-141,3484344482;
897,4289550781;-141,2524871826;
899,4975585938;-141,0880737305;
901,5709838867;-141,0247039795;
903,6496582031;-141,0247039795;
905,7326660156;-141,0247039795;
907,8204345703;-141,0880737305;
909,9135131836;-141,2524871826;
912,0109252930;-141,4214782715;
914,1131591797;-141,4214782715;
916,2202758789;-141,4214782715;
918,3327026367;-141,4214782715;
920,4495239258;-141,4214782715;
922,5712280273;-141,4214782715;
924,6983642578;-141,4214782715;
926,8298339844;-141,4214782715;
928,9662475586;-141,4214782715;
931,1080932617;-141,4402465820;
933,2543334961;-141,6038513184;
935,4055786133;-141,7157592773;
937,5617675781;-141,8085479736;
939,7233886719;-141,8085479736;
941,8895263672;-141,8085479736;
944,0606689453;-141,8085479736;
946,2373046875;-141,8085479736;
948,4184570313;-141,8085479736;
950,6046142578;-141,8085479736;
952,7963867188;-141,8085479736;
954,9926147461;-141,8085479736;
957,1939697266;-141,8085479736;
959,4008789063;-141,8085479736;
961,6123657227;-141,8085479736;
963,8289794922;-141,9556579590;
966,0506591797;-142,2808532715;
968,2780151367;-142,4196929932;
970,5099487305;-142,4196929932;
972,7470092773;-142,4196929932;
974,9898071289;-142,4196929932;
977,2372436523;-142,4196929932;
979,4898681641;-142,4196929932;
981,7481689453;-142,4196929932;
984,0111694336;-142,4196929932;
986,2794189453;-142,4006347656;
988,5528564453;-142,6674194336;
990,8320922852;-142,8128662109;
993,1160278320;-142,8713378906;
995,4052124023;-142,8713378906;
997,7002563477;-142,8713378906;
1000,0000000000;-142,8713378906;
1002,3050537109;-142,8713378906;
1004,6160278320;-142,8713378906;
1006,9317016602;-142,8713378906;
1009,2527465820;-142,8713378906;
1011,5797119141;-142,9340057373;
1013,9114990234;-142,9340057373;
1016,2485961914;-142,9340057373;
1018,5911254883;-142,9340057373;
1020,9396362305;-142,9340057373;
1023,2929687500;-142,9340057373;
1025,6517333984;-142,8128662109;
1028,0164794922;-142,6674194336;
1030,3861083984;-142,6062164307;
1032,7612304688;-142,4903411865;
1035,1424560547;-142,4903411865;
1037,5284423828;-142,4903411865;
1039,9200439453;-142,4903411865;
1042,3171386719;-142,4903411865;
1044,7203369141;-142,4903411865;
1047,1285400391;-142,4903411865;
1049,5422363281;-142,4903411865;
1051,9620361328;-142,5581359863;
1054,3868408203;-142,6062164307;
1056,8173828125;-142,7560119629;
1059,2539062500;-142,8128662109;
1061,6955566406;-142,8329772949;
1064,1429443359;-142,9340057373;
1066,5964355469;-142,9389190674;
1069,0549316406;-142,9913787842;
1071,5192871094;-143,0291290283;
1073,9891357422;-143,0539398193;
1076,4653320313;-143,1098022461;
1078,9466552734;-143,2810668945;
1081,4337158203;-143,4412689209;
1083,9271240234;-143,6162719727;
1086,4256591797;-143,7102508545;
1088,9299316406;-143,7327575684;
1091,4405517578;-143,9517517090;
1093,9564208984;-143,9517517090;
1096,4781494141;-143,9517517090;
1099,0056152344;-143,9517517090;
1101,5394287109;-143,9517517090;
1104,0786132813;-143,9517517090;
1106,6235351563;-144,1085205078;
1109,1750488281;-144,2066345215;
1111,7316894531;-144,2851257324;
1114,2943115234;-144,3865509033;
1116,8635253906;-144,4434967041;
1119,4379882813;-145,0488739014;
1122,0183105469;-145,4019622803;
1124,6052246094;-145,5703887939;
1127,1976318359;-145,9330902100;
1129,7958984375;-146,0993194580;
1132,4001464844;-146,1178283691;
1135,0109863281;-146,1178283691;
1137,6273193359;-146,1178283691;
1140,2496337891;-146,1178283691;
1142,8785400391;-146,1178283691;
1145,5129394531;-146,1178283691;
1148,1534423828;-146,1178283691;
1150,8006591797;-146,1178283691;
1153,4533691406;-146,1178283691;
1156,1121826172;-146,1178283691;
1158,7770996094;-145,9330902100;
1161,4487304688;-145,5703887939;
1164,1259765625;-145,4019622803;
1166,8093261719;-145,3932189941;
1169,4996337891;-145,0784759521;
1172,1954345703;-145,0049896240;
1174,8973388672;-144,9010162354;
1177,6062011719;-144,7098083496;
1180,3206787109;-144,6308288574;
1183,0413818359;-144,6308288574;
1185,7684326172;-144,6308288574;
1188,5023193359;-144,6308288574;
1191,2419433594;-144,6308288574;
1193,9877929688;-144,6308288574;
1196,7407226563;-144,6148681641;
1199,4992675781;-144,3394927979;
1202,2642822266;-144,2856903076;
1205,0361328125;-144,0707397461;
1207,8138427734;-144,0604400635;
1210,5980224609;-144,0547027588;
1213,3891601563;-143,9803314209;
1216,1861572266;-143,5405578613;
1218,9895019531;-143,4954071045;
1221,7993164063;-143,4306488037;
1224,6163330078;-143,4306488037;
1227,4392089844;-143,4306488037;
1230,2685546875;-143,4306488037;
1233,1051025391;-143,4306488037;
1235,9475097656;-143,4306488037;
1238,7963867188;-143,4306488037;
1241,6525878906;-143,4306488037;
1244,5146484375;-143,4306488037;
1247,3834228516;-143,4306488037;
1250,2586669922;-143,4306488037;
1253,1413574219;-143,3055877686;
1256,0299072266;-143,2211303711;
1258,9251708984;-142,9667968750;
1261,8277587891;-142,8641967773;
1264,7363281250;-142,8489227295;
1267,6516113281;-142,6450500488;
1270,5743408203;-142,3887634277;
1273,5031738281;-142,4091491699;
1276,4385986328;-142,6450500488;
1279,3815917969;-142,6589508057;
1282,3306884766;-142,8489227295;
1285,2866210938;-142,9667968750;
1288,2492675781;-142,9860992432;
1291,2194824219;-143,2211303711;
1294,1958007813;-143,3055877686;
1297,1790771484;-143,4295959473;
1300,1697998047;-143,4295959473;
1303,1667480469;-143,4295959473;
1306,1706542969;-143,8308715820;
1309,1822509766;-143,8447113037;
1312,1999511719;-143,9846954346;
1315,2247314453;-144,0200958252;
1318,2563476563;-144,0200958252;
1321,2957763672;-144,0200958252;
1324,3414306641;-144,0200958252;
1327,3941650391;-144,0200958252;
1330,4545898438;-143,9846954346;
1333,5214843750;-143,8447113037;
1336,5953369141;-143,6460418701;
1339,6770019531;-143,6460418701;
1342,7650146484;-143,6460418701;
1345,8602294922;-143,6278228760;
1348,9632568359;-143,6181030273;
1352,0727539063;-143,4295959473;
1355,1893310547;-143,3165893555;
1358,3131103516;-143,3165893555;
1361,4448242188;-143,3165893555;
1364,5831298828;-143,4295959473;
1367,7285156250;-143,6089172363;
1370,8820800781;-143,6181030273;
1374,0419921875;-143,6278228760;
1377,2092285156;-143,6460418701;
1380,3846435547;-143,8231811523;
1383,5665283203;-143,8413391113;
1386,7557373047;-143,8447113037;
1389,9522705078;-143,9846954346;
1393,1569824219;-143,9846954346;
1396,3682861328;-143,9846954346;
1399,5870361328;-143,9846954346;
1402,8139648438;-143,9846954346;
1406,0474853516;-143,9846954346;
1409,2885742188;-143,9846954346;
1412,5378417969;-144,0316925049;
1415,7938232422;-144,1023254395;
1419,0573730469;-144,1023254395;
1422,3292236328;-144,1023254395;
1425,6077880859;-144,3646850586;
1428,8939208984;-144,4503479004;
1432,1876220703;-144,6592102051;
1435,4896240234;-144,8402252197;
1438,7985839844;-145,0392303467;
1442,1151123047;-145,0392303467;
1445,4400634766;-145,0392303467;
1448,7718505859;-145,0392303467;
1452,1114501953;-145,0392303467;
1455,4594726563;-145,0392303467;
1458,8143310547;-145,0392303467;
1462,1770019531;-145,0392303467;
1465,5474853516;-145,0392303467;
1468,9265136719;-145,0392303467;
1472,3125000000;-145,0392303467;
1475,7061767578;-145,0392303467;
1479,1086425781;-145,0392303467;
1482,5180664063;-145,0392303467;
1485,9354248047;-145,0392303467;
1489,3614501953;-145,0031890869;
1492,7945556641;-145,0031890869;
1496,2354736328;-145,0031890869;
1499,6853027344;-145,0031890869;
1503,1420898438;-145,0031890869;
1506,6069335938;-145,0031890869;
1510,0798339844;-145,0031890869;
1513,5615234375;-145,0031890869;
1517,0502929688;-145,0031890869;
1520,5472412109;-145,6907958984;
1524,0531005859;-146,0366516113;
1527,5661621094;-146,6806640625;
1531,0872802734;-146,6806640625;
1534,6173095703;-146,0366516113;
1538,1547851563;-145,3397064209;
1541,7003173828;-145,0031890869;
1545,2540283203;-144,8582305908;
1548,8167724609;-144,8582305908;
1552,3869628906;-144,8582305908;
1555,9653320313;-144,8582305908;
1559,5527343750;-144,8582305908;
1563,1477050781;-145,0031890869;
1566,7508544922;-145,3397064209;
1570,3631591797;-146,3902587891;
1573,9829101563;-146,3902587891;
1577,6110839844;-146,3902587891;
1581,2475585938;-146,3902587891;
1584,8933105469;-146,3902587891;
1588,5466308594;-146,3902587891;
1592,2083740234;-146,3902587891;
1595,8793945313;-146,3902587891;
1599,5579833984;-146,3902587891;
1603,2451171875;-146,3902587891;
1606,9415283203;-146,3902587891;
1610,6457519531;-146,3902587891;
1614,3583984375;-146,3902587891;
1618,0804443359;-145,3397064209;
1621,8101806641;-144,8582305908;
